# FILE DATA
ID : MMRW2100000218
category :  온라인 대화 > 다자 대화(3인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210603
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 20대
occupation : 가정 주부
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>현 거주지 지인
intimacy  :  5
contact_frequency  :  주 3회 이상

P0 	: 칼퇴했긔
P1 	: 존나 샤르르륵
P0 	: 암튼그래 맛있긴해
P1 	: 아 먹을거 얘기하니까 돌것쟈나
P0 	: ㅋㅋㅋㅋㅋㅋ고통
P1 	: 힘들쟈나
P0 	: ㅠㅠㅠㅠㅠ
P1 	: 헝ㅠㅠㅠㅠㅠ
P0 	: 형부보고 배고프다해
P1 	: 씻는중이긔
P0 	: 어서나오라긩
P1 	: 혼자 과자먹던가 해야지ㅠㅠㅠ
P0 	: 양치해야하는ㄷ0 귀칞군요
P1 	: 님은 새우깡이 끝임?
P0 	: 응 스파게티를 후라이빵 가득해서 먹었다니께요
P1 	: 그래도 야식을 먹어야죠
P0 	: 배부름
P1 	: 적적하진 않으세요?
P0 	: 근데 치킨은 가능할거같아
P1 	: ㅋㅋㅋㅋ미친ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋ
P1 	: 졸라웃기네
P0 	: 후라이드 개바삭한거
P1 	: 치킨이 최고다 치킨이 최고야
P0 	: 기름냄시 소ㅑ라라라라
P1 	: 나 근데 피자도 괜찮을거 같음
P0 	: {share:photo}
P0 	: 피자도먹었어
P1 	: 이야
P0 	: 저녁에
P1 	: 올
P0 	: 한입거리지만
P1 	: 나 오빠한테 배 안고프냐니까
P0 	: 엉
P1 	: 입맛없는듯ㅋㅋㅋㅋㅋ
P0 	: 따흑
P1 	: 줄넘기를 어케 했는데ㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋ어떻게 한 줄넘긴데
P0 	: 말짱도루묵이쟈냐
P1 	: 자꾸 유혹함
P1 	: 얘기해보라고
P0 	: 형부가?
P1 	: 어ㅋㅋㅋㅋ
P1 	: 입꼬리 씰룩대지말고
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 얘기해보라고
P0 	: 개바삭한 크리스피한 후라이드에
P1 	: 아직 얘기안함
P0 	: 소금딱 해서
P1 	: 저는 소금파 아닌데용
P0 	: 먹으면 맛있겠다
P0 	: 그럼요
P0 	: 전 소금파에오
P1 	: 후라이드는 후라이드 자체로
P0 	: 찐이고
P1 	: 아님 매콤소오스
P0 	: 소금찍는게 귀찮은거아닙니까
P1 	: 챡 찍어서
P0 	: 하나라도 1초라도
P1 	: 입체 챡
P0 	: 먼저 입에넣겠단 의지
P1 	: ㅋㅋㅋㅋㅋㅋ바삭한거 개맛있겠다
P0 	: 크으으으
P1 	: ㅋㅋㅋㅋㅋ
P0 	: bhc핫후 존바삭
P1 	: 배고프다 졸라
P1 	: 근데 그거 알제 껍데기 먹으면
P1 	: 기름 좔좔함
P0 	: 크으으으
P0 	: 엉 기름 옹글종글
P1 	: 입술 기름 사악 감돌자네
P0 	: 고소한맛
P1 	: 크으
P0 	: 어서 말해보거라
P1 	: 근데 지금 시키면 한시간은 걸릴듯
P0 	: 50분쌉가능
P1 	: 10시반에 치킨 시작불가
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 배에 치킨 가득한채로
P0 	: kfc고고
P1 	: 누워자야함 바로
P0 	: 딱 2조각만
P1 	: 며칠전에 먹음
P0 	: 따흑
P1 	: 이미 치킨나이트로 조짐
P1 	: 원쁠원
P0 	: 좋겠다
P1 	: 왜
P0 	: 삼계없어쪘어
P1 	: 아 진짜>?
P0 	: 힝
P0 	: 눼
P1 	: 거기 뭐생김
P0 	: 세라젬
P1 	: ㅋㅋㅋㅋㅋ세라젬ㅋㅋㅋ
P0 	: ㅠㅠ
P1 	: 케이에푸씨가 없어지다니ㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: 비스킷 대존맛인디
P1 	: 2-3년에 한번 먹으면 맛있음
P0 	: 어릴때 홈플가면 엄마가 비스킷 사줬음
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ우리 엄만 안사줌
P0 	: 딸기잼 조낸뿌려먹었는데
P0 	: ㅋㅋㅋㅋㅋ
P1 	: 여즘 내최애는
P0 	: 뭔데
P1 	: 식빵 구워가지고
P0 	: 엉
P1 	: 크림치즈 발라서
P0 	: 엉
P1 	: 그위에 딸기잼 발라 먹는것
P0 	: 그거아니냐
P1 	: 존나 맛잇쟈나
P0 	: 구남친토스트 변형
P0 	: 블베잼에서 딸기아닙니까
P1 	: 암턴 졸라 맛있다
P0 	: 요새 내최애는 치킨또띠아랩임
P1 	: 님도 담에 남친 해조라
P0 	: 이제 한장남았쟈냐
P1 	: 왜 나는 안해조?
P0 	: 남친안해주는데요
P1 	: 해달라규 나
P0 	: 포장할수없다구욧
P1 	: 치킨또띠아랩 해달라규!!!!!!!!!!
P0 	: 이제한장남아서 못한다규!!
P1 	: 사서 해달라규1!!!
P0 	: (모른척)
P1 	: ㅋㅋㅋㅋㅋㅋ왜여
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 흐린눈 하지마여ㅠㅠㅠㅠ
P0 	: 눈이침침해서 안보이는군요
P1 	: ㅋㅋㅋㅋㅋㅋ침침하다뇨
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이런 얘기 남틴한테 하지마로라
P0 	: 당연안하죠
P1 	: 침침하네 어쩌네ㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: 엥
P1 	: 별명 우리 할매 되는거 아니냐고
P0 	: 이런얘기가 그거얐나
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 침침하다고 하지마
P0 	: 쪕...
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 애칭 할매됨
P0 	: 존웃
P1 	: 유세윤이 와이프한테
P1 	: 할매라고 했던ㄱ 같은데
P0 	: 엉
P1 	: 7살 연하
P0 	: 와이프가 연하?
P1 	: 유세윤이 연하
P0 	: 아
P0 	: 맞나ㅋㅋㅋㅋ
P1 	: 그래서 할매임 애칭이
P0 	: 유세윤 조신하네
P1 	: ㅋㅋㅋㅋㅋ조신ㅋㅋㅋㅋ
P0 	: 김치도담구고 하더만
P0 	: 아
P0 	: 문세윤
P0 	: 시벌탱
P1 	: 왜
P0 	: 이름착각해서요
P1 	: 왜 급발진해{emoji:…}.언늬
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 유세윤이었어요
P0 	: 유세윤이라니!!!
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 도랏!!!!
P1 	: 문세윤 아니쟈나ㅋㅋㅋㅋ
P0 	: 시벌탱
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 하 낼출근할생각하니
P1 	: 야
P0 	: 명치가 답답...
P1 	: 내가 더 해
P0 	: ㅠㅠㅠㅠㅠ
P1 	: 나는 오늘 못한걸 내일 해야한다고{emoji:…}{emoji:…}
P0 	: 우째요
P0 	: 낼 살아남을수있나
P1 	: 울면서 하는거지 머
P0 	: ㅋㅋㅋㅋ
P0 	: 야야
P1 	: 왜
P0 	: 니친구
P1 	: 누구
P0 	: 개팅얘기 멍미
P1 	: 아
P0 	: 모다
P1 	: 내 친구가 친구의 남편의 친구를 소개 받음
P0 	: 궁금하쟈냐...ㅎ
P0 	: 엉
P1 	: 37살인데 뭐 조건이 괜찮았나봐
P0 	: 엉
P1 	: 성격도 괜찮고 공기업 다닉도
P0 	: 6살차이네
P0 	: 엉
P1 	: 근데 만나서도 되게 잘맞았대
P0 	: 근데?
P0 	: 엉
P1 	: 만났을 때 다음에 만나자고? 뭔가 약속아닌 약속을 했지
P0 	: 그린라이트 아닌교?
P0 	: 렁
P1 	: 그게 저저번주 토욜인가 그런데
P0 	: 엉
P1 	: 그 사람이 졸라 바쁘다더라고
P0 	: 엉 그래서
P1 	: 일요일부터 토요일까지 연락을 한번도 안함
P0 	: 눼??
P1 	: 내가 그정도면 성의 문제 아니냐고
P0 	: 뭔데...
P0 	: 입만털고
P1 	: 아니 걔는 똥도 안싸냐고
P0 	: 시마이땡?
P1 	: 똥쌀때 폰안들고 가냐고
P0 	: 모다....
P1 	: 근데 내 친구는 졸라 괜찮악서 만나보고 싶은거지 다시 한번
P0 	: 6일안한거면
P0 	: 시마이쫑아니가
P1 	: 그정도면 그냥 안보자는거 아니냐고
P0 	: 엉
P0 	: 그거지
P1 	: 그래서 그냥 때려치고 다른 남자 소개를 받자
P0 	: 옹
P1 	: 졸라 그새끼 쎄하다 만나도 고생각
P0 	: 맞고요
P1 	: 연락 안되고 만나기 힘들각이라고
P0 	: 맞음
P1 	: 그랬더니 그래도 한번더 보고는 싶다고;;;
P0 	: 어쩔
P1 	: 그럼 우리가 그냥 니가 연락을 해라
P0 	: 친구는 맘에들었나봄
P1 	: 기다리다가 숨넘어가겠다고
P0 	: ㅇㅇ 하면돼지
P0 	: 별거라고
P1 	: 그래서 많이 바쁘신가봐요 하고
P0 	: 해보고 반응이 구리다싶음
P1 	: 우리랑 있을 때 카톡하나 날리고
P0 	: 시마이하는거고
P1 	: 그 뒤 내용을 모름
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 엥
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 헤어졌거든 우리가
P0 	: 아아
P1 	: 딱히 무슨 얘기 안하는거보니까
P0 	: 단톡에서 말없음?
P1 	: 연락 끊겼을 수도 있고
P0 	: 없나봄 그럼
P1 	: 37살먹고 결혼 못한데는 이유가 있다고 봄
P1 	: 외부요인이든 내부요인이든
P0 	: 안할걸수도있는데
P0 	: 멀쩡한데
P0 	: 안한거면
P0 	: 성격이 구린걸지도
P1 	: 냄새나쟈나
P0 	: 엉
P1 	: 연락안하는거 보세요
P1 	: 각 나옴
P0 	: 구가는
P1 	: 괜히 사귀면 고생길
P0 	: 연하남 소개받아서
P1 	: ㅇㅇ
P0 	: 첨에 연락하고 그주에는 둘다 일있어서 못보고
P1 	: 옹
P0 	: 그담주에 보기한게 어제 일요일인데
P0 	: 만나기전부터
P1 	: 옹ㅇ
P0 	: 카톡을....
P1 	: 했다고?
P0 	: 구가 카톡잘안하는데
P1 	: 안했다고
P0 	: 남자무슨
P1 	: 엉
P0 	: tmt
P0 	: 카톡 칼답
P1 	: 말 많았나 보네
P1 	: 걘 일도 안하나
P0 	: 혼자 카톡 7~8개보내고
P1 	: 이야...
P0 	: 드라이브가는데 날씨가좋다는둥
P1 	: 부담스럽노
P0 	: ㅋㅋㅋㅋㅋㅋㅋ사진찍어서보내고
P1 	: 사귀냐고 벌써
P0 	: 그래서 빨리봐야지
P1 	: 왤케 부담스럽게 그러는거임
P0 	: 이런저런얘기만하다가 막상봤는데
P0 	: 대숙연하면...
P0 	: 망이라고
P1 	: 혹시 모르지
P1 	: 입 졸라 잘털수도
P0 	: 구가가 막 이제
P1 	: ㅇㅇ
P0 	: 자기는 많이 놓았다곸ㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 조세호까지 비주얼
P0 	: 생각하고있어서
P1 	: 롸
P0 	: 별 그게없다
P0 	: 기대치가
P1 	: 조세호는 그래도 꾸밈
P0 	: ㅋㅋㅋㅋㅋㅋ그래서 내가 혹시모른다 ㅎ
P1 	: 현실엔 안꾸민 조세호쟈나
P0 	: 그랬지
P0 	: 어제 내가 개팅잘해라고 하고
P1 	: ㅇㅇ
P0 	: 구가가 카톡와서는ㅋㅋㅋㅋㅋ
P0 	: 왠아재가...ㅋㅋㅋㅋㅋㅋ
P1 	: 로ㅓ
P1 	: 연하라매
P0 	: 응 30
P1 	: 미틴
P0 	: ㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 돼갈먹으러갔는데
P0 	: 웨이팅있어서
P1 	: ㅇㅇ
P0 	: 옆에카페갔다가 돼갈먹고
P1 	: ㅇ
P0 	: 함안에 무진정좀 걷다가 카페갔다왔다고
P1 	: 아재라니
P0 	: 차는 좋더라 이러던뎈ㅋㅋㅋㅋ
P1 	: 차만 좋았던거 아니냐고
P0 	: 자세히는 못들었음
P1 	: 아재인데 잘생긴 아재인거 아니가
P0 	: 외모는 못들었음ㅋㅋㅋㅋ
P1 	: 그럼 다행인디
P0 	: 다담주보몀 들어야쥐
P0 	: 저저번엔
P1 	: 궁금{censored} &name2&도
P0 	: 개팅했는데
P1 	: 웅
P0 	: 벤틀리가 나왓다고
P1 	: 얼굴?
P0 	: 벤틀리라고 부름
P1 	: 차가
P0 	: 응
P0 	: 얼굴
P1 	: 차가아니었네
P0 	: 샘 2째아들
P1 	: 하{emoji:…}{emoji:…}.
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 차가 벤틀리였어야지
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 왜 얼굴이 벤틀리고 난리고
P0 	: 그래서 에프터는 안하더냐니깐
P1 	: ㅇ
P0 	: 구가가 담주에는 세종가야한다고
P0 	: 먼저말했다던데
P1 	: 세종왜
P0 	: 친구 집들이
P1 	: 아항
P0 	: 내가 집들이선물
P1 	: 소개팅 잼나겟다이
P0 	: 연태고량주 추천해줌
P1 	: 미틴ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 술좋아한다길래 친구
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 최고죠
P0 	: 내가 핫템될거라고 알려줌
P1 	: 꼭 토닉워터 같이요
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 필수쟈나
P0 	: 후후
P1 	: ㅋㅋㅋㅋ
P1 	: &name3&는 어딜간거쥬
P0 	: &name3&는 자나봐
P1 	: 돌아오질 않네
P0 	: 나 양치하고픈데
P0 	: 누구없나요
P1 	: 하지마
P0 	: 새우깡먹어서 입이텁텁쓰
P1 	: 무슨 양치야 양치는 자기전에 하는 것
P0 	: 구래
P1 	: 나 드라마 거의 포기함;;;;
P0 	: 나 공부포디
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 아까남친보고
P1 	: 웅
P0 	: 30분만 자고일어날거라고 햿다가
P1 	: 엉
P0 	: 한시간자버렸어 이러고
P1 	: 웅
P0 	: 과자먹고 공부 조그만 할거야
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 했는뎈ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 엌ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 쪕
P1 	: 졸라웃기네
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 괜찮아
P0 	: 그으래
P1 	: 사람이 다 그런거자....
P0 	: 하하핳ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 야 회사에서
P1 	: ㅇ
P0 	: 좀만 거슬리는 일있으면
P1 	: 웅웅
P0 	: 짜증이 역대급으로
P0 	: 치밀어오른다
P1 	: 저두여
P0 	: 어쩜 좋음
P1 	: 배고픈데 그런일 있음 졸라 빡침
P0 	: 하아...
P1 	: 오늘 나는 어땟겟니
P0 	: 전에는 그래도 속으로 하 짜증^^
P0 	: 이랬는데
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 한숨부터 나오지 않니
P0 	: {censored}
P1 	: 깊고 큰 한숨부터 쉼 나는
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 시바를 입밖으로 내뱉나요
P0 	: 아뇨
P1 	: 뭐야
P0 	: 속으로 생각하고 목소리가 달라짐
P1 	: 뱉어야 찐이지
P0 	: ㅋㅋㅋㅋㅋㅋ뱉기엔 보는눈이 많은것
P0 	: 눈으로 함
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 난 아진짜 이런거 내뱉음
P0 	: 그정돈 하죠
P1 	: 아 졸라 짜증나....
P1 	: 마 \\\\
P0 	: 월요일은 넘나힘든것
P1 	: 저두여
P0 	: 미간에
P0 	: 트러블 장난아니라서 스트레슈
P1 	: 난 볼따구에 뭐가 났어
P0 	: 볼은 마스크로 가려지쟈네
P1 	: 아프재나
P0 	: 으어어 아픈여드름 졸량 아퍼
P1 	: 미쳐 ㅠㅠㅠㅠㅠㅠㅠ
P0 	: &name3&는 자나봐
P1 	: 그런가보네
P0 	: 노골노골쓰
P1 	: 아 나는 &name7&가 방해하긔
P0 	: 왱
P1 	: {share:photo}
P1 	: 힘들
P0 	: 뭔일이야ㅋㅋㅋㅋ
P1 	: 졸라 무거움
P0 	: 애기야뭐야
P1 	: 액희액희 내새끼
P0 	: 내새킨 잔다
P1 	: 내새끼 지독하게 안비킴
P0 	: 5245
P1 	: 오빠가 불러도 안가네^^
P0 	: 나 양치중
P1 	: 벌또?
P0 	: 웅
P1 	: 빠룬디
P0 	: 님
P1 	: 오빠가 결국 못참고 감자칩에 맥주
P0 	: 앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 난 안먹고 오빠가 먹음
P0 	: 맥주먹을바에 단백질 치킨을........
P0 	: 맥주 마시는 빵아닙니까
P1 	: 치킨 시켰쟈나?
P0 	: 탄수화물
P1 	: 그럼 결국 맥주 먹어 또
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 감자칩 뭐드심
P1 	: 레이즈?
P0 	: 아아
P1 	: 미쿡 감자칩
P0 	: 무뚝뚞맛있던데
P1 	: 그건 무어ㅕ
P0 	: 무뚝뚝감자칩
P1 	: 안먹어봤ㅈ나
P0 	: {share:photo}
P0 	: 감자가 도톰함
P0 	: 바삭하이
P1 	: 아 한번 사먹어봐야겠쟈나
P0 	: 무슨 신상감자과자중에
P1 	: 껍데기 맛있어보임
P0 	: 트러블 {censored}웅 먹어봤는데
P0 	: 존나 짜더라
P1 	: 뭐여 그것이
P1 	: 신상과자 많네예
P0 	: 이름이 기억안나
P1 	: 아 배고파
P0 	: 아
P0 	: 콰삭칩임
P0 	: 콰삭칩 포카칩
P1 	: 콰삭칩이라니
P0 	: 사먹지마요......
P0 	: 존나짜다
P0 	: 트러플솔트맛
P1 	: 짜다규>
P1 	: ㅠㅠㅠㅠㅠ
P0 	: 나 짠거좋아하는데 
P1 	: 옹
P0 	: 넘어섰다 한계를
P1 	: 알새우칩 먹고 싶쟈나
P0 	: 불닭마요?
P1 	: 알새우칩 불닭마요 소스에 찍어먹으면 존맛
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 화장실댕겨옴
P1 	: 오키오키
P0 	: 왓음
P0 	: 방금또띠아랩 라스트오더 받음
P1 	: 미친ㅋㅋㅋㅋㅋ
P0 	: 엄마 낼 아침ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 난 언제 줌
P0 	: 담에요.......ㅎ
P1 	: 나도 줘!!!!!!
P0 	: 아직싸는법 서툴다
P0 	: 걍 둘둘말음
P1 	: 둘둘 말아서
P1 	: 내 입에 널어주라
P0 	: 오더 클리어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 님 오디갔쬬
P1 	: 나 갑자기 촉주해서
P1 	: 짜파게티 끓임
P0 	: 크으으으
P1 	: 파김치랑 먹을라고
P0 	: ===계후반숙추가요
P2 	: 어우 정수기이모 전화와서
P1 	: 계란 없음
P2 	: 2시간동안 통화함
P1 	: 왔다
P2 	: 미치는줄
P1 	: 미친
P1 	: 뭐야
P0 	: 눼?
P0 	: 먼얘기함
P1 	: 정수기 할말이 그렇게 많나
P0 	: 걍 바빠서 끊을게요
P0 	: 이러면 되지
P1 	: 무슨일이야
P0 	: 그러게 머선129
P2 	: 내일 약속 잡다가
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 엉 
P1 	: 존나 웃곀ㅋㅋㅋ
P2 	: 그 이모가 원래 말이 많으시거둔
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 정수기 점검?
P2 	: 딸이 셋인데
P0 	: 어우 기빨리
P0 	: 엉
P1 	: 정수기 이모 외로웠나
P0 	: 근데
P0 	: 그런가봄
P2 	: 딸얘기만 1시간 반한듯
P0 	: ;;;;;;
P2 	: 중간중간 안마의자 뭐나왓고
P0 	: 딸몇살인데
P2 	: 어쩌고 하다가
P2 	: ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ뭐냐
P2 	: 24살
P1 	: 미친
P0 	: &name3& 친하력
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 23살
P2 	: 20살
P0 	: 난 리액션 못해준다
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나도 못함
P2 	: 어우 첫빼따님이 아주
P2 	: 야물딱지고요
P0 	: 낼 오시면 얘기하라고 하시던가
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 왜
P0 	: 얘기해
P2 	: 남친은 완벽 그자체엿슺니다.
P1 	: 이밤에 무슨일이야
P0 	: 보자요
P2 	: 별점 4점
P0 	: 들어보자요
P2 	: {emoji:☆}{emoji:☆}{emoji:☆}{emoji:☆}
P1 	: ㅋㅋㅋㅋ
P0 	: 그거아니야 딸냄 남친자랑이엿떤거아니였나
P2 	: 끊고싶은데 ㅠㅠ
P2 	: 말도 빠르고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 계속 화제전환 쩔어가지고
P1 	: 결혼을 해야 사위가 될텐데요
P2 	: 어휴
P0 	: 그러게요 ㅎ
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 먼얘기를 함
P0 	: 구체적으로 얘기해
P2 	: 결혼 생각은 엊ㅅ는데
P1 	: 딸 남친 자랑하면 모함
P2 	: 그냥 그 남친이
P2 	: 사고방식이 좋다고
P0 	: 딸이 결혼생각이없다고?
P2 	: 첫째따님 전전남친까지 들음
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ남의 아들래미
P1 	: ㅋㅋㅋㅋ
P2 	: 첫째따님 연애ㅛㅏ 듣고왓다고요
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 사고방식이 좋다오 헤어지면 남남인것읠
P2 	: 첫 남친은 부산아고
P0 	: 첫째딸은 알까요
P1 	: 미친거 아니냐고
P0 	: 존웃이곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 왜 아냐고 &name3&가
P2 	: 그다음 남친은 포항아
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 미친
P0 	: 아 미친 첫째딸 대숙연하겠노
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 부산아는 자꾸 부산오라고 찌질하게
P2 	: ㅋㄴㅋㅋㄴㄴㅋㅋㅋㅋ
P0 	: 엄마가 어디가서 자기 썰풀고 다니면
P1 	: 어우
P0 	: 안도ㅣㄹ놈이고
P0 	: 딱봐도
P1 	: 딸도 알듯
P2 	: 포항애는 집안환경이
P2 	: 엄마는.아들에대한 기대가 크고
P0 	: 엉
P2 	: 누나는 아프고
P0 	: 어무 안된다
P2 	: 여동생은 13살밑
P1 	: ㅓ우
P0 	: 시월드에 남의집 기둥이다
P2 	: 그래서 약간의 자격지심이 잇고
P1 	: 마즘
P0 	: 노노
P2 	: 근데 계산적이고
P1 	: 기빨림
P2 	: 뭐 군대가면서 헤어지고
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 그러다 지금 4,5살차이나는 남친 만낫는데
P0 	: 고무신신다가 꺽였......
P2 	: 요리하는애고
P0 	: 엉
P1 	: 어우
P0 	: 위로?
P2 	: 반친도 맹글어서 보내주고
P2 	: 맷북세트도 좋아하는 핑크색 발품팔아 사다쥬고
P2 	: 엉엉
P1 	: 어우
P0 	: ㅋㅋㅋㅋㅋㅋ조신하네
P2 	: 돈안아까워하고 사고방식이 좋대
P2 	: 첫째따님 비오면 안나가는디
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 비오면 &name11&, 오늘 못나오지 ~?
P2 	: 카톡온다면서
P0 	: 으앜ㅋㅋ
P2 	: 그럼 &name11&이는 우웅...
P1 	: 우웅ㅋㅋㅋ
P0 	: 아니
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그 아주머니가
P2 	: 쓰바 쓰면서도 웃기네
P0 	: 그내용을 알고있는거도 소름이고
P1 	: 우웅ㅋㅋㅋㅋㅋ
P2 	: 다알더라
P0 	: 그걸또 &name3&가 알고있는거도 소름이고
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄴ
P0 	: 미친ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 어후
P0 	: 딸램이 말해서 아는거겠지
P2 	: 끊을타임을 못 찾앗다고 ㅠㅠㅠ
P0 	: 난 극혐일듯 
P2 	: 그와중에 &name4& 씻기고
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ마 치민
P2 	: 드라이기 소리 들리면 실례일까봐
P0 	: 존나 바빳어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 미쳤다
P2 	: 머리고 못말려줌
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 존낰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㄹ
P1 	: 미친ㅋㅋㅋㅋㅋ
P0 	: 머선일 이밤에
P2 	: 말씀하시는데
P0 	: 개웃이다
P1 	: ㅋㅋㅋㅋㅋ
P2 	: 위잉하면 민망해하실까봐
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 웃곀ㅋㅋㅋㅋ
P0 	: 내소리 끄기잇쟈냐
P2 	: 어휴
P1 	: 아니 왜 말이 그렇게 많은거림
P1 	: 기빨릴드세
P0 	:   친구 없으신가
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: &name5&가 소리 지르고 나서야
P0 	: 앜ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 효자다
