# FILE DATA
ID : MDRW2100047086
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210805
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 전남
principal_residence : 전남
current_residence : 강원
device : 태블릿/패드
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  주 3회 이상

P0 	: {emoji}
P0 	: 오 견과류 많이 먹는거면 병에 담아서 나오는걸로 사는게 어때? 그 브랜드에서도 혼합아닌거 있을텐데. 하루견과는 양이 조금씩 들어서 그게 아쉬워 물론 하루 섭취량이긴 한데 ㅋㅋㅋ
P1 	: 뭔가 귀찮아서 한방에 붓는게 포인트라ㅋㅋㅋㅋ
P1 	: 다음에 한 번 고려는 해보게쓰- ㅋㅋㅋ워낙 비싸잖니
P1 	: 계란이며 뭐 안비싼게 없떠ㅋㅋㅋ
P0 	: ㅋㅋㅋ 계란 시장갔더니 8천원 달라더라 나는 7천원 들고 와서 1천원 외상걸고 나중에 호박이랑 오이 사면서 외상값 갚았어
P0 	: 1달 사이에 1천원이 올랐더라
P1 	: 엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나는 GS 포인트 이번에 그걸로 샀는데
P1 	: 그나마 덜 아까웠지만 만원이나 - 날짜 지나서 넘 슬펐어
P1 	: 계란 두판(?) 살 수 있었는데 말이지ㅋㅋㅋ
P0 	: 지에스포인트가 잘 모여? 그거 너무 안 모여서 ㅋㅋㅋㅋㅋ 아 홈쇼핑?
P1 	: GS shop 이번 5천원 이벤트
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 자꾸 까먹어서 연장안하고ㅜㅜ
P0 	: 선물하기 걸어놓고 주에 한번씩만 연장해
P0 	: 선물하기 수락안하면 자동취소되고 기간 하루씩 늘어나거든
P1 	: 열받아서 다쓰고
P1 	: 이제 아이디 하나 남음ㅋㅋㅋ
P1 	: 선물하기? 호- 그건 결제는 다 해놓은 상태로? 
P0 	: 응 그니까 아무거나 적립금 쓸만큼 금액에 맞춰서 결제하면 돼
P1 	: 오홍- 
P1 	: ㅋㅋㅋㅋㅋㅋ근데 귀차나 얼른 다 써버려야지 :)
P0 	: 홈쇼핑은 보니까 지에스만 적립금 연장해주드라
P1 	: ㅋㅋㅋ딴데는 약간 금액 애매하면
P1 	: 보통 버려 난ㅋㅋㅋㅋ
P1 	: 더 큰 소비를 조장할까바
P0 	: 응 요즘은 그래서 적립금 기부하는것도 있잖아 나는 거기에 기부하는 편
P1 	: 오? 
P1 	: 홈쇼핑들 마다 그런게 있다는거지? 
P0 	: 없는데도 있는데 요즘 사회적가치 많이 따지다 보니까 어린이재단과 연동해서 하더라
P1 	: 오? 
P1 	: 그럼 그 재단이 한방에 쓰나
P1 	: 아 쓰는건 아니고 그 재단이런데서 쓸 수 있게 해주겠구나
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ해피빈에 콩저금통처럼 그렇게 일정금액이 모이면 계획에 맞춰서 재단운영과 아동복지에 쓰지
P1 	: 도움 많이 되게따 - 나처럼 버리는 적립금 많을테니..
P0 	: 응 전에 뉴스에 나왔는데 쇼핑몰 적립금 너무 많이 버려진다고
P1 	: 그런거 마져도 홍보지ㅋㅋㅋㅋ
P1 	: 나요나!!!!!!!!!!!1
P1 	: ㅋㅋㅋ
P0 	: 카드포인트는 다 챙기고 있지? 토스에서 바로 내계좌입금 가능해서 좋더라
P1 	: 아? 
P1 	: 각 카드 포인트들을? 
P1 	: 수수료없이? 오- 
P0 	: 응 근데 하나카드는 카드결제계좌로 빼는게 좋아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 출금실패해서 고객센터에서 전화오거든
P1 	: 엄청나군- 
P1 	: 시행착오가 엄청 많았네 너ㅋㅋㅋㅋ
P1 	: 나 도와주러 온 천사니? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그거 빼고는 아무 계좌로 빼면 돼
P1 	: 해볼게ㅋㅋㅋ
P1 	: 그동안은 그냥 포인트 쓸 수 있을 때 한번씩 쓰구 했는데- ㅋㅋㅋ
P0 	: 카드사 포인트 전부 모아서 하나씩 카드어플 깔고 출금했었어
P0 	: 비씨가 진짜 안 모이지 않아? 애네는 포인트가 너무 짜
P1 	: 몰라 모이나 안모이나 보지도 않아!
P0 	: 전에는 탑스탬프로 좋았는데 지금은 그거 추첨도 안 뽑혀 ㅠㅠ
P1 	: 몰라 카드사나ㅋㅋㅋ은행꺼는 뭐 잘 안해서ㅋㅋㅋㅋ
P1 	: 앱테크는 하루 30분 내로 하려고 했는데- 
P1 	: 자꾸 느니까 시간이 무한정 늘더라고..또르륵
P0 	: 맞아 나 캐시피드하고 하루날씨하고 짤 챙기는데
P1 	: 캐시피드 ㅋㅋㅋ엉엉
P0 	: 이거 한번 하고 나면 15분 후딱 가버려
P1 	: 으- 
P1 	: 시간 간단히 진짜 뭔가 시스템으로 자동으로 돌아가면 좋겠다
P0 	: 그래서 하나씩 지우고 있지
P1 	: 내가 만보만 걸으면- 시스템적으로 슥슥 다 돌기ㅋㅋㅋ
P1 	: 코딩을 배워야 하려나..
P0 	: 캐시피드는 수수료없이 바로출금되니까 놓지를 못하겠어
P1 	: 오호- 
P1 	: 근데 15분.. 이면 시작안해야겠다ㅋㅋㅋ
P0 	: 아 그거 엄청 복잡한데 컴공과도 코드 짜기 어려워할걸
P1 	: 지금 애디크램이랑ㅋㅋ이런거도 
P1 	: 시간없으면 그냥 넘어가고 있거든ㅋㅋㅋㅋ
P0 	: 아 캐피 3분(5개피드 보기, 피드 올리기), 하루날씨(4분 광고보기, 4캐시 광고누르기, 쌓인거 적립하기), 짤 나머지 시간(광고, 랜덤박스, 또 꿀 광고)
P0 	: 나 애디그램 꼭 일주일에 한번씩 빼먹어 아무것도 하기 싫은 날에 꼭 그러더라
P1 	: ㅋㅋㅋㅋㅋㅋ나는 일주일에 2-3 정도만 하고 있는듯ㅋㅋㅋ
P1 	: 나중에 출첵 한두개만 남기고 소멸할 판ㅋㅋㅋㅋ
P1 	: 그래도 옆에 노동요 틀어놓고는 종종한다만ㅋㅋㅋㅋ
P0 	: 앱테크는 자정에 돌아야돼 1시간정도 짬내서
P1 	: 아이돌은 좋아하뉘
P0 	: 음..방탄 노래 좋지 않아?
P0 	: 다들 그렇다던데
P1 	: 어!!
P1 	: 나 지금!!
P1 	: 안그래도!! 방탄 얘기할라고!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 통했다!
P1 	: 우리의 BTSㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 들으라고 할랬는데
P1 	: 크- 통했네 ㅋㅋㅋㅋ
P0 	: 김연경 은퇴해???????
P1 	: 어떻게 나오는 노래 족족 좋니
P1 	: 엥?
P1 	: 갑자기?
P1 	: 올림픽 그만 나오는거 아녀?
P0 	: 아니 그렇게 하기로 예정된거 같은데?
P1 	: 어-
P1 	: 이번에 크게 몇번 진게 영향이 컷나
P1 	: 아직은 전성기처럼 잘 할 수 있을거 같은데
P0 	: 아 우리 메달 놓쳤구나
P1 	: 나도 게임은 안봤어 
P1 	: 근데 내 주위가 세상 조용한거 보면 졌구나 하고 잇었지..ㅎㅎ
P1 	: ㅜㅜ
P0 	: 한 명만 잘 해서는 안 되니까 배구협회가 정신 좀 차리고 선수 양성에 힘 좀 써야될텐데
P1 	: 그러게나 말이다..
P1 	: 김연경 없으면 돌아가긴 하려나- 잘하는 선수들은 있어보이는데 구심점이 될 선수가 있을까? 싶어
P0 	: 체육선수들한테 흔한 인성논란 한번 없이 팀 분열될뻔할 때 마다 모은게 그 선수이기는 했지
P1 	: 아니면 그래서 김연경이 물러나 주는건가- 본인 존재감이 너무 커서 뒤에 후배 양성이 잘 안돼는거 같아서? 
P0 	: 아마 괜찮은 후배가 있으니까 안심하고 가는거 아닐까 그것도 있겠지만 이번 올림픽 준비하면서 은퇴준비했다는거 보니까 결과가 이렇게 될거라는거 알고 예상했던 것 같아
P1 	: 으어- 브라질 만큼 하면 좋겠다
P1 	: ㅋㅋㅋㅋㅋㅋㅋ그 도핑 결과는 아직 안나온건가
P0 	: 1명 빼곤 얘기가 없어
P1 	: 도핑 결과가 48-72시간 사이에 나온다든데
P1 	: 근데 그 엄청 잘하던 흑언니 근육이 너무 급격히 달라졌다고 막 다들 웅성웅성이든뎁! 
P0 	: 카이세타 여전히 결백주장. 우연한 약물주입이고 고의가 아니었대
P0 	: 도핑 자체 보다는 고의성 증명이 중요한것 같아
P1 	: 흠- 근데 그런 경우가 많을거 같기는해ㅇㅇ
P1 	: 고의가 없어도 도핑에 걸릴 약물 주입되면 안될걸? 
P0 	: 오스타린이라는데 잘 모르겠어.
P0 	: 아 근데 러시아 워후 할말이없다 첩보물인데 이건 완전
P0 	: {share:info}
P0 	: 러시아선수들이 개인으로 출전하는지도 몰랐다.
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 그 소변 바꿔치기 하고 한거? 
P0 	: 알고 있었어?? 나는 몰랐거든
P1 	: 그니까 올림픽 그렇게 까지 해야되니..
P1 	: 아니 나도 오늘 어디 기사에서 읽었어 
P0 	: 아 국가의 위상이 걸린문제니까
P1 	: 진짜 느므 부끄러울듯
P1 	: 아예 몇십년 못나오게 해야되는거 아니냐
P0 	: 그것도 잘 은폐하고 뒤늦게 밝혀진거라 그 정도 나온거야
P1 	: 선수들한테 너무한 건가 - 뭔가 국가적인 패널티 가할게 없네
P1 	: 이번에 그러다 걸린겨? 
P0 	: 러시아가? 브라질은 모르겠는데 정부에서 공식입장 밝혔나?
P1 	: 웅웅 러시아
P0 	: 아니 전에 걸린거 때문에 지금까지 국가 출전이 안 되는거야
P1 	: ㅉㅉ
P1 	: 러시아 싱크로나이즈
P1 	: 진짜 잘하든데
P0 	: 응 근데 뭐 원래 올림픽 목적이 국가와 이해관계를 떠나서 화합을 도모하고 평화를 유지하자는 목적에서 시작된거잖아
P0 	: 국가적 망신이긴 하지만 선수들한테 패널티가 크지는 않을 것 같아. 국기계양과 국가만 안 되는거고 기록이랑 그런건 뭐 다 인정해주잖아
P1 	: ㅋㅋㅋㅋ진짜 부끄럽다.. 떼잉
P0 	: 아 여기에서 말 끊었네 BTS 좋아하는구나
P1 	: 선수들이야 좋지- 근데 기존에 국가랑 같이 사기극 찍은 선수들은-_- 
P1 	: 올림픽 정신 매우 위배 재출전 못해야해
P0 	: 러시아니까 인정 애네는 전쟁때도 그랬어
P1 	: ㅋㅋㅋㅋ고롬고롬
P1 	: 어우 신나는 얘기랑 짜증나는 얘기의 공존ㅋㅋㅋ
P0 	: 정부에서 시킨거잖아 평생 선수 자격 박탈될 수도 있는데 까라면 까야지
P1 	: BTS는 사실 난 그냥 그저그랬는데 울엄마가 넘 좋아해서ㅋㅋㅋ
P1 	: 따라보다 입덕
P0 	: 우리도 그래서 그 정권 때 국가대표도 오들오들 떨었다잖아 ㅋㅋㅋㅋ 언제 끌려갈지 몰라서
P1 	: ㅋㅋㅋㅋ엌ㅋㅋ
P1 	: 그건 독서에서 얻는 지식이니? :) 
P0 	: 아 이건 다큐. 아쉽게도 역사물은 어려워서 잘 안 읽게 돼.
P1 	: 오호- 
P1 	: 너 그것이 알고싶다
P1 	: Y 이런 다큐류 좋아하는건가
P0 	: 그알 매주 봤는데 요즘은 안 보는 중 점점 치우치고 있어서
P1 	: 정치성향 이런거가? 
P1 	: 뭐가 치우쳐ㅋㅋ
P0 	: 언론으로서 공정성을 잃어가는것 같아서 좀 아쉬워
P1 	: 흠- 공정한 언론 역할이 사실 가능할까 싶기도 하고 ㅇㅇ
P0 	: 그냥 전에는 편집이 거의 없이 양쪽 시선에 상관없이 객관적 제3자의 입장이었는데 요즘은 한쪽 입장을 옹호하는 듯한 편집도 간간이 보여서
P1 	: 한쪽을 파면 사실 본인들이 맞다- 주장을 위해서 버리는게 당연히 있을거다..? 싶어
P0 	: Y이거는 괴기한 사건들 많이 나오더라
P1 	: 근데 Y는 좀더 
P1 	: 짧고 결말이 없어서 더 무서워
P0 	: 맞아 뭔가 미완 후편이 나올것 같아서 심장 쫄려
P0 	: 그알 까는건 아니고 그 동안 그 프로그램이 얻은 신뢰와 명성에 비해서 조금 아쉽다고 느낄 뿐이야 그래도 그 정도면 잘 만들었지
P1 	: 취재할때도
P1 	: 무서울거 같지 않니 
P1 	: 사실 뭔가 좀 위험한 취재 같은거도 간간히 있는거 같은데
P0 	: 그러게 전에 교양PD가 그랬는데 정신과 상담 주기적으로 받는다고
P1 	: 허어..
P1 	: 그럴만두
P0 	: 연예인 스캔들, 정치게이트 한번 터지면
P1 	: 보는 사람이야 편히 보지만, 만드는 사람들은
P1 	: 엄청 몇달씩 해서 만들자나 그 프로는
P0 	: 그거 최초보도한 언론사로 협박문자, 메일, 소포, 그리고 스토커 등이 붙거든
P1 	: ...아니.. 후
P1 	: 스토커는 그 기자나 이런 사람한테? 
P0 	: 피디한테 붙지
P0 	: 아이템 선정하는게 피디잖아
P1 	: 나는 방송국일은 못할듯.. 
P0 	: 아 작가한테도 붙어 같이 모여서 하니까
P1 	: 작가가 아이템 찾구 
P1 	: 그 중에 피디들이 셀렉 하려나
P0 	: 위험한 일이기는 하지 하지만 그 사람들은 그걸 보람으로 살아가니까
P1 	: 웅웅
P0 	: 그렇게 명성을 얻고나면 오히려 더 안전해져
P1 	: 하나하나 사실 완결성이 높아 확실히 SBS 교양은 일단 대단한거 같아
P1 	: 하지만? 
P1 	: 난 잘 안본다는거ㅋㅋㅋㅋㅋㅋ
P0 	: 그러게 현재까지 잘 유지되고 본래 목적을 지키려고 최선을 다 하는 편이기는 한 것 같아
P0 	: 교양 프로 잘 보는 사람은 많지 않지
P1 	: 그런데 말입니다- 
P1 	: 말투는 잘 알지 평소에 많이 씀ㅋㅋ
P0 	: 이거 유행어잖아 ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋ
P1 	: 교양국에서 유행어가 이렇게 나올일이냐구
P0 	: 너무 많이 써서 그리고 그만큼 국민적 프로그램이니까?
P1 	: 상중 아자씨ㅋㅋㅋㅋ
P1 	: 원래 배우셨나ㅋㅋㅋ원래 직업도 가물가물해ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그러네 배우네
P1 	: 사극? 나올거 같은데ㅋㅋㅋ
P1 	: 용의 눈물 이런..ㅋㅋㅋ
P0 	: 브라운관에서 안 본진가 너무 오래됐어
P1 	: ㅇㅇ 마즘ㅋㅋㅋㅋ
P1 	: 이제는 마스코트지 그알의 
P0 	: 목소리톤이 잘 어울리긴 하겠다
P1 	: 아직 그분이 하시지? 
P0 	: 응 아직 진행 맞아
P1 	: ㅋㅋㅋㅋㅋ약간 전국노래자랑처럼
P1 	: 오래오래 :) 하시길ㅋㅋㅋㅋ
P0 	: 대체할 분이 있긴할까?
P1 	: 그알 안본지 오래되긴 했다-
P1 	: 음- 글쎄 대체가 필요한 상황이 되면 하긴하겠지? 
P0 	: 최근에 나온게 제주 중학생 살인사건이야
P0 	: 누구로 해도 전에 비해 못 하다고 욕먹을 것 같아
P1 	: SG워너비가 그랬다며
P1 	: 이석훈 들어왔을 때
P0 	: 어떻게 됐는데??
P1 	: 그때 멤버 한명이 죽어서
P1 	: 이석훈이 들어왔는데, 그 생전에 나왔던 노래 파트 이석훈이 부르면 원곡 느낌 안난다고 욕을 욕을 엄청 먹었대
P1 	: 아니! 사람이 다른데 당연하지..
P0 	: 이석훈도 잘 하잖아 일부 극성팬 때문에 고생 많았겠네
P1 	: 그때는 지금이랑 또 시대가 다르니-
P1 	: 난 그 부드러운 목소리도 좋은듯ㅇㅇ
P0 	: 노래 들어본적이 없지만 오늘 들어볼게
P1 	: 뭐 SG워너비 예전노래? 
P1 	: 초창기에 명곡 많지.. 근데 난 항상 다 대충알아서 제목을 몰라. .
P1 	: 들으면 알고ㅋㅋㅋ
P0 	: 아니 그냥 들어본 적이 없어 ㅋㅋㅋ 명곡 많다는데 들어봐도 아! 하는 노래가 없어...ㅠㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ아 그래? 
P1 	: 오- 예전에 노래방 가면
P1 	: 다들 이거만 부른거 같은데
P1 	: ㅋㅋ
P0 	: 친구들이랑 노래방 가면 선곡방탄 마지막곡도 방탄이야
P0 	: 봄날에서 봄날로 끝나
P1 	: 억ㅋㅋㅋㅋㅋ
P1 	: 봄날 명곡이지
P1 	: 방탄노래는 뭔가 따라서 춤추고 싶어ㅋㅋㅋㅋ춤못춰서 아쉽
P0 	: 배우면 늘더라 연습하는 만큼 늘어!
P1 	: 춤배워봤어? ㅋㅋㅋ
P0 	: 흥이 올라서 춤추고 싶은 노래이기느 해
P0 	: 아 친구 중에 댄스부랑 보컬동아리 부원이 있어서 어쩌다보니
P0 	: 학원 다녀본적은 없어
P1 	: 오ㅋㅋㅋㅋㅋㅋ
P1 	: 뭔가 공연하기 딱좋은데? ㅋㅋㅋ
P1 	: 난 학원디녀보고 싶어서 작년초쯤 학원 좀 알아보다 코로나로 흐지브지ㅋㅋ
P0 	: 제대로 하네 학원은 한번도 생각해본적이없어 코로나 얼른 끝나야 할텐데
P1 	: 난 친구들이 학원을 좀 다니드라고
P1 	: 실제로 같이 알아보던애 한명은 작년 시작ㅋㅋㅋㅋ
P0 	: 꾸준히 할거면 학원이 좋지 난 의지가 약해서
P0 	: 제대로 하기 어려울것 같아 멋지네
P1 	: ㅋㅋㅋㅋ난 춤 배우고 싶어서
P1 	: 학교때 춤동아리 들어가서 공연도 했지만 확실히 몸이 안받더라
P0 	: 머리는 아는데 몸이 안 따라가면 진짜 힘들지
P1 	: ㅋㅋㅋㅋㅋㅋ그래도 살은 많이빠졐ㅋㅋ
P1 	: 안 따라가는 몸 질질 끌고가면ㅋㅋㅋㅋ
P0 	: 맞아 힘들긴해도 조금씩 느는 보람도 있고
P1 	: ㅋㅋㅋㅋ마자 부러워만 말소 다시 시작해야되는데 말이지ㅋㅋ
P1 	: 운동이든 춤이든 독서든
P1 	: 뭔가 취미있으면좋은듯!!
P0 	: 아 맞아 뭔가 집중할거 있으면 좋지
P0 	: 그런의미에서 취미를 만들어야한느데
P1 	: ㅋㅋ넌 독서 좋아하는거 같은뎁?
P1 	: 뭐좋아햌ㅋㅋㅋ
P0 	: 아,, 달에 10권도 채 안 읽어 ㅋㅋㅋ 취미는 없는거 같은데
P1 	: ㄴㅋㅋㅋ
P1 	: 달에 10원돜ㅋㅋㅋㅋ
P1 	: 난 년에 5권 채 안읽는거 같은데...ㅋㅋㅋㅋㅋ
P1 	: 멋진데?
P1 	: 무슨종류로 주로 읽엌ㅋㅋㅋ
P0 	: 문학이고 때때로 비문학이고 끌릴때는 에세이 읽고. 아 근데 나도 이번년도는 거의 안 읽었어 웹툰이랑 웹소만 보고
P1 	: ㅋㅋㅋㅋㅋㅋ웹툰 웹소가 나의 독서의 전부건만ㅋㅋㅋㅋ
P1 	: 나도 추리소설 히가시노 게이고 이런건 최근까지 읽긴했는데 딴건ㅋㅋㅋ쌓아만놔ㅋㅋ
P0 	: 그러게 요즘은 빨리 읽고 넘길 수 있는거 위주로만 보게 되더라
P0 	: 웹툰 어떤게 재미있었어?
P1 	: 음 다음은 멀푸봄, 씨방것들, 내일도출근
P1 	: 하렘생존기ㅋㅋㅋㅋㅋ
P1 	: 아니 그림보면 알겠는데ㅋㅋㅋ제목으로 생각하려니까 기억이 안나...치매 초기증상 아니겠지..
P0 	: 하렘? 오 그거봐? 내용 어렵던데 그림체 이뻐서 보기 시작했다가 어려워서 안 보는 중이야 어디까지 나왔어?
P1 	: 나도 답답해서ㅋㅋㅋㅋ매주 보진않고ㅋㅋㅋㅋ
P1 	: 한방에 몰아서 봐- 나 마지막에 본게 그 마흐케피루즈? 아 이름도 어렵다.. 그 사람이 억울하게 죽었어
P0 	: 응 봐야겠네 어디서 연재하더라 지금도 카카페야?
P1 	: 다음
P1 	: 카카페? 카카오??
P1 	: 다음웹툰으로 들어가는뎅
P0 	: 이제는 다음인가 보네 이거 처음 론칭이 카카페에서 했거든. 순간 내가 아는거랑 다른건줄 알았다 ㅋㅋㅋㅋ
P0 	: 완결난거지? 주말에 볼걸로 킵!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아닐걸? 
P1 	: 이거 아직 한참 남았어 아직도 그 주인공이 남주 환관으로 알고있나 그래서...
P1 	: 파디샤 그 왕으로 알아채려면 아직 반도 안왔다- 그리고 신분상승도 해야되고..아이고
P0 	: 많이 기다려야겠네 멀푸봄은  드라마로 하고 있는거지? 웹툰이 원작이야?
P1 	: 멀푸봄 웹툰이 먼저지!
P1 	: 그건 진짜 답답학 짠하고 이해되고 슬퍼
P0 	: 안 봤는데 결말 세드야?
P1 	: 움 ing야ㅋㅋㅋㅋ
P1 	: 웹툰 완결되기가 진짜 쉽지 않은긋ㅌㅋㅋㅋ
P0 	:  이건 드라마 먼저 보고 와야하나
P0 	: 요즘 드라마 웹툰 원작이 너무 많아 그래서 골라보는 재미가 쏠쏠해
P1 	: ㅋㅋㅋㅋㅋㅋ어우 난 예저넹 내 아이디는 강남미인?
P1 	: 그거 좀 뭔가 웹툰보다가보니까 아쉬워서
P1 	: 이후로는 웹툰 원작은 잘 안봨ㅋㅋ
P1 	: 신과함께도 좀 아쉬웠곸ㅋㅋㅋ
P0 	: 강남미인은 얼굴맛집이었지. 신인배우들 연기력도 평타여서 나쁘지는 않았지만 연출이 아쉬웠어
P0 	: 종영되면 알고있지만 챙겨볼거야. 드라마로 잠깐 봤는데 심장 쫄깃해서 재밌더라
P1 	: 강남미인? 드라마?
P1 	: 요건 예전에 끝나찌ㅋㅋㅋㅋ
P0 	: 아니 드라마 제목이 알고있지만이야 웹툰에서 박재언 겁나 짜증나는 인물로 나오는데 드라마에서는 나름 사연있는 나쁜 사람으로 나온다?
P1 	: 어허어 처음들어보는 웹툰이네ㅋㅋㅋ
P1 	: 약간 웹툰이 아쉬운건 주로 그 캐릭터가 내가 상상하던거랑 다를때
P1 	: & 내가 상상하던 얼굴 샘김새랑 다를때ㅋㅋ인거같읔ㅋㅋㅋㅋ
P0 	:  웹툰에서는 박재언이라는 남자가 끝까지 이기적이고 비틀려져있어. 근데 드라마는 전개가 좀 더 스윗하더라고. 뒤늦게 자기 감정을 알아차리는 후회 하는 인물로 그려져
P1 	: 드라마는ㅋㅋㅋ배우 이미지 생각해서 그러나
P1 	: 그렇게 내용 좀 바꾸는게 많은거 같앜ㅋㅋㅋ
P1 	: 드라마 내용 전개가 좀 나은거 같았어? 스스로 알아차리고 스윗한 방향으로 전개되는게?
P0 	: 응 아무래도? 멜로니까 웹툰은 결말이 찝찝하고 나비가 다시 돌아갈 것 같은걸 암시해서 조금 기분이 그랬거든. 드라마에서 남주 누구인지 모를 때는 도혁이 응원했는데 보니까 재언이인것 같아서 변할려고 하는 모습이 아주 좋아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이름 열심히 따라갔으나 ㅋㅋㅋㅋ모르는 웹툰이라 실패ㅋㅋㅋㅋ
P1 	: 어우 난 웹툰은 읽고 그냥 흘려서ㅋㅋㅋ
P1 	: 사실 읽었던거 내용 기억 잘 안함ㅋㅋㅋㅋ
P1 	: 못...함...? 이라고 해야되려나
P0 	: 나도.사실 줄거리 설명하라 하면 못 해 ㅋㅋ 인물이름도 잘 기억못하겠더라 지금 네이버시리즈에서 기다무 하더라. 시간 날 때 봐봐 뭔가 현실적이고 그 나이때의 복잡함, 고민 같은게 잘 드러나 있어
P1 	: 기다무? 
P1 	: 기대하고 다짐하고 무서워하다- 뭐지 기다무
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 기다리면 무료 ㅋㅋㅋㅋ 6글자에 그런 심오한 의미가 담겨있었나 맞네 기대하고 미리 선결제해서 감상하고 완결나면 봐야지 다짐하다가 그걸 못 지키고 텅장이 되는 무서움
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ기다리면 무룤ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그거 한주에 한개씩 뜨는거 말하능거지?ㅋㅋㅋㅋ
P1 	: 나는 근데 미리 돈내고 읽으면 뒤에 가서 또 아직 안나온 편 기다려야되니까ㅋㅋㅋㅋㅋㅋ
P1 	: 매번 보거나 완결 기다려서 보거나 둘중하나ㅋㅋㅋㅋ
P0 	: 그게 한번 이용권 쓰면 3일을 볼 수 있거든. 나는 그래서 3일 동안 이용권 써서 모아둔다음에 한꺼번에 보는 편이야. 작품마다 달라 12시간, 24시간, 72시간 무료 이렇게 있거든 이게 이벤트 중이니까 하루마다 무료였을거야
P0 	: 네이버는 그래본적이없는데 리디는 지금 매일 최신회차 결제 중이야
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ왜ㅋㅋㅋ
P1 	: 작품이 너무 맘에 들어서? 
P0 	: 전개가 흥미진진해서
P0 	: 맞아 마음에 드는 작품이기도 하고. 소설이라 완결날 때까지 몇달 기다리기가 어려웠어
P1 	: ㅋㅋㅋ그래도 결제해도 또 그 다음회차 기다리긴 해야되잖아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 응 그 동안 다른 작품 기다무로 보고 있어. 기다리긴 해야되는데 기다무 풀릴 때까지 기다리는것보단 나으니까
P0 	: 아 방금 천둥쳤다 우와 또 쏴아아 비가 오겠네
P0 	: 나 요거왔어 볼펜 마음에 든다. 역시 모나미!
P1 	: 오 여긴 아직 서쪽이라 그런가 매우 청명해ㅋㅋㅋㅋ
P1 	: 매무맑음ㅋㅋㅋ
P0 	: 아까 하늘 막 시끄러웠는데 지금은 또 좋네 너무 변덕스러워서 외출하려는 내 발을 자꾸 막아ㅠㅠ
P1 	: ㅋㅋㅋㅋ아 그래 ㅋㅋㅋ
P1 	: ??
P1 	: 난 어제 외출하는데 울 집 바로 위 하늘은 너무 맑은데, 한 500M 앞으로 가니까
P1 	: 완전 먹구름인거얔ㅋㅋㅋㅋㅋㅋㅋㅋ웃겼어 하늘이 너무 달라서
P0 	: 응 어제 누가 톡방에서 그러더만 어디 비내릴지 간택하는거 같다고 이런거는 우리 지역 뽑지말란말이야ㅠㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ아 그랬나 ㅋㅋ
P1 	: 어제 너무 쌓여서 다 못보고 넘겼거든 :) ㅎㅎ
P0 	: 300개 넘게 순식간에 쌓여서 차근차근 벽타기하면서 거꾸로 읽고 있었어 비유가 너무 적절해
P1 	: 아ㅋㅋㅋㅋ
P1 	: 벽타기야 그게? ㅋㅋ하나씩 다시 읽어간다고? 
P1 	: ㅋㅋㅋ
P0 	: 응 뭔지 몰랐는데 주변에서 그런 의미로 쓰더라고
P0 	: 나 아이스크림 쟁였어 겸사겸사 민트도 ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ민초단이야? ㅋㅋㅋㅋ
P1 	: 아스크림 뭘로 쟁였는데ㅋㅋㅋㅋㅋ
P0 	: 신나게 택배 뜯다가 런워드 놓쳤어
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 쌍쌍바, 민초설레임??, 메론빙수,  빵또아, 하겐 딸기맛!
P0 	: 아 하겐 너무 비싸 파인트 주제에 1만2천원이야!!!!
