# FILE DATA
ID : MDRW2100001373
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210804
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 남성
birthplace : 강원
principal_residence : 강원
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 40대 이상
occupation : 사무 종사자
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 하이~
P1 	: 아놩
P1 	: 어쩌지 ㅋㅋ
P1 	: ㅋㅋㅋ 이노엔 용느 들어왔데 ㅋㅋㅋㅋㅋㅋ
P1 	: 용느 들어오면 나락간다던데 ㅋㅋㅋㅋ
P1 	: 이노엔 70,800원 이탈하면..... 위험하다는디.. ㅋㅋㅋ 이탈했네
P0 	: 용느??
P1 	: 유튜브 채널 하는 애 있어 ㅋㅋㅋ
P0 	: 아
P1 	: 용느 구독자가 너무 많아서
	  뭐 하나 들어가면 개미들이 막 몰리거든 
P1 	: 개미 몰리는건 무조건 나락감.. ㅋㅋㅋ
P1 	: 그래소 용느가 사면 나락간다는 말이 나옴 ㅋㅋ
P1 	: 이러다 시초가 오것네 ㅋㅋ
P0 	: ;;;
P1 	: 이노엔 못판 사람 꽤 많네 ㅋㅋㅋ
P1 	: {share:photo}
P1 	: ㅋㅋㅋㅋㅋ
P1 	: {share:photo}
P1 	: ㅋㅋㅋㅋ
P1 	: 오늘 플래티어 환급들어옴
	  kb랑 하나
P1 	: 이거 받음???
P1 	: 드뎌왔다 커튼!!!!!
P1 	: 택배 두고 갔데~~~
P1 	: 휴식이의 슬기로운 휴가생활 2
P1 	: 오예 오예~
P1 	: 자기 대신증권 보안매체 보안카드 발급신청 안했지?
P1 	: {share:url}
P1 	: 내가 만약 이 돈 주웠음 그냥 꿀꺽한다 ㅋㅋㅋ
P1 	: 난 퇴근해용!!!!!
P0 	: 응. 안했ㅇㆍㅇ
P0 	: 반띵ㅋㅋ
P0 	: 조심히 오시옹
P1 	: ㅋㅋ 반띵해주지
P0 	: 톡
P1 	: 뭐냐
P1 	: 성의는 좀 보이지?
P0 	: 톡 보내라메ㄱ
P1 	: ㅡㅇㅡ
P0 	: {share:url}
P1 	: 잘자유~
P0 	: 굿밤
P1 	: 자기 생일선물로 스마트워치 사주께
P1 	: 원하는거 골라봐~
P0 	: 잘자
P0 	: 쓸데없는 소리말고 잘자 ㅋ
P1 	: 모래
P0 	: 글피
P1 	: ㅋ
P0 	: 언능 주무셔~
P1 	: 내일 얘기함세
P0 	: 굿밤
P0 	: 통신끝
P1 	: 자기 주민번호가 양력생일로 되어 있지?
P0 	: ㅇㅇ
P1 	: 12일날 백신예약이고 난 13일날 예약하면 되것다
P1 	: 잊어버리지 말고 예약하자!
P0 	: ㅇㅇ
P1 	: 대답이 00이야?
P0 	: 0 0
P0 	: {emoji}
P1 	: 잠온당
P1 	: 어제 이거 받음?
P0 	: 잘자요~~
P0 	: 응. 그건받응
P1 	: 이거 받음?
P1 	: {emoji}
P0 	: 이건 못받음ㅠ
P1 	: ㅋㅋㅋㅋ
P1 	: 딱 내맘 ㅋㅋㅋ
P1 	: 피곤쓰~
P0 	: {emoji}
P0 	: 왼쪽 자기 오른쪽 나
P1 	: 반대 아니니?
P0 	: {emoji}
P0 	: 아니ㅋ
P1 	: 맞는데!
P1 	: 크래프톤 대박나자ㅃ!!!!!
P0 	: {emoji}
P0 	: {emoji}
P0 	: 당연ㅋ
P1 	: 미리 추카해 ㅋㅋㅋ
P0 	: 오늘 말복
P1 	: 말복이군...
P1 	: 말복이였어....
P1 	: 이제 가을이 오는군...
P1 	: 가을옷을 준비할때야.....
P0 	: 더워
P1 	: 안더워
P1 	: 안 더워
P0 	: 더워
P1 	: 안더워는 왜 안돼지???
P0 	: 안더우니까ㅋ
P1 	: ㅋㅋㅋㅋ
P1 	: 태풍
P0 	: 더워
P0 	: 더워
P1 	: ㅋㅋ 임티 붙어도 안돼네 ㅋㅋㅋ
P1 	: 여름
P0 	: 그렇네ㅋ
P1 	: ㅋㅋㅋ 여름은 되네 ㅋ
P0 	: 여름
P1 	: 열대야
P1 	: 왜 열대야는 안되는거야!!!
P0 	: ㅋㅋㅋ
P1 	: 자기 아주스틸은 청약 안했쥬?
P0 	: ㅇㅇ
P1 	: 오늘 오후에 상황보고 아주스틸 몰빵할지 결정하자구용~
P0 	: ㅇㅇ
P0 	: 크래프톤 어디지? ㅋ
P1 	: 미래에셋 nh투자 삼성증권
P1 	: 세곳이였는데
P1 	: 자기 어디에 했어?
P0 	: nh였네
P1 	: 나무에서 했구먼
P1 	: 헐..........
P1 	: 크로프톤.... 10프로 떨어져서 시작하것네
P0 	: ㅡㅡ;;
P1 	: 그래도 마이너스 10%에서 매수 많이 거니깐... 더떨어지진 않겠지....?
P0 	: 흠...
P0 	: 어찌해야 하나.. ㅋ
P1 	: 나도 모르겠어 ㅠㅠ 어째야 하는지...ㅠㅠ
P0 	: 치고올라올 가능성은? ㅋ
P1 	: 아무도 몰러~ 며느리도 몰러~
P0 	: ㅋㅋㅋ
P1 	: 기관들이 장외로 낮게 샀다니깐 자기들 손해 안볼라면 지금 가격보단 올리지 않을까??? 잘 모르것다 ㅠㅠ
P0 	: 10% 하한선 적용되는건 언제까지야?
P1 	: 시초가만 적용이야...
P0 	: 글쿤
P1 	: 시초가가 -10%~+100% 시작했다가 더 올라가거나 더 내려가..
P0 	: 이노엔은?
P1 	: 이노엔 오른다
P0 	: 이노엔 어디였지?
P1 	: 삼성증권
P0 	: 크래프톤은 시작하자마자 vi네
P1 	: 하락.... vi
P1 	: zmfovmxhs rmfoeh WlfRmaTlr dhffkrksp
P0 	: 응? ㅋ
P1 	: 크래프톤 찔끔씩 올라가네 ㅋㅋ
P0 	: 힘내라!! 쨔샤~ ㅋ
P1 	: 이노엔 팔꺼야?
P1 	: 한번은 시세줄듯
P1 	: 근데 아직까지 크래프톤은 좀 위험하긴해 ㅋㅋ
P1 	: 오~ 크래트톤 힘내고 있네!!! ㅎㅎㅎ
P0 	: 오른다~ 오른다 ㅋ
P0 	: 이노엔도 오른다 ㅋ
P1 	: ㅇㅇ 오른다 ㅎㅎ
P1 	: ㅇㅇ 크래프톤은 너무 욕심내진 말오~
	  단가도 쎄고해서 
P0 	: 또 vi
P1 	: 매수량 조금 늘었네
P0 	: 냅둬보겠어 ㅋㅋ
P1 	: 욕심은 금물!
P0 	: 배그가 망할 게임이 아니야~~~~~
P1 	: 망할게임은 아닌데..ㅋㅋㅋ 주가 책정이 너무 터무니가 없어 ㅋㅋㅋ
P0 	: 오른다~ 오른다~ ㅋㅋ
P1 	: 대박나랏!!!
P0 	: 유후~~
P1 	: 오~ 크래프톤 빨강하네 ㅎㅎㅎㅎ
P0 	: ㅋㅋㅋ
P1 	: 좀만 더 오르면 평단 오겠네 ㅋㅋㅋ
P1 	: 498에 샀지?
P0 	: 평단이.. 평균단가?
P0 	: 평... 뭐였지..
P1 	: ㅇㅇ
P0 	: 응 498
P1 	: 3만원 더 오름 되네
P0 	: 상한가 칠거임 ㅋ
P1 	: 진짜 크래프톤은 욕심 내지마....;;;;
P0 	: {emoji}
P0 	: ㅋㅋㅋ
P0 	: 그럼 언제 팔어?
P0 	: 이노엔은 언제 팔어?
P1 	: 난 이노엔도 대충 정리하게 ㅋㅋㅋㅋ
P1 	: 이노엔 자기가 알아서해~
P1 	: 이노엔은 그리 나쁜 기업은 아님
P0 	: 자기 정리할때 말해~
P0 	: 크래프톤 또 떨어졌어.. ㅡ,.ㅡ
P1 	: ㅇㅇ 크래프톤은.... 욕심내지 말자....
P0 	: ㅇㅇ 그럼 얼마에 팔어? ㅎ
P1 	: 나도..몰라 ㅠㅠ
P0 	: ㅋㅋㅋ
P1 	: 따나 따상 이런건 바라지 말라고 ㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그럴 기미는 전혀 안보임 ㅋ
P1 	: ㅋㅋㅋㅋ
P1 	: 그래도 매수가 더 많네
P1 	: 매도 없고
P1 	: 이노엔은 70400원에 하나 매도 걸어놔야지 ㅋㅋ
P1 	: 크래프톤 150주 받은 사람도 있다ㅎㅎㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {share:photo}
P1 	: 상장주 이런 차트는 도 첨보네
P0 	: 파란색 좋아했는데... 이제 싫어짐 ㅋ
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 힘내 아직 9시 20분밖에 안됐어!
P0 	: 뭐 ㅋㅋㅋ
P0 	: 자꾸~ 떨어져 ㅋㅋ
P1 	: 그래도 몇십만원 손해 볼순 없지 않노? ㅠㅠ
P0 	: ㅇㅇ
P1 	: 이노엔도 떨어지고 있네 ;;;
P1 	: 이노엔....7만 넘음 그냥 팔아야 것당
P1 	: 오늘 외인 기관 죄다 팔고 있어.. 증시 안 좋음..
P0 	: ㅇㅇ
P0 	: 이노엔 7만에 걸어둠
P1 	: 나도 7에 하나 걸어둠
P0 	: 난 2주 다 걸어놈 ㅋ
P1 	: 응응 ㅎㅎ
P1 	: 근데 올라갈라나..
P1 	: 오늘 증시 넘 안 좋아서리
P0 	: ㅠㅠ
P1 	: ㅠㅠ
P1 	: 이노엔도 빠진다 ㅠㅠ
P1 	: 난 이노엔 그냥 버리게 ㅠㅠ
P1 	: 난 67에 그냥 버림
P1 	: 계속 신경쓰지 싫어서 ㅠㅠ
P0 	: 나도 67에 걸어둠 ㅎ
P1 	: 올라간다 ㅋㅋㅋ
P0 	: 근데 안팔림 ㅋ
P1 	: 67넘었는데 안팔림?
P0 	: ㅇㅇ
P1 	: 잘못걸어둔거 같은데?
P1 	: 걸어둔거 함 봐봐
P0 	: {share:photo}
P1 	: 기존에 걸어둔거 취소하고 다시 걸어둔거 맞지?
P0 	: ㅇㅇ
P1 	: 잉? 그럴수가 없는데?
P1 	: 지금 68200인데?
P1 	: 저게 안팔릴수가 없는데?
P0 	: 체결됐네
P1 	: 그니깐 ㅋㅋ
P0 	: 새로고침이 안되네 ㅋ
P1 	: 우리 엄청 싸게 넘겼네 ㅋㅋㅋ
P1 	: 그래도 수익이면 된거임 ㅋㅋ
P0 	: ㅋㅋ
P1 	: 이제 보지마 ㅋㅋ 덮어 덮어 ㅋㅋ
P1 	: 그래도 프래프톤 42만원은 안깨네
P0 	: ㅠㅠ
P0 	: 주식은 내가 팔면 오른다는 말이 사실이구나 ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋ 원래 그런거야~
P0 	: ㅋㅋㅋㅋ
P1 	: 수익이면 됐다 생각해야해~ 안그럼 스트레스 받아~
P1 	: 우리 아주스틸 대박내자 ㅎㅎ
P0 	: ㅋㅋㅋ 그릅시다
P1 	: 오늘 카카오뱅크 수익난거 찾을수 있음
P1 	: kb증권임
P0 	: ㅇㅇ
P1 	: 크래프톤때문에 너무 상심하지마~
P0 	: 팔어??
P1 	: 오늘 증시도 많이 흔들렸고..
P1 	: 파는건 나도 뭐라 못하겠어 ㅠㅠ
P0 	: ㅋㅋㅋ
P1 	: 주식이 한치앞도 모르는거라
P1 	: 근데 너무 손실이 크지 않아?
P0 	: 현재 -292,000
P1 	: 자기가 감당할수 있는선에서 해
P0 	: ㅇㅇ
P0 	: {share:photo}
P0 	: ㅋㅋ 친구꺼 ㅋㅋㅋㅋㅋ
P1 	: 카뱅....;;;;;;
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 동생한테 욕 직쌀나게 먹었대 ㅋㅋ
P1 	: 상장주는 단타할때 분봉 못보면... 물리는건데...
P1 	: 헐.. 엘지전자.. 완전 꼭데기서 들어갔네...
P1 	: 이친구... 정말 주식에 ㅈ도 모르는거 아님? ㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ 그럴껄? ㅋ
P1 	: 뭔 깡이래? ㅋㅋㅋ
P0 	: ㅋㅋㅋㅋ
P1 	: 작년에 했음.. 이래도 수익 낼수 있긴했지 ㅋㅋㅋ
P0 	: {share:photo}
P1 	: ㅇㅇ 울며 겨자 먹기로 장투임...
P0 	: 근데 장투가 뭐임? ㅋ
P1 	: &name7&씨 주식하면 안되것네 ㅋㅋ
P1 	: 장기투자 ㅋㅋㅋ
P0 	: ㅋㅋㅋ
P0 	: 장외투자라고 예상했는데 ㅋ
P1 	: 상장주 저리 물리면 하루이틀로는 안됨.. &name7&씨 넘 고점에 사서
P1 	: 장외는 장시간외야 .. ㅋㅋㅋ
P1 	: 장외투자란 말도 없고 ㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 장시간 9시~3시30분
	  그외에 거래는 장외라고 해 ㅋㅋ
P0 	: {share:photo}
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 주식은.. 돈 버는거보다 마이너스 안 나는게 중요하데 ㅋㅋㅋ
P1 	: 위험하면 돈 벌거 같아도 안하는게 최고임
P1 	: 한번 물리면 진짜 엄청 고생함
P0 	: 크래프톤.. 췟 ㅋ
P1 	: 시총이 넘 높아 ㅠㅠ
P1 	: 단가는 상관없었는데 발행주식수까지 많아서 시총이 너무 높아져서 문제였어 ㅠㅠ
P0 	: 이쉐리들.. 적당히 하지..
P1 	: 그니깐 말이야!
P1 	: 모간 형님 들어오셨다.. ㅋㅋㅋ
P1 	: jp모간이라고 외국에 큰 은행이 있는데 여기서 들어오면 단타가 많데 ㅎㅎㅎ
P0 	: {emoji}
P0 	: ???
P0 	: 아
P0 	: 어디에 오셨대? ㅋㅋㅋ
P1 	: 외인이랑 기관이 팔아치우네
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 크래프톤 안 오른다고 너무 속상해 하지마~ 다른거해서 돈 벌면돼~~~
	  이번주에도 계속 안오름 내가 주말에 위로주 산다!
P0 	: 읭? 이번주까지 계속 갖고있으라고???
P1 	: 좋은 경험했다하고 유하게 넘겨야 스트레스 안 받아
P1 	: 나야 모르지 ㅋㅋㅋ
P0 	: 음.. 그닥 스트레스까진.. ㅋㅋ
P1 	: 응응 스트레스 안 받음 됐옹!!!
	  스트레스 안받는게 중요해!!!! 
	  다른거로 돈 많이 벌자~
P0 	: 아주스틸!!
P1 	: ㅋㅋㅋㅋㅋㅋ 응 아주스틸 ㅋㅋ
P1 	: 난 아주스틸은 장기로도 볼까 생각중
P0 	: ㅋㅋㅋ 좋았으
P1 	: 국도 달리던 동호회 오토바이 3대, SUV에 연쇄 추돌{emoji:…}2명 사망 - {share:url}
P1 	: {share:video}
P0 	: 응. 기사봤어
P1 	: 무섭다
P0 	: 베댓보니까 다 오토바이 욕해
P1 	: 어쩌다 사고난건데???
P1 	: 정황은 안 나와 이쓴데?
P1 	: 아..
P1 	: 가만히 있는 suv를 그냥 들이 받은거????
P1 	: 헐.. 오늘 시장 폭락장이래....... 이러니 크레프톤이 더 심하게 떨어졌지....
P1 	: 오늘 환율도 오르고 있어서... 환율이 오르면 외인들이 수익내고 나가거든...
P0 	: 국도 달리던 동호회 오토바이 3대, SUV에 연쇄 추돌{emoji:…}2명 사망 : 네이트뉴스 - {share:url}
P1 	: ㅇㅇ 읽어봤어
P0 	: 저러니 욕먹지...
P1 	: 그러니깐... 진짜 날라가는거 보니.. 무섭더라
P0 	: 죽은사람을 욕하는게 쉽지않은데..
P1 	: 그러니깐
P1 	: {share:photo}
P1 	: ㅋㅋㅋ 후기에 댓글이 달렸네 ㅋㅋㅋ
P0 	: 후기에서 빡침이 느껴지는데 답변 해줘야지ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ 햇빛이 넘 들어와서 힘들긴 했어
P1 	: 새벽에 자꾸 깨고 ㅋㅋㅋ
P1 	: 그래도 좋은 말도 해주었는뎅
P0 	: 그정도였어???
P1 	: ㅇㅇ
P1 	: 힘들었음 ㅋㅋㅋㅋ
P0 	: ㅠㅠ
P1 	: 밥 먹고 올께요~~~
P1 	: 자기 도어락 그 뭐시기냐 그거 샀어?
P0 	: 도어락???
P1 	: 현관 비밀번호 등록하는거
P1 	: 그거 이름이 모야?
P0 	: 아~ 아직 안샀어
P0 	: 따로 이름은 몰겄네
P1 	: 그거 이름 뭐라 검색하면됨?
P0 	: 왜?
P1 	: 후기 함 찾아보게
P0 	: 이름을 모르겄어ㅋ
P0 	: {share:url}
P1 	: 자긴 어케알게된거임?
P1 	: ㅋㅋ
P1 	: {share:photo}
P1 	: ㅋㅋㅋ
P1 	: {share:photo}
P0 	: 나도 한번 검색해봐야겠다
P1 	: ㅇㅇ 검색 고고
P0 	: ㅇㅋ
P1 	: 근디 당근에 올라온건 왠지 없어보임
P0 	: 종이에서 떼어보면 다르겄지
P1 	: {share:photo}
P1 	: 그냥 이건디
P0 	: 그렇네ㅋ
P1 	: 차라리 다른거 사는게 나을거같아~~~
P0 	: 응. 당근껀 패스
P0 	: 이제 어떤게 있는지 알았으니ㅋ
P1 	: 응 마즈
P1 	: 그냥 인터넷으로 함 사볼까?
P1 	: 당근 검색할거야?
P0 	: 나 당근에서 찜하는건 그걸 살려는것도 있지만 그런 상품이 있다는거 체크해두는것도 있어
P1 	: 체크해서 모하게?
P0 	: 지금처럼ㅋ
P1 	: {share:photo}
P1 	: 알리꺼 도착함!!! ㅋㅋㅋㅋ
P0 	: 올~~~ ㅋ
P1 	: 근데 이사가 뜯어봤어 ㅋㅋㅋㅋ
P0 	: 읭????
P1 	: 내 이름이 영문으로 되어 있으니 회사로 온건줄 알았나봐 ㅋㅋㅋㅋ
P0 	: 왜?????
P0 	: ㅡㅡ
P0 	: 영어모른대???
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 근데 그럴만했어 ㅋㅋ
	  내 이름은 영어인데.... 주소도 영어인데... 회사이름만 한글이야 ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋ
P0 	: 그럼뭐ㅋ
P1 	: 나도 보니 눈에 확띄더라 ㅋㅋ
P1 	: 무서워 ㅡㅡ
P1 	: 스마트워치 골라봐~~~
P0 	: 됐으~~~
P1 	: 뭘 자꾸 되었데
P0 	: 진짜루 ㅎㅎ
P1 	: 사주면 자기 진짜 잘쓸듯~
P0 	: 그닥... ㅋㅋ 나 기존에 있던 기어도 무나했잖아 ㅋ
P1 	: {share:photo}
P1 	: 무나했잖아?
P0 	: 무료나눔
P1 	: 우리 이거 있나 카드라고 되어 있는거
P1 	: 전문용어군 ㅋㅋ
P0 	: ㅋㅋㅋㅋ
P1 	: 대문엔 없고 현관엔 있나?
P0 	: 응
P1 	: 글쿠먼
P1 	: 난 도어락 스티커 살래~
P0 	: 응. 한번 찾아보고 링크 보내줘봐~ ^^
P1 	: 우이 도어락 어디 제품이야?
P1 	: 우리
P0 	: 그것도 상관있엉?
P1 	: 음.... 물어보게
P1 	: 몰라... 
P1 	: 음........
P1 	: 삼성스티커가 싼데.. 호환여부는 문의해달래
P0 	: 로그홈 LH-850
P1 	: 땡쓰~
P0 	: {share:photo}
P1 	: ㅋㅋㅋ 풍국면 왔네 ㅋ
P0 	: 들기름막국수 왔당
P1 	: 냉장제품이야?
P0 	: 아니~
P0 	: 실온
P0 	: 그냥 박스에 왔엉
P1 	: 글쿠먼
P1 	: 이거 단종인가? 검색이 안되네 ㅋㅋㅋ
P0 	: 판매는 안되나보네
P1 	: ㅋㅋㅋ
P0 	: 좋은거 썼겠어~~
P1 	: 글킨하지 ㅋ
P1 	: 그래도 없는 회사는 아닌가보다 ㅋ
P0 	: {share:url}
P0 	: 오프라인전용모델이네~ 열쇠점전용
P1 	: 에버넷이 로그홈이야????
P0 	: ㅇㅇ
P1 	: 글쿠먼 ㅎ
P0 	: 들어가면 가운데제품
P1 	: 잘찾네 ㅋㅋㅋ
P0 	: 그냥 로그홈 검색해서 내리니깐 나오던데 ㅋ
P1 	: 그렇군 ㅋㅋ
P0 	: {share:photo}
P0 	: ㅋㅋ
P1 	: 글쿤 ㅋㅋㅋㅋ
P1 	: 근데 자기가 스티커 함 봐볼래?
P0 	: 아니 ㅋ
P0 	: 검수만 하겠어 ㅋ
P0 	: 쇼핑은 자기가 더 잘함
P1 	: nfc 꺼놔야 잘 사용이 된다고 하는데(어떤 블로그에서 안찍혀서 보니) 이해가 잘 안가서..
P1 	: 상품 사용하는게 잘 이해가 안가...
P0 	: 갖고있는 카드키를 핸폰에 붙였다고 생각하면 돼
P1 	: 나도 아는데...
P1 	: 방식이 이해가 안간다는 건데..
P0 	: 지하철탈때 교통카드 쓸라고 NFC 켜두잖아?
P1 	: 카드키랑 nfc랑 뭔상관이여?
P1 	: 그리고 카드키가 nfc가 되는거여?
P0 	: 그럼 그거때문에 영향을 미쳐서 잘안될수도 있단 얘기지
P0 	: nfc가 근거리에서 무선데이트를 주고받는 기술이니깐
P0 	: 교통카드 2개를 갖다대면 하나만 대라고 하는거라고 생각하면 되지 ㅋ
P1 	: 그럼... 난 nfc 맨날 쓰는데.. 불편하려나?
P0 	: 아니~~~
P0 	: 일단 내가 좀 알아보고 집에오믄 얘기해줄게
P1 	: 응응
P0 	: 헐~
P0 	: 냥이사진 확대해봐 ㅋ
P1 	: 아..징그러 ㅡㅡ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 왜 확대해보란거야!!!! 너무 징그러!!!!!
P1 	: 저런건 자기만 보라고!!!!!!
P0 	: ㅡㅡ;;
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 핸드폰 카드 케이스에는 카드 2개 넣는건 없나? ㅋㅋㅋ
P0 	: 있어 ㅋ
P1 	: 어디요?
P0 	: 이런거 없나~ 싶은건 다 있어 ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 내 휴대폰 케이스 다 떨어져서 이번엔 그냥 카드케이스 써볼까 생각중
P1 	: 지갑형 말고
P0 	: {share:photo}
P1 	: 어차피 카드 다 들고 다닐 필요가 없으니
P1 	: 오~
P1 	: 근데 사이트를 주셔야지요
P0 	: {share:url}
P0 	: {share:url}
P0 	: {share:url}+%EC%B9%B4%EB%93%9C2%EC%9E%A5&bt=0&frm=NVSCPRO
P1 	: {share:url}
P1 	: ㅋㅋㅋ 이사람들 음식을 엄청 맛없게 먹어... ㅋㅋㅋ
P0 	: 뭔데? 뭔데?
P1 	: 이래서 팔리것나.. ㅋㅋ
P0 	: 에이~ 스팸이잖아
P0 	: 왜??
P1 	: 라이브방송..인데.. 사람들이 맛 너무 없게 먹느다고 ㅋㅋㅋㅋ
P0 	: 날 보내줘라 ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 일단 양치하고 올께 ㅋㅋ
P0 	: 얍얍
P0 	: 2분만에 한입먹네.. ;;
P0 	: 얘넨 글렀다 ㅋ
P1 	: ㅋㅋㅋㅋ 그리고 표정이.. ㅋㅋㅋㅋ
P1 	: 씹는것도 느릿느릿... 아 먹기 싫어 하는거 같음 ㅋㅋㅋ
P0 	: 경쟁사에서 보낸 스파이구만 ㅋ
P1 	: ㅋㅋㅋㅋㅋ 그런듯
P1 	: 근데 아이돌 같지??
P0 	: 몰라~ ㅋ
P0 	: 요샌 아이돌은 전혀 모르니 ㅋㅋ
P1 	: 미투야 ㅋㅋㅋㅋ
P0 	: ㅋㅋㅋ
P1 	: {share:url}
P1 	: 이런건 그립 못쓰지
P0 	: 내가 쓰고있는 그런 그립?
P1 	: 응
P0 	: 근데 저 링크에 상품이 여러개인디? ㅋ
P1 	: 다 똑같은거 같은데?
P1 	: 디자인만 다르고
P0 	: 뒷판이 평평하면 쓸 수 있지
P1 	: ㅇㅇ 어떤사람 그립 달았네 ㅋㅋ
P0 	: 아예 스마트톡케이스도 있네
P1 	: {share:photo}
P1 	: 이거 대박이닷
P1 	: 이게 뭔데?
P0 	: 어휴~ 불편해서 어케 써
P1 	: 난.. 열쇠 가꼬 다녀야해서 ㅠㅠ
P0 	: 자기가 보내준 링크에 있는거.. ㅋㅋ 내려보면 상품들 쭉 있어
P1 	: 회사 열쇠를 왜 잠그고 댕기는지 이해 아직도 못하겠어 ㅋㅋ
P0 	: ㅋㅋ 자기가 모르는 금고가 있나보지 ㅋㅋ
P1 	: 이사 자기 자꾸 집에서 열쇠 놔두고 출근했다고 나보러 일찍 오라해서 문위에 열쇠하나 올려 놓으라고 뭐라했음..
P1 	: 지금은 열쇠 하나 올라가 있는데.. 내키가 안 닿음... ㅋㅋㅋ
P0 	: 발받침을 하나 갖다둬 ㅋ
P1 	: 어디다 둬.. 복도에? ㅋㅋ
P0 	: 문옆에 ㅋ
P1 	: 거기가 복도지 ㅋ
P0 	: 그럼 거기 ㅋ
P1 	: 뭐라는지 ㅋㅋ
P0 	: 발판 하나 냅두면 자기도 열쇠 안갖고 댕겨도 되잖아 ㅋ
P1 	: 그렇긴 하지 ㅋㅋㅋ
P1 	: 근데 놔두기 애매해 ㅎㅎ
P0 	: 글구 출퇴근 할때 한번씩 쓰는건데 핸폰에 달고 다닐 필요가 있낭?
P0 	: 혹시 두고 댕기지 몰라서?
P1 	: 뭔소리여?
P0 	: 키를 핸폰에 안달아두면 출근할때 집에 두고댕길까봐 핸폰에 달고 댕기냐고~
P1 	: 예전에 한번.. 점심 먹으로 가면서 잠가버렸거덩(안에서 똑딱 누르면 잠기는 문이라서) 버릇처럼 잠궜다가 회사 못들어갈뻔..
P1 	: 그래서 그담부터 들고 댕겨
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 핸드폰 케이스 커플로 할깡?
P0 	: 출입문을 누가 그런걸로 달아두나... ;;;;
P0 	: 그 건물 이상해 ㅋㅋ
P1 	: 이 건물 하도 낡고 오래되어서 안 이상한게 하나도 없엉
P0 	: 근데 삼성동이라는게 젤 이상해 ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋ
P1 	: 이거에 답은?
P0 	: 어떤거?
P1 	: {share:url}
P1 	: 이거 두개짜리 수납가능한거
P0 	: 그니깐 어떤거?????
P1 	: 디자인은 자기랑 상의 후에?
P1 	: 이쁜거 많음
P0 	: 근데 그립달거면 그림 다 가릴텐데... 의미가 있나? ㅋㅋ
P1 	: 헉.....
P1 	: 그 생각은 못했다....
P0 	: 케이스... 이쁜거 아무 소용없다~ 튼튼한게 짱이다 ㅋ
P1 	: {share:photo}
P1 	: 이런거 넘 유치한가? ㅋ
P1 	: 안 튼튼해 보여?
P1 	: 구름달도 이쁘당
P0 	: {share:photo}
P0 	: 이쁘지???? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: -0-
P1 	: {share:photo}
P1 	: 이건 어때?
P0 	: 의미 없대두... ㅋ
P1 	: 어차피 난 카드 2장 들어가는거때문에 살라고 하는건데......
P0 	: {share:photo}
P0 	: 이거 얘기하는거지?
P1 	: 응
P1 	: 별루인건가 저런거?
P1 	: 옆에 버튼 눌러서 여는거래
P0 	: 이거... 그립 달 순 있는데... 들고 다니다보면 툭 열릴수도 있다
P0 	: 그립달거면 카드 옆으로 넣는거해야 튼튼해
P1 	: 흠....
P0 	: {share:url}
P0 	: 아니면 이런거...
P1 	: 이건 너무 비싸 ㅋㅋ
P0 	: 근데 이거 괜찮은듯... 내가 사줄게
P1 	: 흠.. 못생겼는데....
P1 	: {share:url}
P1 	: 이건 아예 그립톡이랑 세트야!!!
P0 	: 나 저 그립톡 저번에 써봤잖아~
P0 	: 은근 불편
P1 	: 그래?
