# FILE DATA
ID : MDRW2100001611
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20201025
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 제출하는즁
P1 	: {share:photo}
P1 	: 이렇게 보내주고올겡
P1 	: ㅎ.ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: &name7&오빠 취했어 오늘...?
P0 	: ㅎ
P1 	: {share:photo}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아니아닝
P1 	: 오늘 다른애들도 한병정도만
P1 	: 마시구 집가고이쒀
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 저렇게 보내니깐 뭐랰ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {share:photo}
P1 	: 이렇게 보냈옹
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 내 칼라 이러고 있넼ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이정도면 퍼스널 진단받으러 만나는 수준ㅠㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그냥 아무거나 말해줘도
P1 	: 그렇구나하고 믿을애얌..ㅎ.ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 쟈기쟈기
P1 	: 근데 이게 중요한게 아니얌
P1 	: 나 쟈기가 너무 보고싶오
P1 	: 끄앙
P1 	: 이마트에서 같이 앉아있던때로
P1 	: 돌아가고싶당
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ자기자기
P0 	: 내일 같이 와인 마시자낭{emoji:❤}️
P0 	: 좀만 버텽!
P0 	: 이따 씻고 나오면 전화하장~
P0 	: {emoji}
P1 	: 알게쒕 ㅠㅠㅠㅠㅠㅠㅠ
P1 	: 얼른 후다닥 씻구
P1 	: 우리 예쁜 &name1& 목소리 듣고싶당
P1 	: {emoji}
P1 	: {share:photo}
P1 	: 버스내려서 집가는버스
P1 	: 기다리구 있엉!!
P1 	: 메타폴리스 도착이얌 ㅎ.ㅎ
P0 	: 왕.....
P0 	: 홍대 진짜 멀오
P0 	: 대박..
P0 	: 또 버스 타야대..?
P0 	: 난 색 만드는건 이제 그만하구
P0 	: 피피티 좀 할려공
P1 	: 그래서 애들 다
P1 	: 앞으로 홍대 안간다 하는즁이얌..
P1 	: {emoji}
P1 	: 우리 애기 할일 완전 많당
P1 	: 힝
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ내일 컴퓨터 시간에 조금씩 더 하면
P0 	: 아마 일욜에 제출 가능하겠당
P1 	: 열심히 하는구만~
P1 	: 멋있군!
P1 	: 난 이제 집가는 버스타용
P1 	: 버스내려서 걸어갑니당!
P1 	: {emoji}
P1 	: 빨리 &name1&랑 전화하구싶오!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ씻구 나오세용~
P0 	: 과제하면서 기다리구 있을겡
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알겠옹~
P1 	: 이제 집도착해서
P1 	: 샤워하구 올겡!!{emoji:😘}
P1 	: 나 머리도 다말리구
P1 	: 침대에 누웠엉!!
P1 	: 이젠 내가 여보 기다리구 있을겡 ㅎ.ㅎ
P0 	: 잠만용
P0 	: 나 하던거만 마저하규
P0 	: 전화할겡
P0 	: !!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알겠오~~
P1 	: 천천히 마무리하구왕!!
P1 	: {emoji}
P1 	: 진짜 다른애들이랑 노는거 다 필요없엉
P1 	: &name1&랑 전화만 하는것도 제일 조앙
P1 	: {emoji}
P0 	: 진짜 별루 안 한거 같은데
P0 	: 30분이나 했넹..
P0 	: 잘쟈 여보{emoji:🥰}
P1 	: 시간 완전 금방이당!!!
P1 	: {share:file}
P1 	: 우리 여보도 잘쟈구 일어낭~{emoji:😍}
P0 	: ㅠㅠㅠㅠㅠㅠㅠㅠ 아졸려
P0 	: 일어났어용
P0 	: 씻으러가야게따
P0 	: 자기....
P1 	: 웅??
P1 	: 왜 불렀었오??
P1 	: 나 이제 일어났당
P0 	: ㅌㅋㅋㅋㅋㅋㅋㅋ
P0 	: 롱패딩 입으니깡 최고양
P0 	: 지금 출발이야 난ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아까 너무 추웠어서
P1 	: 그랬던거얌??
P0 	: 와 나
P0 	: 지갑 안들고와서
P0 	: 다시 빽 하는즁
P0 	: 민증... 내 민증..
P1 	: 오옹..
P1 	: 천천히 조심해서 가용
P0 	: 나
P0 	: 지갑 잃어버렸어..
P0 	: 안 보여ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 엥??
P1 	: 쟈기
P1 	: 그 지갑
P0 	: 나 어제 지갑 들고 가긴 했나??
P1 	: &affiliation&
P1 	: 옷 넣는 가방에
P1 	: 쇼핑백에
P1 	: 같이 담아서
P1 	: 일요일에 줬었잖앙
P1 	: 그러고 어디에 뒀엉
P0 	: 오빠 천재야????
P0 	: 거기 있었오
P0 	: 찾아따
P0 	: 정신이 없구만,,,
P0 	: 다시 간당ㅠㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 왜 또 불안불안하지..
P1 	: 정신없이 가지말구
P1 	: 조심히 가용..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ알겠엉!!!
P0 	: 버스도 곧 와서 늦진 않겠딩..?
P1 	: 늦진 않겠징~~
P1 	: 아직 8시도 안됐는뎅!
P1 	: 버스 탔나융
P0 	: 웅!! 방금 탔당
P0 	: 와 롱패딩 진짜
P0 	: 버스 타니깐 바로 더운게 올라오는거 같아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 확실히 따뜻하긴
P1 	: 엄청 따뜻행?!
P1 	: {emoji}
P0 	: 웅 미쳐쒀
P0 	: 감기걸리진 않겠다
P0 	: 사실 스타킹 없어서 가는길에 사서 학교 화장실에서 입을려고 했는데
P0 	: 그런 생각이 싹 사라져..
P0 	: 그냥 다리까지 롱패딩이 다 책임져줭..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이따가 밤에도 괜찮을까 과연..
P1 	: {emoji}
P0 	: {emoji}
P0 	: {emoji:🙄}
P0 	: {emoji}
P0 	: 편의점은 어디에나 있으니...... 추우면 살겡........
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 변화 머얌
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알게쒀 쟈깅~
P1 	: 난 11시반쯤에 나갈준비 해야겠당
P0 	: ㅈㅎ아조앙
P0 	: 와 입김 나왕
P0 	: 대박
P1 	: 진쨔 한겨울이징 완전!!
P1 	: 우왕..
P1 	: 1도얌 쟈깅..
P1 	: 눈오겠당 정말
P0 	: 그니깐!!!
P0 	: 12월이면 진쨔 눈 오겠당
P0 	: 5005 타구 가는즁~
P0 	: {emoji}
P1 	: 잘가구 있네용 우리 애깅~
P1 	: 안늦게 잘도착하겠당!!
P1 	: {emoji}
P1 	: 빨리 보고싶넹 ㅎ.ㅎ
P0 	: 시간 빨리 지나갔으면 좋겠ㅇㅎㅇ
P0 	: 아 나른하당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 버스에서 졸았오 우리 애깅?!
P1 	: {emoji}
P0 	: 웅ㅎㅎ
P0 	: 근데 밖에 나가면
P0 	: 잠 확 깰것같애..
P1 	: 마쟝
P1 	: 온도차이 완전 심해서
P1 	: 더 춥게 느껴지겠당
P1 	: 힝
P0 	: 마장.....
P0 	: 힝
P0 	: 빨리 강의실 들어가야징
P0 	: 강의실 도착이다!
P1 	: 학교 가느라 고생해쒀 쟈기얌~~
P1 	: 잘도착했네용!!!
P1 	: {emoji}
P0 	: 아침부터 다사다난 했습니댱...
P0 	: 이제 캐시미션 해야징
P0 	: 오늘 돈 들어오는 날이다
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오예오예~~
P1 	: 화요일이얌!!
P1 	: 나두 틈틈히 더 해둬야징
P1 	: 룰루
P1 	: 새로운 미션 하나
P1 	: 더 나왔던뎅
P1 	: 음식점 영상찍기인감..?!
P0 	: 오 뭐야??
P0 	: 음식점 영상?
P0 	: &affiliation&가서 영상 찍으면 되는건강...?
P1 	: 인당 5번밖에 제출안되구
P1 	: 근데 무슨 어플 가입하고
P1 	: 좀 까다롭긴하당..
P1 	: 우리 애기도 이제 수업 시작했나보군
P0 	: 마쟝
P0 	: 오늘은 립스틱 만든대
P0 	: 모든 화장품을 다 만들게 생겼어..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그것도 내꺼인가 혹쉬 ㅎ.ㅎ
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오빠 립스틱 바르고 싶어......?
P1 	: {emoji}
P1 	: 우웅..??
P1 	: 아니아닝 쟈기
P1 	: 장난이얌..
P1 	: {emoji}
P0 	: 내일 색 있는 립밤 만들어쥴겡ㅎㅎ
P1 	: 헷
P1 	: 오옹
P0 	: 저 립스틱은 넘 진해..ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그거 바르구
P1 	: &name1& 유혹하랴구
P1 	: 했징 ㅎ.ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 내가 유혹할래
P1 	: {emoji}
P0 	: 빨게 벗고 춤추기 가능?ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 또 오랜만에
P1 	: 나보고 다벗고
P1 	: 춤춰달라하는거얌..??
P0 	: 근데 한번두 안 해줬엉ㅠㅠ
P0 	: 아니 오빠 나
P0 	: 빨리 브리핑 하고 싶어
P0 	: 풍선도 다 찾아놨오
P0 	: 이건 전적으로 나한테 믿고 맡겨 다 해쪄
P1 	: 꺅
P1 	: 꺄아아악
P1 	: {emoji}
P1 	: {emoji}
P1 	: 꾸벅
P1 	: 조아조앙 여보{emoji:❤}
P0 	: {emoji}
P0 	: 오예~~~
P0 	: {emoji}
P1 	: 아주 기대중이얌
P1 	: 얼른 만나서 브리핑 듣고싶군 ㅎ.ㅎ
P1 	: 7시 오픈이여서 카페가기루 했자낭
P1 	: 거기서 알려주면 되겠당!
P0 	: ㅋㅋㅋㅋㅋㅋㅋ구랭!!!!
P0 	: 조아조아아ㅏㅇ
P0 	: 아 시간 빨리 지나가라
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 진쨔 얼른 지나가라아아앙
P1 	: 빨리 &name1&가 보고싶단말이에여
P1 	: 난 이제 밥 먹어야게쒀!
P0 	: {share:photo}
P0 	: 우왕...
P0 	: 구경하는데 이것두 있어.....
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 &name1&의 50가지 그림자
P1 	: 찍는거얌?!!
P1 	: {emoji}
P1 	: {emoji}
P0 	: 보여줭??
P0 	: ㅎㅎㅎㅎㅎ
P0 	: 우리 근데
P0 	: 언제 봥...
P0 	: 이번주 금욜에 볼까??ㅎㅎ
P1 	: 앗
P1 	: 구랭!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 드디어 보는건감~
P1 	: 저번엔 나 그런거 보면 안된다구
P1 	: 안보여준다했자낭 ㅎ.ㅎ
P0 	: 이제 좀
P0 	: 괜찮을것 같아^^
P0 	: 같이 보쟝^^
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 조아조앙^^
P1 	: 이번주 금욜에 꼭 보는거얌^^
P1 	: 도대체 어떤 장면들이 나오는건지
P1 	: 봐야게쒀
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 드디어 보는건강
P0 	: 아 뭔가 시간 부족해서 립스틱 못 만들것 같지 왱..
P1 	: 우웅?!
P1 	: 오늘은 좀 오래걸령?!!
P1 	: 난 수업 지금 하나 끝내구왔오
P0 	: 웅..
P0 	: 이게 막 그렇게
P0 	: 오래걸리는거 같진 않은데
P0 	: 애들이 하나 붙잡고 계속 하네
P0 	: 하는거 넉넉하지 않아서 두명씩 하는데
P0 	: 진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 왜이리 느려..
P0 	: 아직 앞에 세팀 더 하고 나 하는데
P0 	: 밥 못 먹고 오후 수업 할듯ㅎ
P0 	: 아
P1 	: 헐..
P1 	: 이따가 애기 수업 다끝나면
P1 	: 밥부터 챙겨먹여야겠당..
P1 	: 힝
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: 아냐 괜차낭....
P0 	: 밥 먹을 시간에 과제하고 좋지..
P0 	: ㅎㅎ
P0 	: 배도 안 고팡
P0 	: 오예 다이어트..~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 안돼애애애애애앵!!!!!!!!
P1 	: {emoji}
P1 	: {emoji}
P1 	: 하루종일 아무것도 안먹다가
P1 	: 와인을 마실순 없다궁!!
P0 	: 아냥
P0 	: 거기서 먹으면 되징
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ왜 화났어!!
P1 	: 밥먹을 시간도 안주는
P1 	: 학교에게 화났오!!!!!!
P1 	: {emoji}
P1 	: 크앙!!
P1 	: {emoji}
P0 	: 학교 때문이 아니라 애들 때문이얌...𖤐
P0 	: 그냥 두유라도 사서 마셔야겠다
P0 	: 안되겠오..
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 진쨔 두유라도 마셔 애깅..
P1 	: 도움이 안되는 사람들이군 정말
P1 	: 갈때 뭐라두 사갈깡..??
P1 	: {emoji}
P1 	: 이제 나갈준비 하려구하는뎅
P0 	: 나 그냥 밥 먹구 싶엉..
P1 	: 오후 수업 듣지말구
P1 	: 나랑 밥먹으러 가버리쟝!!!!!
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 아직 립스틱 만들구이쒀?!
P1 	: 샤워 다하구왔옹 나는
P0 	: 컴퓨터실에사 피피티 만들고 있는즁
P0 	: 최대한 집가서 안 하게
P0 	: 끝내버리겡
P1 	: 오옹
P1 	: 멋있구만 우리 애깅~
P1 	: 준비 거의 다해간당
P1 	: 조금뒤에 출발해야징
P0 	: 빨리와앙ㅇ
P0 	: 나도 거의 다 해가 피피티..
P0 	: 휴우~
P1 	: {emoji}
P1 	: 이제 출발입니다용~!!
P1 	: 왕
P1 	: 오늘 바람 제일 많이 부는거같앙
P1 	: 악
P0 	: 아까 아침에는 뱔로 안 불었는데
P0 	: 지금은 많이 불어???
P0 	: 오우...
P0 	: 춥징ㅠㅠㅠ
P1 	: 바람이 엄청 차갑당
P1 	: 쉬지않구 계속 부는걸..?!
P1 	: {emoji}
P1 	: 이제 &address&역 가는 버스탔오
P1 	: 옹 타이밍맞게 지하철
P1 	: 바로왔당!!
P0 	: 오예~~
P0 	: 지금 &address&역이얌??
P1 	: 이제 &address&역 진입이에용!
P1 	: 버스도 바로 오려낭~
P1 	: 봐봐야징
P0 	: 바로 왕??
P0 	: 나 웹툰 보면서 수업 듣고 있는데
P0 	: {share:photo}
P0 	: 진짜 원이는 오빠야!!!!!!
P0 	: 오늘 오빠 파란 셔츠 입고오는데
P0 	: 내가 보는 화 파란셔츠 입은거 봐
P0 	: 대박이다
P0 	: 뭐지????
P1 	: 820번 10분 남았댕!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 저 대사도
P1 	: 내가 &name1&한테 했던말이당!
P1 	: 아무래도 &name1&가
P1 	: 내인생의 여주인공이여서
P1 	: 다 똑같은가봥
P0 	: 그니깐!!!!
P0 	: 대박이야
P0 	: 오빠네..
P0 	: 오빠다당
P0 	: 아 수업 지루행ㅇ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여워랑
P1 	: 이제 곧 820번 탄당!!
P1 	: 수업 얼른 끝내주세요오옹
P1 	: 빨리 우리 애기랑 데이트하게!!!!!
P1 	: 탔다탔당~
P0 	: {emoji}
P0 	: {share:photo}
P0 	: 수업 열심히 듣는즁..
P0 	: 나 진짜 지루해 죽어 으앙
P0 	: 입 텁텁핸
P0 	: 만나자마자 껌 주세용!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ귀여웡 ㅠㅠㅠㅠㅠㅠㅠ
P1 	: 알겠습니당 여보~
P1 	: 바로 껌 먹여줄겡!!
P1 	: 좀만 더 버티쟝!
P0 	: 웅!!!!
P0 	: 수업은 다 끝나서
P0 	: 교수님이 지금
P0 	: 기말 어떻게 볼껀지
P0 	: 설명해 주시고 있옹
P1 	: 오옹
P1 	: 그러면 일찍 끝나려낭 우리 애깅
P1 	: 난 아직 좀 더 가야하는거같운뎅
P0 	: 지금 역북초??
P0 	: 비슷할것 같은뎅?!
P1 	: 구랭?!
P1 	: {emoji}
P1 	: 지금 용인시장 지나가구이쒀
P1 	: 이제 버스내린당!
P0 	: 오!!!!
P0 	: 나 배고파..
P0 	: 뭐 먹지..
P0 	: 뭔가 밥인데
P0 	: 간단하게 먹을 수 있는 그런
P0 	: 뭐가 있지...
P0 	: 김밥..?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 김밥 먹으러 갈깡..?!
P1 	: 브리또랑 김밥밖에
P1 	: 생각이 안난당..
P0 	: 조화관 밑에 한번 내려가보쟈
P0 	: 그 지하에
P0 	: 팔거든??
P0 	: 아직까지 파는지 모르겠지만
P0 	: 일단 나 버스타기전에 먹어야될것 같아..
P1 	: 힝
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 엄청 배고프구나 우리 애깅
P1 	: 그러쟝!!!!!
P1 	: 역시 뭐라도 먹어야됑
P1 	: 4층입니다용~
P1 	: {emoji}
P0 	: 잠만용
P0 	: 과제 제출 하구 나갈겡
P1 	: 웅웅 알게쒀~
P1 	: 휴게실 앞쪽에 서있을겡 ㅎ.ㅎ
P1 	: 34번 5분뒤면 도착이랭!!
P1 	: 우리 애기 오늘도 행복하게 만들어줘서
P1 	: 너무 고맙구 많이 사랑해!{emoji:❤}
P0 	: 진짜 많이 사랑해{emoji:❤}️
P0 	: 고마웡ㅜㅜ
P0 	: 걱정 안 끼칠겡
P0 	: {emoji}
P0 	: 조심히 들어강!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아이 귀여워랑~
P1 	: {emoji}
P1 	: 이제 34번 탔어용
P1 	: 조심히 갈겡~!
P0 	: 히히
P0 	: 나 이제 씻고올겡~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 씻구오신다면서여~
P1 	: 응아중인가 혹쉬??
P1 	: {emoji}
P0 	: 양치중야..
P0 	: 바보야!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 에잉..
P1 	: 아쉽게 틀려버렸군
P1 	: 아까 응아마렵다 그런거 생각나서
P1 	: 혹시나 했넹 ㅎ.ㅎ
P1 	: 버스내려서 걸어갑니당~
P1 	: 집도착이얌!
P1 	: 나두 씻구올겡 쟈갸!
P0 	: 오옹
P0 	: 알겠옹
P0 	: 난 다 씻고 나와서
P0 	: 머리 말리는듕
P1 	: 우리 애기도 다씻구왔구만~
P1 	: 얼른 잘준비 하구와야겠따
P0 	: 오... 뭐야...?
P0 	: 오빠 씻는거 왜 점점 더 빨라져...?
P0 	: 뭐지???
P0 	: 20분만에 다 씻었엉..?
P0 	: 힝 ㅠ 졸령
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나 양치 미리하구
P1 	: 씻고온다한거라
P1 	: 금방 다녀온것처럼
P1 	: 보였당
P1 	: 쟈기
P1 	: 이제 머리만 말리면됑..!!
P1 	: {share:file}
P1 	: 사랑해 여보~{emoji:❤}
P1 	: {emoji}
P1 	: 일어났습니다용~
P1 	: 10분에 씻으러가야겠따
P0 	: 나두 일어났엉!!
P0 	: {emoji}
P0 	: 침대 넘 좋당...
P0 	: 10시에 씻어야징
P0 	: 헉
P0 	: 갑자기 훈제 삼겹살 먹고싶어
P0 	: 대박
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 훈제 삼겹살도 있오?!
P1 	: 힝
P1 	: 나두 고기먹고싶당
P1 	: 난 샤워 다하고와쒀!!
P0 	: {share:info}
P0 	: 쨔란~
P0 	: 힝
P0 	: 씻기도 귀찮당..
P0 	: {share:photo}
P1 	: 나랑 훈제 삼겹살 먹으러가쟝!!!!!!!
P1 	: 사진 저장 완료{emoji:❤}
P1 	: 우리 애기 그럼
P1 	: 씻지말구 쉬다가
P1 	: 이따가 나왕 ㅎ.ㅎ
P0 	: ㅎㅎㅎ
P0 	: 무슨소리야 쟈기야..^^
P0 	: 씻으러갈겡......
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알겠오
P1 	: 씻구왕!!
P1 	: 난 준비 거의 다해가는즁 ㅎ.ㅎ
P0 	: 헉 준비 다 해강??
P0 	: 난 일단 뭐 좀 먹구
P0 	: 씻어야겠오
P1 	: 조아조앙~
P1 	: 잘챙겨먹는구만!!
P1 	: {share:photo}
P1 	: 준비다해서 10분뒤에
P1 	: 나가랴궁!
P1 	: 출발입니다용~
P1 	: 춥구만
P1 	: 버스탔엉 쟈기{emoji:😘}
P0 	: 웅!!
P0 	: 나도 준비쥬ㅠㅇ
P0 	: {emoji}
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: {emoji}
P1 	: 빨리 보고싶당 ㅎ.ㅎ
P1 	: 버스 내렸어용!
P0 	: 나두 고데기하고 렌즈만 끼면 끝이야!!!
P0 	: 바로 나갈겡!
P1 	: 히히
P1 	: 알겠오~~
P1 	: 문앞에서 기다리는즁이얌!
P0 	: 어디양??
P0 	: 나 지금 나왔는데
P0 	: !!!!
P1 	: 아이스미초 사러가는즁{emoji:❤}
P0 	: 사랑해{emoji:❤}️
P0 	: {emoji}
P1 	: 히히
P1 	: 나두 완전 많이 사랑해!!
P1 	: 뒤돌아 서자마자 보고싶당
P1 	: {emoji}
P1 	: {share:photo}
P1 	: 또잉
P1 	: 더 제출할수있댕!
P1 	: 이제 &address&역가는 버스탔오
P0 	: 헉 대박
P0 	: 그묭ㄹ에 더 찍을깡??
P0 	: 난 열심히 색 만드는즁~
P1 	: 구랭 더 찍쟝~!!
P1 	: 우리 애기 열심히 잘하구 있구만
P1 	: ㅎ.ㅎ
P1 	: 멋있오
P1 	: 난 이제 &address&역 도착이얌
P1 	: &name1& 없으니깐 되게 오래걸린거 같당
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 빨리 금요일 됐으면 좋겠다
P0 	: 오빠랑 하루종일 붙어있게{emoji:❤}️
P0 	: {share:photo}
P0 	: 교수님께 칭찬 받았오!!!!
P0 	: 색 완전 예쁘다고
P0 	: {emoji}
P1 	: (이모티콘)
P1 	: 아구 예뻐랑 우리 여보~
P1 	: 역시역시
P1 	: &name1&가 칭찬안들으면
P1 	: 누가 들어~~
P1 	: {emoji}
P1 	: 멋있당 우리 쟈깅 ㅎ.ㅎ
P1 	: {share:photo}
P1 	: &name11&이가 또 밑밥만 던진당..!!
P1 	: 이제 버스내려서 집으로 걸어가용~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: &name11&이ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 12월에 보기루 했어영
P0 	: 그때 날잡자링
P0 	: {emoji}
P0 	: 잘 들어가고 있군!
P0 	: 나도 거의 다 했당 아 뭔가 엄청 뿌듯해 미쳤다
P0 	: 월욜에 물감 또 들고 가서
P0 	: 이거 할래!!!!
P0 	: 학기말에 기말 대신에 이거 제출인거 같앙
P1 	: 조아조앙~~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 애기 왜이리 귀여웡
P1 	: 월욜에도 내가 물감 잘챙겨서
P1 	: 집데려다주면 되겠구만~
P1 	: 우리 애기 만점 예약이겠당 ㅎ.ㅎ
P1 	: 집도착이얌~!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 일찍 도착했넹!!
P0 	: 아닌가
P0 	: {share:photo}
P0 	: 이거봨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오빠는 봐준대 휴우~
P0 	: 다행이다
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 휴우~
P1 	: 다행이당 ㅠㅠㅠㅠㅠㅠ
P1 	: 나두 메추리알 넣은 마라탕
P1 	: 또 먹구싶다궁!!
P1 	: 담엔 나랑도 가줘 쟈깅{emoji:😘}
