# FILE DATA
ID : MDRW2100047031
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210517
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 서울
principal_residence : 전북
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  학교/학원>선후배
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 안뇽
P1 	: 아 ㅋㅋㅋ
P0 	: 멀미나서
P0 	: 토할거같앵
P1 	: ㅇ건 몰랐네
P0 	: 나
P1 	: 아니
P0 	: 잠만
P0 	: 우리
P0 	: 오늘
P1 	: 웅
P1 	: 그래
P0 	: 어디서해
P1 	: 우리집
P0 	: 나어디로가랴함?
P0 	: 지금
P1 	: 가자는거
P0 	: 보고옴
P0 	: 아니
P1 	: 안ㅁ?
P0 	: 실험
P0 	: 실
P1 	: 아
P1 	: 실험
P1 	: 보고와
P0 	: 411호
P0 	: ㅈㄴ 열받네
P0 	: 지가먼데
P0 	: 오라마라야
P0 	: 공주님한테
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅇㅈ?
P1 	: 그냥
P0 	: ㅋㅋ
P1 	: 니가 있는것이
P0 	: 웅 웅
P1 	: 곳이
P0 	: 헛구역질
P0 	: 하는중
P1 	: 411호라고 해
P0 	: 멀미나서
P0 	: 주겅
P1 	: 걔네 끝난듯
P0 	: 이번절류소는̆̈
P0 	: 평창동 삼성
P0 	: 아파트입니다
P0 	: 오
P0 	: 그러면 만나서
P0 	: 나한테와
P1 	: 다 어ㅏㅆ네
P1 	: 놉
P0 	: 만나서
P0 	: 일로왕
P1 	: 다리아파
P1 	: 힘들어
P0 	: 오라고
P0 	: 뒤질래?
P0 	: 내가공준데
P0 	: 오라면와여지
P1 	: 그래
P0 	: 웅
P1 	: 맞는데
P0 	: ㅋ발리왕~~
P1 	: 어늘은 아니야
P0 	: 기다릴겡
P0 	: 웅웅
P0 	: 나랑오늘
P0 	: 놀고싶으면 빨리 둘이 손잡고
P0 	: 데리러왕~
P1 	: 웅웅
P0 	: 예리니
P0 	: 멀미낭
P1 	: 아 ㅋㅋㅋㅋㅋㅋ
P0 	: 우엥
P0 	: 아니오늘 혜지
P1 	: 어지럽네
P0 	: 학교안옴?
P1 	: 왜?
P0 	: 그럼 난 왕따야?
P0 	: 몰라̆̈
P0 	: 내가̆̈
P0 	: 절해지 어디냐고
P1 	: 웅웅ㅇ
P0 	: 무러밧는데
P0 	: 학겨안온대
P0 	: 진짜
P1 	: 뭐야
P0 	: 하ㅏ;
P0 	: 친구없는데 나ㅏ
P1 	: 너ㅜ왕따네 ㅋㅋ
P0 	: 누구랑 노라ㅏ실험때
P0 	: 궁궁,,,
P0 	: 주형이는 오나̆̈?ㄴㅋ꙼̈
P0 	: 갔는ㄷ
P0 	: 나호낮
P0 	: 수럽하면 어쩌지;;
P1 	: 웅웅
P0 	: 눈물나네
P1 	: 나쁘지않에
P0 	: 일대일
P0 	: 과외
P1 	: 너 예뻐서
P0 	: ㅇㅈ ㅋㅋ 재밋겟네
P1 	: ㄱㅊ을듯
P0 	: 아하
P0 	: 예뻐서
P1 	: 공주잖아
P0 	: 두리
P0 	: 머해
P1 	: 상관 없음
P0 	: &name7&랑
P0 	: 같이잇어?
P1 	: 멀라
P0 	: ??
P1 	: 아딕?
P0 	: 두리같이있는거
P0 	: 아님??
P1 	: 어딨늕 모르겟ㅅ너
P0 	: 아니
P0 	: 공학관
P1 	: 지금 찾는중
P0 	: 1층으로
P0 	: 와
P1 	: 이제 내려올듯ㅍ
P0 	: 나ㅏ외로어ㅓ
P0 	: 공학관1층으로
P0 	: 와서
P0 	: 411호로
P0 	: 데리러오기 ㄱ ㄱ
P1 	: 웅ㅇ웅
P0 	: 웅
P1 	: 생각해볼게
P0 	: 1층에서
P0 	: 기다려
P0 	: 왜저나̆̈
P0 	: 안받냐?
P0 	: 개빧치네
P1 	: 집착하지마
P0 	: 웅
P1 	: 뭐할래
P0 	: 배고파
P1 	: 나도
P0 	: 밥주라
P1 	: 6시에
P1 	: 사러가자
P0 	: 삼겹
P0 	: 살
P1 	: 그래
P0 	: 밥사조
P1 	: 돈없어
P0 	: 고기내나̆̈
P0 	: 우리 얼마나머거
P1 	: 6시에
P1 	: 사러가자
P1 	: 가서
P0 	: 웅
P1 	: 물어봐야ㅏ함
P0 	: 어디서
P0 	: 사러가는데
P0 	: ??
P1 	: 시장
P1 	: 으로
P0 	: 아ㅏㅎ̌̈
P0 	: 그런데가서
P0 	: 사면
P0 	: 바ㅏㄱ지
P1 	: 사야함
P1 	: ㄴㄴㄴ
P0 	: 우라̆̈ 먹자도
P0 	: 못하는양
P1 	: 저기 국룰
P0 	: 아님?
P1 	: 파는데
P1 	: 있어
P0 	: 4명이면
P0 	: 1키러
P0 	: 정도사면될즛
P1 	: 그런가
P1 	: 나
P0 	: ㅇㅇ
P1 	: 얼마인지
P1 	: 모름
P1 	: 비빔면
P0 	: 2명에 5,600그람
P1 	: 드실?
P0 	: 정도임
P0 	: 난
P0 	: 고기랑 김치랑 밥
P1 	: ㅇ어
P0 	: 된장찌개
P1 	: 웅
P0 	: 해줘
P1 	: 그거
P0 	: 오빵
P1 	: 없어
P0 	: 된장찌개
P1 	: 된장찌개
P0 	: 없음?
P0 	: 삼겹살
P1 	: &name3&이가
P0 	: 된찌없으먄
P0 	: 에반데
P1 	: 잘만들던데
P0 	: 된찌
P1 	: &name3&ㅇ한테
P0 	: 그러면
P1 	: 가봐
P0 	: 라면 먹짜
P0 	: 아닌데
P0 	: 된찌
P1 	: 그래
P0 	: 먹어야대
P1 	: 라면
P1 	: ㄲ
P0 	: 된장찌개
P1 	: 비빔면
P0 	: 아니
P0 	: ㄹㅇ
P0 	: 된장찌개지
P1 	: 아니
P0 	: 무슨 바빔면이야
P1 	: 니가
P1 	: 끓여
P0 	: 나는̆̈
P0 	: 된찌
P1 	: 주는거 그냥 먹어
P0 	: 웅
P0 	: ㅜ
P1 	: 그래서
P1 	: 절미ㅡ내놔
P0 	: 웅
P0 	: 시러
P1 	: ?
P0 	: 배고파
P1 	: 나도
P0 	: 꼬르르르르르르륵
P1 	: 쟤네
P0 	: 시끄러워 옆에
P1 	: 언제
P0 	: 너무
P1 	: 끝나
P0 	: 시그러워
P1 	: 진짜
P0 	: 그냥
P0 	: 밥ㅇ나̆̈
P0 	: 먹지
P1 	: 닥치라할가?
P0 	: 왜저래
P0 	: 웅
P1 	: 내말이
P0 	: 아가리
P1 	: 어ㅐ와서
P0 	: 쉿
P0 	: 하라고
P1 	: 거ㅏ제를해
P0 	: 하장
P0 	: ㅇㅈ
P0 	: 미리미리
P0 	: 햤어야지 ㅋㅋ
P1 	: 그니까
P1 	: 왜
P0 	: 아ㅏ배고파
P0 	: 꼬르르르륵
P1 	: 와서
P1 	: 해
P0 	: 너무배고파 죽겟다̆̈
P0 	: 진ㅁ자̆̈
P1 	: 진짜
P0 	: 웅
P1 	: 고기사러가자
P0 	: 배고파
P1 	: 고기
P0 	: ㅇㅈ
P0 	: 고기
P1 	: 사러가자고
P0 	: 고기랑
P0 	: 김치랑
P0 	: ㅅ감장이랑
P0 	: 끝
P1 	: 가자
P0 	: 다른건
P1 	: 사어
P0 	: 피료없언
P1 	: ㅇㅋㅇㅋ
P0 	: 다른거 살 돈으로
P0 	: 고기 더 삼
P1 	: 사러가자
P0 	: ㅇㅈ?
P1 	: 내말이
P0 	: ㅇㅈㅋㅋ
P0 	: 배고팡
P0 	: 쟤네는 머먹고싶대
P1 	: 개배거파
P1 	: 몰라
P0 	: 다들 고기 얼마마넉음
P1 	: 주는거
P0 	: 나는̆̈ 첫ㄴ기라̆̈
P1 	: 먹으라해
P0 	: 마니못먹을듯
P0 	: 웅
P1 	: 그치
P0 	: 먹고모자르면
P0 	: 안대
P1 	: 오키오키
P0 	: ㅇㅋ꙼̈
P1 	: ㅇㅋㅇㅋ
P0 	: 알바 ㄱ
P0 	: 내일 알바하자̆̈
P1 	: 그래
P0 	: 난농
P1 	: 안녕
P0 	: 머해 ?
P1 	: 반가워
P0 	: 하잉
P1 	: 나 밥먹음
P0 	: 모하고잇어
P1 	: 넌?
P0 	: 아하
P1 	: 너부터
P0 	: 나도 밥
P1 	: 말해
P0 	: 머먹엇어
P1 	: 왜
P0 	: 나는 산겹
P1 	: 집착하게 해
P0 	: 살이랑 스팸
P1 	: 뒺ㄹ래?
P0 	: 아하 미안해ㅠ
P1 	: 밀까?ㅔ
P0 	: 똑바로 할게
P1 	: 은
P0 	: 엉
P1 	: 아하
P0 	: 머해
P1 	: 응
P0 	: 웅웅
P1 	: 아하
P0 	: ㅋㅋㅋ
P1 	: 응
P0 	: 머먹엇어
P1 	: 우와
P0 	: 오빠도 삼겹살?
P1 	: 아하
P0 	: 대박 짐짜 똑같다̆̈
P1 	: 응
P0 	: ㅋㅋㅋ꙼̈
P1 	: 아하
P0 	: 우리
P1 	: 우와
P0 	: 너무웃겨
P1 	: 대박
P0 	: ㅇㅇ
P1 	: 으아
P0 	: 맛있게
P1 	: 어
P0 	: 먹엇어?
P1 	: 오
P0 	: 대박이다̆̈ 진짜
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ개쩐다
P1 	: ㅎ애
P0 	: 심심
P1 	: 나도심심해
P0 	: 대박
P1 	: ㅁ머해
P0 	: 누워잇어
P1 	: 멀미랑?
P0 	: 멀미가머야
P1 	: 절미 ㅋㅋ
P0 	: 아하
P1 	: 밍ㄴ
P0 	: 바보야?ㅓ
P1 	: ㅇㅇㅇㅇ
P0 	: 오빠
P1 	: 왱
P0 	: 바보야?
P1 	: 웅 미안
P0 	: 나ㅏ마싯는거 사줘
P1 	: 다ㅏ사줄게
P0 	: 아싸 백만원 주라̆̈
P1 	: 용돈으로 줄게
P0 	: ㅡ웅
P1 	: 천만원
P0 	: ㅐ부라̆̈
P1 	: 줄까?
P0 	: 퉁
P1 	: 앙겟어
P0 	: 전재산 줘
P1 	: 웅웅
P0 	: 모든돈 다줘
P1 	: 전재산 다줄게ㅔ
P0 	: ㅋㅋㅋㅋ누
P1 	: 머해ㅔ
P0 	: 커피아̆̈
P1 	: 커피마셔?
P0 	: 웅
P1 	: 대박
P0 	: 멋져?
P1 	: 쳜웅 진짜
P0 	: 쩜다̆̈
P1 	: 멋있지
P0 	: 아니
P1 	: ㅗ마자
P0 	: 내가더
P1 	: 마자 너가더 멋져
P0 	: 개쩐다̆̈
P1 	: ㅇ제
P1 	: ㅇㅈ
P0 	: 머해
P1 	: 청소중
P0 	: 나도할까?
P1 	: ㄴㄴ
P0 	: 안해도대?
P1 	: 공주는 쉬어
P0 	: 웅 잘자
P1 	: 공주는 쉬기만 해
P0 	: ㅌㅋㅋㅋㅇㅋ꙼̈
P1 	: 난 노예야
P0 	: ㅇㅈ ㅋㅋ꙼̈
P1 	: ㅂ난 바보야
P0 	: 바보바보
P1 	: 천만원 줄게
P0 	: 내놔
P1 	: 용돈 줄게
P0 	: 웅 다내놔
P1 	: ㅃㄹ줘
P0 	: 웅
P1 	: ㅋㅋㅋㅋㅌㅋ
P0 	: 진짜
P0 	: 진짜 사나이
P1 	: ㅇㅇㅇ
P1 	: 안뇽
P0 	: 안녕
P1 	: 머해
P0 	: 누워잇어
P1 	: 난 철소해
P0 	: 빨리좀 해
P1 	: 시라
P0 	: ㅋㅋ꙼̈
P1 	: 빨리하라고
P0 	: 알겟어
P1 	: 왜 너가알겠대ㅐ
P0 	: 나ㅏㅇ이스크림 자ㅜ라̆̈
P1 	: 알겟어ㅔ
P0 	: 아이스크림
P1 	: 웅
P0 	: 안뇽
P1 	: 머거
P0 	: 먹지마̆̈
P1 	: 안뇽
P0 	: 고마옹
P1 	: 안뇽
P0 	: 나ㅏ엑설런트줘
P1 	: 나도줘
P0 	: 고마워
P1 	: 머먹어
P0 	: 엑설런크
P1 	: 나도줘
P0 	: 웅ㅍ
P1 	: 우유사기싫어
P0 	: 사
P1 	: 사얼에
P0 	: 사와
P1 	: 사올개
P0 	: 웅
P1 	: 메롱
P0 	: 안녕
P1 	: 마싯어?
P0 	: 별로
P1 	: ㅠㅠ
P0 	: 미안해
P1 	: 내가미안
P0 	: 웅
P1 	: 아무말대잔치하네
P0 	: 너야말로
P1 	: 미안
P0 	: ㅜㅜ
P1 	: 똑바로랄게
P0 	: 둥
P1 	: 닙어케가
P0 	: 멒
P1 	: 집
P0 	: 버스
P1 	: 버스타랴대
P0 	: 웅
P1 	: 두번타
P0 	: 버스타자̆̈
P1 	: 알겟어
P0 	: 두번 갈아어야대
P1 	: ㄷ려가줄게
P0 	: ㅇㅋ꙼̈
P1 	: 집앞까지
P0 	: ㅋㅋ꙼̈
P1 	: 버스비도 내줄래
P0 	: 얼른 내놔
P1 	: 돈 다줄게
P0 	: 웅
P1 	: 다내놔ㅏ
P0 	: 다줄게
P1 	: 배불러
P0 	: 나도
P1 	: 배터져ㅔㅔ
P0 	: ㅇㅈ 진짜로
P1 	: ㅋㅋㅋㅋ개웋ㄱ
P0 	: 가웃겨
P1 	: 안웃깈데
P0 	: 웅 ㅋ꙼̈
P1 	: 너무힘들다
P0 	: 나도
P1 	: 힘드러
P0 	: 매가더
P1 	: 머가
P0 	: 내가더
P1 	: 더 뭐
P0 	: 힘둘어
P1 	: 그러면
P0 	: 뭐
P1 	: 선물줄게
P0 	: ㅇㅋ꙼̈
P1 	: 선물하기
P0 	: 보내주라̆̈
P1 	: 고마워
P0 	: 너가보내ㅏ고
P1 	: 아하
P0 	: ㅇ
P1 	: 빨리보내
P0 	: 알겡어
P1 	: 졸려ㅔ
P0 	: 집언디가̆̈
P1 	: 몰라
P0 	: 10#
P1 	: 열시?ㅔ
P0 	: 웅
P1 	: 조심히가
P0 	: 오키
P1 	: 집갈띠 톡 ㄱ
P0 	: 시러 지금해
P1 	: ㅇㅋ
P0 	: 이따가도 해
P1 	: 두시간공안
P0 	: 안쉬고 하자̆̈
P1 	: 오키
P0 	: 나선물사줘
P1 	: 머사줄까
P0 	: 목걸이
P1 	: 백만원어치
P0 	: ㅇㅇㅇ사줘
P1 	: 자사줄기
P0 	: 목걸이 머 갖고시퍼
P1 	: 나ㅏ티파니앤코
P0 	: 그거너무비싼데
P1 	: 나사쥬ㅓ
P0 	: 시러
P1 	: 그럼 나가사줄게
P0 	: ㅇㅋ꙼̈
P1 	: 얼만제
P0 	: 몰라̆̈
P1 	: 아십만원?
P0 	: ㄴㄴ 삼깁마넌
P1 	: 근데
P0 	: 너무비싸
P1 	: 그래도사줄레
P0 	: ㅇㅋ꙼̈
P1 	: 빨리
P0 	: 웅
P1 	: 생일따라눌게
P0 	: 사줄게
P1 	: ??
P0 	: 사달라고
P1 	: 말 똑바로해
P0 	: ㅜㅇㅇ
P1 	: 미아내
P0 	: 머가̆̈
P1 	: 으컁 ㅠ
P0 	: 머해
P1 	: 몰라
P0 	: 배아파
P1 	: 왜
P0 	: 머ㅜㅏㄴㅎ이
P1 	: ??
P0 	: 너무많이
P1 	: 먹엇구나ㅔ
P0 	: 배부르니?
P1 	: 배가노무아파
P0 	: 나도
P1 	: 매터져
P0 	: 맨먹어서
P1 	: 배아파
P0 	: 아하
P1 	: 배불러ㅔ
P0 	: 인정
P1 	: 머라냐
P0 	: 머하냐?
P1 	: ㅇㅇ오타
P0 	: 똑바로말해
P1 	: 마안해ㅔ
P0 	: 진짜 화나네
P1 	: 사과할게
P0 	: 장 좀 해
P1 	: 아랏어
P0 	: 추워
P1 	: 졸려
P0 	: 피곤해
P1 	: 오키
P0 	: 졸려
P1 	: 버랴
P0 	: 집 가기싫다̆̈
P1 	: 얼마나걸려
P0 	: 두시간
P1 	: 미안해
P0 	: ㅠㅠ̑̈
P1 	: 너무 멀오?
P0 	: 웅 멀어
P1 	: 다지게스힘둘갯내
P0 	: 인뎡
P1 	: 돈내놔
P0 	: 싫어
P1 	: 내가줄게
P0 	: 오키
P1 	: 오눌 머햇어
P0 	: 너네집에서 놀앗어
P1 	: 머햇눈데ㅔ
P0 	: 고기
P1 	: 구워서
P0 	: 먹음
P1 	: ㅋㅋㅋ개웃기네ㅔ
P0 	: 후식먹음
P1 	: 나빠고 커피
P0 	: 나도안먹음
P1 	: 애들 커피머서
P0 	: 난 아이르크림
P1 	: 나도아르크림
P0 	: 오타좀
P1 	: 미안
P0 	: 그만내
P1 	: 알겟어
P0 	: ㅇ
P1 	: 사과할게
P0 	: 배아파
P1 	: 나도재라파
P0 	: 심심해
P1 	: 허리아파
P0 	: 난 팔아파
P1 	: 왜
P0 	: 카톡해서
P1 	: 미안
P0 	: 카톡하기싫어
P1 	: 나도
P0 	: 그래도 하자̆̈
P1 	: 싫어ㅔ
P0 	: 그래
P1 	: 하자
P0 	: 그래
P1 	: ㅇㅇ
P0 	: 머해
P1 	: 몰라ㅔ
P0 	: 힘들어
P1 	: 힘들다
P0 	: 죽을거가태
P1 	: 머가죽을거같태
P0 	: ㅋㅋ꙼̈
P1 	: 불만?
P0 	: ㅇㅇ
P1 	: 엿머거
P0 	: 웅
P1 	: 안
P1 	: 미안
P0 	: ㅁㅇㅇㅇ
P1 	: ㄱㅊ아
P0 	: 안녕
P1 	: 안녕
P0 	: 마해
P1 	: 나팔아파
P0 	: 나도
P1 	: 함들어ㅔ
P0 	: ㅇㅈ
P1 	: 이제그만할래
P0 	: 오키
P1 	: 오빠한테줘
P0 	: 오키 가져가̆̈
P1 	: ㅂ ㅂ
P0 	: 그래
P1 	: 안녕
P0 	: 미안
P1 	: 미안
P0 	: ㅇㅇ
P1 	: 예쁘네
P0 	: 안녕
P1 	: 오늘도?
P0 	: 고마워
P1 	: 그만이뻐
P0 	: ㅋㅋ
P1 	: 왜
P0 	: 오키
P1 	: 왜웃어
P0 	: 미안
P1 	: 그만웃어
P0 	: 웃긴게
P1 	: 헤어지자
P0 	: 당연하잖아̆̈
P1 	: 그만하자
P0 	: ㅋ미안해
P1 	: 우리
P0 	: 그래 ㅠ
P1 	: 웅
P0 	: 헤어져
P1 	: 미안해
P0 	: 그동안
P1 	: 잘못했어
P0 	: 사준거 다̆̈ 내놔
P1 	: 뭐 사줌거
P0 	: 내놓으라고
P1 	: 있어?
P0 	: 집
P1 	: 사줌게
P0 	: 이 집 내가̆̈ 사줬잖아̆̈
P1 	: 있냐고
P0 	: 내놓으라고
P1 	: 개소리마
P0 	: 집 빼
P1 	: 그래
P0 	: 보증금 반환좀
P1 	: 뺄게
P0 	: ㅇ
P1 	: ?
P0 	: 그만좀 하자ㅏㅡ
P1 	: 개소리마
P0 	: 어
P1 	: 너는 진짜
P0 	: 돈 내논다면 위에
P1 	: 나빴다
P0 	: 너가위에서
P1 	: 사라져
P0 	: 나한테 천만원
P1 	: 그만하자
P0 	: 준다고 약속
P1 	: 이런걸로
P0 	: 햇음 이미
P1 	: 그만하자
P0 	: 수고해
P1 	: 내가
P0 	: 돈 내놔 ㅋㅋ꙼̈
P1 	: 미안해
P0 	: 돈 내놓으라고
P1 	: 응
P0 	: 천만원
P1 	: 백만원
P0 	: 머해
P1 	: 지금
P1 	: 집치워
P0 	: 멀미낫
P0 	: 토할거갵ㅇ
P1 	: &name3&이 불러
P0 	: 토
P0 	: 핮다̆̈
P1 	: 한다고?
P1 	: 했다고?
P0 	: 할거같애
P1 	: 점만참아
P0 	: 멀미약줘
P1 	: 사서 가는중
P0 	: 어디가̆̈
P1 	: 너 멀미약 주러
P0 	: 멀미
P1 	: 미멀
P0 	: 토해
P1 	: 너
P1 	: 해
P0 	: 아니
P0 	: &name3&이가̆̈
P0 	: 까치산르로왓대
P0 	: 난 집앞으로 바로그는데
P1 	: ㅋㅋㅋㅋㅋ개웃ㄱ네
P0 	: 아직도
P0 	: 롸장앙ㄷ지움
P1 	: 빨리 지워
P0 	: 이제
P0 	: 지운다̆̈
P1 	: 잘했어
P0 	: 모해
P1 	: 앉아있어
P0 	: 웅
P0 	: 겜 하자
P1 	: &name4&이 들어오면
P1 	: ㄲㄱㅅ
P0 	: ㅇㅋ꙼̈
P0 	: 재워니
P0 	: 어디래
P1 	: 몰라
P0 	: 머해
P1 	: 기다리는중
P0 	: 언제와
P1 	: 난 옴
P0 	: 우리둘다
P0 	: 들어와써
P0 	: 머야 ㅇ기단톡아니네
P1 	: 야
P1 	: 이거
P0 	: 웅
P1 	: 빨리하자
P0 	: 인정 
P1 	: 나
P0 	: 타자로
P0 	: 하ㅁ니까
P0 	: 좀 빠르지?
P1 	: 키보ㅓ드,로
P1 	: 그니까
P0 	: 웅
P1 	: 개편해
P0 	: 좀 빨리좀
P1 	: 진짜
P0 	: 하자
P0 	: ㅇㅈ
P1 	: 나
P0 	: 그러면
P1 	: 키보ㅡㄷ
P0 	: 익로
P0 	: 하자
P1 	: 개빨라
P1 	: 서
P0 	: 웅웅
P1 	: 진짜
P0 	: 진짜
P1 	: 니가
P0 	: 나보다
P1 	: 이제
P0 	: 빨라?
P0 	: ㅋㅋ
P1 	: 드릴
P1 	: ㄴ
P0 	: 진짜
P1 	: ㅋㅋㅋ
P0 	: 웅ㄴ
P0 	: 아ㅣㄴ야
P1 	: 늘릴걸
P1 	: ㅋㅋㅋ
P0 	: 절대
P0 	: 아니야 
P1 	: 개
P0 	: ㅋㅋ
P0 	: 웅
P1 	: 어지럽네
P1 	: ㅋㅋㅋ
P0 	: 아닐걸
P1 	: ㅋ웅
P1 	: 아니야
P0 	: 어저라고
P0 	: ㅋㅋ
P1 	: 웅
P0 	: 웅
P1 	: 아니야
P1 	: 너
P0 	: &name4&이
P1 	: 개
P0 	: 들어오고
P1 	: 못
P0 	: 잇대
P0 	: 웅
P1 	: 생겼어
P0 	: 아냐
P1 	: ㅋㅋㅋ
P0 	: ㄴ가
P1 	: 응
P0 	: 오빠ㅗㅂ다
P1 	: \너
P0 	: 더
P1 	: 갯
P1 	: ㅁ
P1 	: 못
P1 	: 생겼어
P0 	: 너랑
P0 	: 아냏
P0 	: 안해
P0 	: ㅗ
P1 	: ㅋㅋㅋㅋ
P1 	: 실은
P0 	: 말
P0 	: 걸지마셈
P1 	: 질투나서
P0 	: ㅋㅋ
P0 	: 사실은
P1 	: 그런거야
P0 	: 예뻐서
P1 	: 이해해줘
P0 	: 그런거?
P0 	: 아하
P1 	: 니가
P0 	: 오키 ㅋㅋ
P1 	: 너무
P0 	: 오빠
P1 	: 예뻐서
P1 	: 그런거지
P0 	: 역시
P0 	: 컴퓨터로
P0 	: 하니까
P1 	: 그치
P0 	: 좀
P0 	: 낫다
P1 	: 나
P0 	: 그나마
P1 	: 근데
P1 	: 타자
P0 	: 봐줄만
P0 	: 해
P0 	: 웅
P1 	: ㄱ진짜
P0 	: 얼마나
P0 	: 발늗
P1 	: 개빨라서
P0 	: 빨라?
P0 	: 나보다
P0 	: 빠름?
P0 	: 나 전교1등
P0 	: 했느넫
P0 	: 미안하지만
P1 	: 근데
P1 	: 나
P1 	: 진짜
P1 	: 이거 개빨라
P1 	: 애초에
P1 	: 군대에서
P1 	: 이거만
P1 	: 하루종이
P1 	: 쳐
P1 	: 두들김
P0 	: 아하
P0 	: 근데 미안하지만 
P1 	: 아하
P1 	: 웅
P0 	: 내가
P0 	: 좀 더 
P0 	: 빠를걸
P1 	: 엥
P0 	: ㅋㅋ
P1 	: ㅋㅋㅋㅋ
P0 	: 웅
P1 	: 너
P1 	: 얼마나
P0 	: 웅
P1 	: 치는데
P1 	: 좀
P0 	: ㅁㄹ
P1 	: 치나
P1 	: 나
P0 	: 한
P0 	: 800타
P0 	: 나올걸
P1 	: 하루종일
P0 	: ?
P1 	: 이거만
P0 	: 자유타로
P0 	: 하면
P1 	: 쳐가지고
P0 	: 1000타
P0 	: 나옴
P1 	: ㅈ우리는
P0 	: 웅웅
P1 	: 늦으면
P0 	: 진짜
P0 	: 쩐다
P1 	: 선임한테
P0 	: 대박
P1 	: 욕
P0 	: 아하
P1 	: 개쳐먹고
P0 	: 군대
P0 	: 라서
P0 	: 빠르구나
P0 	: 나는
P1 	: 웅
P0 	: 그냥
P1 	: 그치
P0 	: 초등학교
P1 	: 군버프
P1 	: 무시햔,?
P1 	: 무시하냐고?
P0 	: 하이
P1 	: 하이
P0 	: &name4&이
P0 	: 목소리
P1 	: 너
P1 	: 롤
P0 	: 나만
P1 	: 개
P0 	: 안들림?
P0 	: 롤
P0 	: 개
P1 	: 근데
P0 	: 잘함
P1 	: 니가
P1 	: 좀
P0 	: 웅
P0 	: ㅋㅋ
P1 	: 키워
P0 	: 내가 
P1 	: 마이크
P0 	: 못하긴
P0 	: 해
P1 	: 목소리
P0 	: 마이크
P0 	: 최대야
P1 	: 그니까
P1 	: 좀 키우봐
P0 	: 웅
P0 	: 안뇽
P1 	: 안녕
P0 	: ㅎㅇ
P1 	: ㅎㅇㅎㅇ
P0 	: 디코하자고
P1 	: 난 좋아
P0 	: Djswp
P1 	: 웅웅
P0 	: 웅
P0 	: 자해써
P1 	: 웅웅
P1 	: 너도 대단해
P0 	: 웅
P0 	: 공주야
P0 	: 나추워
P1 	: 담요 덮어
P0 	: 좋아싸ㄸ
P1 	: 좋았따
P0 	: 더워
P0 	: 아빠 깸
P0 	: 게임하는거보고 한심하게 쳐다보고 나감
P0 	: ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 내일부터
P1 	: 공부하면됌
P1 	: ㄷ히
P1 	: 됨
P1 	: 도힘
P1 	: 됨
P0 	: 웅
P0 	: 제발공부 ㄱㄱ
P1 	: 진짜
P1 	: 내일
P0 	: 웅
P1 	: 신공수랑
P0 	: 공부
P0 	: 한다
P1 	: 현대물리
P0 	: 나는 
P1 	: 끝내고
P0 	: 둘중에
P1 	: 레알
P0 	: 머할까
P1 	: 진짜
P0 	: 난
P0 	: 신공수
P1 	: 끝내고ㅓ
P0 	: 강의들을래
P0 	: 그러면
P0 	: 같이강의듣자오빵
P0 	: ㅋㅋ
P1 	: 그럴까
P1 	: 나
P1 	: 그거
P0 	: ㅇㅇ
P0 	: 나녹화
P1 	: 다운받은거
P0 	: 다해놧음 
P1 	: 내일
P0 	: 다운
P1 	: 하고ㅓ
P1 	: 개
P0 	: 이머야
P0 	: 멀 다운받아
P1 	: 그
P1 	: 녹화
P1 	: 강의
P1 	: 녹화
P0 	: 웅
P0 	: 잘햇어
P1 	: 고마워
P1 	: 됌
P1 	: 됨
P0 	: 잘 하자̆̈
P1 	: 잘해볼게
P0 	: 하리루
P0 	: ㅋㅋ꙼̈
P1 	: 하이
P0 	: 할로
P1 	: 할로
P0 	: 우리
P0 	: 지금잠들면
P0 	: 이제 끝임
P1 	: 아
P1 	: 개망했따
P0 	: 많이
P0 	: 해야하
P0 	: 하 우리 
P0 	: 하지마
P0 	: 그런거
P1 	: 이게
P1 	: 훈민정음이다
P0 	: 곧
P1 	: 이말이야
P0 	: ㅇㅈ
P0 	: 훈민정음
P1 	: 나랏말싸미
P0 	: 누가만들엇게
P1 	: 중국과
P1 	: 달라
P0 	: 누갘ㅋ꙼̈
P0 	: 만들엇냐고
P1 	: 세종
P0 	: 중국이
P1 	: 대왕
P0 	: 왜나와
P1 	: 너
P0 	: 나랏말싸미
P1 	: 우리
P0 	: 듕귁ㅇ에
P1 	: 그거 하자
P0 	: 달아ㅏ
P1 	: 조선시대
P0 	: ㅋㅋ
P0 	: 세는̆̈
P0 	: 나잖아̆̈
P1 	: 그다음ㅇ
P1 	: 몰라
P0 	: ㅎㅇ
P0 	: 너무힘들다̆̈
