# FILE DATA
ID : MDRW2100047114
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210104
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: ㅎㅎㅎ
P0 	: 나도 준비 끝{emoji:’}
P0 	: !
P1 	: 그래서 우산 챙겨가는쥬웅 ㅎ.ㅎ
P1 	: 쉬고있엉 애기얌~
P1 	: 지금 &address& 지나간당ㅁ
P1 	: !!
P0 	: 이제 슬슬
P0 	: &address&진입이당!!!!
P0 	: 나가야징~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 조심히왕 쟈기~
P1 	: 이제 담에 내려용!
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 빨리왕!!!!
P1 	: 다시 &name1&한테 가구싶당..
P1 	: 나 버스탔오 애깅!!
P1 	: 아 진쨔 오늘 하루도 &name1& 덕분에 너무 행복했당
P1 	: 뭔가 오늘 처음 만났을때부터 &name1&한테 눈도 못떼겠고 푹빠졌던거 같앙
P1 	: 완전 예뻐 울 애깅
P1 	: {emoji}
P1 	: 따뜻하게 몸녹여용~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ오늘 오빠두 너무 잘생겨서 눈 못 뗐오
P0 	: 버스 금방 왔군
P0 	: 애기는 응아 좀 할겡
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 역시역쉬~
P1 	: 바로 응아하러갔군!
P1 	: 알겠오 쟈깅
P1 	: 집중해서 응아 잘하구왕 ㅎ.ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ다 쌌옹ㅎㅎㅎㅎ
P0 	: 이제 씻구올겡 쟈걍{emoji:💗}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우웅~개운하게 씻고오세용{emoji:💗}
P1 	: 나두 집가자마자 응아하구
P1 	: 바로 샤워할래잉
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ조아조앙
P0 	: 거의 도착했겠당!
P0 	: 난 다 씻구왔엉
P0 	: 홍삼먹으라고 타 줘서
P0 	: 그거 먹구
P0 	: 요플렛 먹어야징ㅎㅎ
P1 	: {emoji}
P1 	: 잘하구 있넹~~
P1 	: 나 버스내랴서
P1 	: 걸어갑니당!
P1 	: 춥다츠웡~
P0 	: ㅠㅠㅠㅠㅠ 왕춥지ㅠㅠㅠ
P0 	: 낼은 더 따숩게 입구 가야댕...
P0 	: {emoji}
P0 	: 빨리 집들오가!!
P1 	: 이마가 또 탁하구
P1 	: 쪼개지는줄 알았오..
P1 	: 바람 더 차가워졋따
P1 	: 집 잘도착했습니다앙{emoji:😘}
P1 	: {emoji}
P0 	: 잘 씻구와 쟈걍!
P0 	: 난 요플레 먹는즁
P0 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 잊지말구 잘 지웡!
P1 	: 헐
P1 	: 저거 까먹구 있옸엉
P1 	: 아직 남아있었넹
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 애기 입술도장 조앙 ㅎ.ㅎ
P1 	: {emoji}
P1 	: 그럼 샤워하구 올게용~!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ잊고 있을까봐 말했징ㅎㅎ
P0 	: 난 쿠키런 하구 있을겡!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 쿠키런 잘하구 있나용~
P1 	: 나두 샤워 다하고와따!!
P0 	: 페북 보고있는즁~
P0 	: 벌써 10시네ㅠㅠㅠㅠ
P0 	: 시간 너무 빨랑...
P1 	: 구칭..
P1 	: 애기랑 잠깐 만난거같은뎅
P1 	: 하루가 순삭당했오
P1 	: {emoji}
P1 	: 우리의 일주일은
P1 	: 10일이었으면 좋겠당
P0 	: ㅠㅠㅠㅠ 내말이
P0 	: 이렇게 월요일이
P0 	: 끝났습니당....
P0 	: {emoji}
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 애기 놀아줄겡~~
P1 	: 귀여워랔ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: 이제 머리 다말리구
P1 	: 침대에 누워따아
P1 	: {emoji}
P0 	: {emoji}
P0 	: 개운하게
P0 	: 잘 씻구왔넹~
P0 	: 난 준우 생방 보는즁
P1 	: {emoji}
P1 	: 오옹
P1 	: 또 커플 하나 박살내는
P1 	: 즁인고얌?!
P1 	: {share:photo}
P1 	: 난 우리 애기 덕분에 산
P1 	: 파운데이션 포장 뜯었당
P1 	: 퍼프 살걸 그랬낭
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ지금 뭔 컨텐츠인지
P0 	: 아직 잘 몰게써
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ근데 파운데이션이
P0 	: 진짜 로션처럼 막 바르면 안되구
P0 	: 조금씩 짜서
P0 	: 넓게 분포해야대
P0 	: !!!
P0 	: 모든게 다 구라인거같은 남친조사중이랰ㅋㅋㅋㅋㅋ
P1 	: 한번 내일 도전해보겠슴당!!!!
P1 	: 이상하다 싶으면
P1 	: 애기가 말해죵..ㅎ.ㅎ
P1 	: 이정도면 사기꾼 아니얌 쟈깅?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오늘듀 흥미진진 하겠구만
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ알게썽
P0 	: 내가 수정해 줄겡
P0 	: 나 먼저 만나니깜
P0 	: 흥미진진ㅎㅎㅎㅎ
P0 	: {emoji}
P0 	: 비공으로 돌려따
P1 	: {emoji}
P1 	: 아 마쟝
P1 	: 나 준우 영상 볼때부터 궁금했는뎅
P1 	: 그거그거
P1 	: 중간에 비공으로 돌리면
P1 	: 그 바꾼 시점 이후로는
P1 	: 들어가서 못봥?!
P0 	: 웅 아마도...??
P0 	: 그거 비공으로 뜰걸ㅠㅠ
P1 	: 오홍..
P1 	: 고렇구만
P1 	: 난 그럼 그덩안
P1 	: 쿠키런 하구있어야쥥 ㅎ.ㅎ
P1 	: 그그
P1 	: 샤이닝 글리스터맛 큐키인감
P1 	: 도전깨구 있을래잉
P1 	: 머징 나 아까 애기가 태그한거
P1 	: 다시 보려구 했는딩
P1 	: 어 다시 떴당
P1 	: 나혼자 이상한말 하는거 같아 보이게 왜이랭
P1 	: 타이밍 머얌
P0 	: 웅???
P0 	: 먼소리양....
P0 	: 음?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {share:photo}
P1 	: 좀전에
P1 	: 이 화면이 안뜨고
P0 	: 우웅
P1 	: 뭐 이 창에서는 이전활동을 볼수있습니다
P1 	: 이렇게만 뜨고 아무것도 안나왔엉..
P1 	: {emoji}
P0 	: 아 진쨩??
P0 	: 앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 내가 그래가지구 그 스폰지밥 게시물
P1 	: 직접 찾으려고
P1 	: 검색까지 했는뎅
P0 	: 우웅 헐
P1 	: 몇분동안 찾았당..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 갑자기 고생했옹...
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 힝
P0 	: 근데 저거
P1 	: 우웅
P0 	: 실사화여서 넘 징그러....
P0 	: 으악
P1 	: 안대!!!!
P1 	: 머릿속에서 얼른 지워 쟈깅
P1 	: 난 동심 찾으러
P1 	: 다시 쿠키세계로
P1 	: 갈겡..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ앙게써ㅋㅋㅋㅋㅋ
P0 	: 난 아직 소화 안됐나방
P0 	: 그래서 앉아있오 다시
P1 	: 나두 아직 배부르당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 애기 자기전엔 소화 다되어야하는뎅..!!
P0 	: ㅠㅠㅠㅠ 그니깜
P0 	: 소화 빨리 다 돼랑
P0 	: 양이 줄었나 우리?!
P1 	: 구런가봥..
P1 	: 우리 이제 정통집가도
P1 	: 볶음밥 못먹는거 아냠?!!!!
P1 	: {emoji}
P1 	: 그건 안되는뎅..
P1 	: {emoji}
P0 	: 헐
P0 	: 볶음밥은 필수얌,,
P0 	: 밥 한공기 나눠 먹구 볶음밥 먹구 그래야댕
P0 	: 안댕ㅠㅠㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 조아조앙~~
P1 	: 난 계속 서바이벌런 하구이쒀
P1 	: 10시간뒤면 보상 또 열리던뎅
P0 	: 오옹
P0 	: 무슨 보상 열령!
P0 	: 난 얼그레이 쿠키맛 기대즁
P1 	: {share:photo}
P1 	: 로비랑 마법가루!!
P1 	: 마법가루 사러구
P1 	: 보상코인 모으는쥬웅~
P0 	: 허니콤보
P0 	: 냠냠얌냠
P0 	: ~
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 꿀꿀
P1 	: {share:photo}
P1 	: {emoji}
P1 	: 히히
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ체하지 않게
P0 	: 천천히 먹구왕!!
	  
	  
P1 	: 다 먹구왔습니다앙~~
P1 	: 배부르당 ㅎ.ㅎ
P1 	: 나 얼른 양치만 하구
P1 	: 다시 전화할겡 쟈기~
P0 	: 알게따!!!!
P1 	: 울 애기 꿈속에서 꼭 보쟝!!!!
P1 	: {share:file}
P1 	: 잘자구 일어나용 사랑해{emoji:❤}
P1 	: {emoji}
P0 	: 히히 오빠두 잘쟈 &name1&꿈{emoji:❤}️
P1 	: {emoji}
P1 	: 난 일어났오 쟈깅~!!
P1 	: 푹자구 일어나따
P1 	: 눈이 떠졌넹
P1 	: 와 쿠키런 할거 진쨔 많앙 쟈기!!
P1 	: 이래서 일찍 눈떠졌낭
P0 	: 아두우
P0 	: 나둥
P0 	: 일어났옹
P0 	: 뀸에서 소떼 나왔오 쟈기...
P1 	: 우웅?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 소떼가 어떻게 했는뎅?!
P1 	: 로또 사야하는날인감
P0 	: 소떼가
P0 	: 막 들어와가디고
P0 	: 너무 놀래고 무서워서
P0 	: 울면서 도망갔어..
P1 	: 애기!!
P1 	: 힝
P1 	: 괜찮앙?!
P1 	: 많이 놀랬징..
P1 	: 오늘은 좀 특이한 꿈꿨넹..
P1 	: {share:photo}
P1 	: 애기 오늘 로또 사야하낭 진쨔
P0 	: 집안이 아니였오
P0 	: 막 학교 같은곳ㄹ이였는데
P0 	: 창밖에 소 떼 들이 모여있어서
P0 	: 애들끼리 뭐야 저게???!
P0 	: 이러고
P0 	: 내가 신기해서
P0 	: 사진찍을려고 하니껀
P0 	: 소떼들이 갑자기 내 쪽으로 다 오더니
P0 	: 일어서서 창문 열고
P0 	: 다 들어와가디고
P0 	: 놀래서 도망갔어...
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 일어나서 창문을 열었오?!
P1 	: {share:photo}
P1 	: 그래두 운의 흐름이 상승하는거랭
P1 	: 지금도 행운의 여신인데
P1 	: 더 좋아지면
P1 	: 얼마나 좋아지는거얌~
P1 	: 근뎅 사진찍으려고 하는데
P1 	: 쟈기한테 다가오는거 그때
P1 	: 그 오리랑 똑같당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜
P0 	: 뭐지
P0 	: 실화바탕의 꿈인가
P0 	: 요상한 꿈 이구만......
P0 	: {emoji}
P0 	: 오빠 쿠키런 봐써???!
P1 	: {emoji}
P1 	: 우웅 봤징~
P1 	: 그거 문제풀이 이벤트
P1 	: 넘 어려웡..
P0 	: 아 진쨔???
P0 	: 나 그거 답지 있오ㅎㅎㅎㅎ
P0 	: 그래서 지금 5문제 풀고
P0 	: 펫 받았단!
P0 	: {share:photo}
P1 	: 헐
P1 	: 쟈기쟈기
P1 	: {emoji}
P1 	: {emoji}
P1 	: {emoji}
P1 	: {emoji}
P1 	: {emoji}
P1 	: 대--박
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 감사합니당 ㅎ.ㅎ
P0 	: 엄청 좋아하는거 봐
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 열심히 하렴!
P1 	: 나 저거 찾으려구
P1 	: 유튜브에까지
P1 	: 검색해봤는데
P1 	: 안나오더라궁..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이런건
P0 	: 공식카페에
P0 	: 잘 있징ㅎㅎㅎ
P0 	: 엄마가 김밥싼당
P0 	: {emoji}
P0 	: 그래서 나왔옹
P1 	: 우왕!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 애기 그럼 닭꼬치 안먹구
P1 	: 김밥먹는거얌~?!
P1 	: {emoji}
P0 	: 닭꼬치 물어보니깐
P0 	: 어제 저녁에 다 먹었댕...^^
P0 	: 어차피 못하는거얐어ㅠㅠ
P0 	: {share:photo}
P0 	: 김밥!
P1 	: Gjf
P1 	: 헐
P1 	: {share:photo}
P0 	: 웅?
P1 	: 이거 참치얌?!
P0 	: 웅!
P1 	: 맛있겠당..
P0 	: 청양고추랑 마요네즈 참치 섞어서
P0 	: 만든고
P1 	: 애기가 저번에 말했던
P1 	: 그거구낭..
P0 	: 라면도 다 돼서 먹구 올겡
P0 	: 마쟈마쟝
P1 	: 라면에
P1 	: 악
P1 	: 라면에 저거 먹고싶다구 했는뎅..
P1 	: 잘먹구왕 쟈기~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 다 먹어서
P0 	: 체리 먹구있옹
P0 	: ㅎㅎㅎ
P1 	: 오옹~
P1 	: 잘먹구 있는뎅~~
P1 	: 난 50분쯤에
P1 	: 밥먹어야게따
P0 	: 오 이제 밥 먹겠당!
P0 	: 쨘
P0 	: {share:photo}
P0 	: 나 다 했옹ㅎㅎ
P1 	: 헐 대박
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 완전 빠른뎅?!
P1 	: 난 설문조사하구 리뷰 남기느라
P1 	: 아직 못했따..
P1 	: 나두 라면에 컵밥먹구올래잉
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋ구래구랭!
P0 	: 스팸컵밥인강
P0 	: 맛있게 잘 먹구왕!!
P1 	: 넹~~
P1 	: {share:photo}
P1 	: 물 끓이는중이당 ㅎ.ㅎ
P1 	: 애기는 쿠키런하는중인가요옹
P0 	: 쿠키런 좀 이따 할려구
P0 	: 지금은 페북보는즁ㅎㅎㅎ
P1 	: 오옹~
P1 	: 고렇구만!
P1 	: 난 이제 밥먹구올겡 쟈기~
P1 	: 잘쉬고이쒀{emoji:💗}
P0 	: ㅋㅋㅋㅋㅋㅋㅋ웅!
P0 	: 잘 쉬고 있을겡 쟈갸
P1 	: {emoji}
P1 	: 챡
P1 	: 다먹구 왔습니다용~
P1 	: ㅎ.ㅎ
P1 	: 4~50분쯤에
P1 	: 씻으러 가야쥥~
P1 	: 아아아아앙
P1 	: 쟈기쟈기
P1 	: 보고싶따
P1 	: 어떻게행..
P0 	: ㅠㅠㅠㅠㅠㅠㅠㅠ 나도
P0 	: 나도 보고싶어
P0 	: 어떡해????
P0 	: 맨날 오빠가 내 옆에 있었음 좋겠어
P0 	: 힝
P0 	: ㅠㅠㅠㅠㅠㅠ
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여웡!!!!!!!!
P1 	: {emoji}
P1 	: 안되겠당
P1 	: 내일 우리 결혼 허락받쟝
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {emoji}
P0 	: {emoji}
P0 	: 힝
P0 	: 진짜 내 침대옆에
P0 	: 오빠 있었음 좋겠다ㅠㅠ
P1 	: {emoji}
P1 	: 나두 하루종일
P1 	: 우리 애기 끌어안고 있구싶오
P1 	: 이제 슬슬
P1 	: 울 애기한테 달려갈준비 해야징 ㅎ.ㅎ
P1 	: 내가 간닷..!!
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웅!!!
P0 	: 난 30분에 씻어야징
P0 	: {emoji}
P0 	: 2시 까지만 눈 붙일랭...
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 애기 급 졸려졌엉..?!
P1 	: 난 다씻구와따!
P0 	: ㅋㅋㅋㅋㅋㅋㅋ웅
P0 	: 급 졸렸옹
P0 	: 엄마 화장실에 나오면
P0 	: 그때 씻어야징
P0 	: 씻구올겡!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오옹
P1 	: 알겠습니다앙
P1 	: 딱 들어왔는뎅
P1 	: 바로 씻으러 가는구만~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ마쟝
P0 	: 빨리 준비하고
P0 	: 나가야겠엉
P1 	: 버스가
P1 	: {share:photo}
P1 	: 멀었엉...
P1 	: 34번 타구갈게용{emoji:•}
P1 	: !!
P0 	: 웅!!
P0 	: 알겠슴당~
P1 	: 출발출발~
P1 	: 울 애기한테 출발~
P1 	: 츕근..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 츕징ㅠㅠㅠㅠ
P0 	: 쟈기 파운데이션 써봤엉? 괜차나??
P1 	: 우웅!!!!!!
P1 	: 완전 좋은뎅?!!
P1 	: 바르는 시간도 훨씬 짧앙
P1 	: 아주 만----족이얌 ㅎ.ㅎ
P1 	: 우리 애기 덕분에
P1 	: 좋은거 찾았당!!!
P1 	: 버스 탔어용~
P0 	: 오! 잘 맞아서 다행이당!!!
P0 	: 넹~
P0 	: 나두 다 하구
P0 	: 고데기즁ㅎㅎ
P1 	: 조아조앙~~
P1 	: 아 애기 만나자마자
P1 	: 뽀뽀해야징
P1 	: {emoji}
P1 	: 얼른 보고싶오
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ조앙!
P0 	: 나 나왔옹!!!
P0 	: 가는즁~
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 난 내렸지롱#
P1 	: ~~
P1 	: {emoji}
P0 	: 아 진쨔???
P0 	: 난 이제 횡단보도 쪽 가는즁!
P1 	: 뛴당
P1 	: 귀여운애가 ㄸ3ㅟㄴ당
P1 	: 뛴당
P0 	: {emoji}
P0 	: {emoji}
P1 	: {emoji}
P1 	: {emoji}
P1 	: {emoji}
P1 	: 지금 버스 탔오 쟈깅~
P1 	: 기다려줘서 고맙당 정말{emoji:💗}
P1 	: 애기는 바로 응아하러가쒀?!
P0 	: 아닝!
P0 	: 옷 다 갈아입구 렌즈빼고 손 씻구
P0 	: {share:photo}
P0 	: 월드콘 먹는즁ㅎㅎ
P0 	: 다 먹구 응아할랭
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 완전 순식간인뎅~~
P1 	: 조아조앙
P1 	: 맛있게 먹구 있구만~
P0 	: ㅎ힣
P0 	: 웅!!!!
P0 	: 다 먹어따
P0 	: 쿠키런 영상 보고 있는데
P0 	: 얼그레이맛 쿠키 체스초코나 시간지기에 비해
P0 	: 별루 라구
P0 	: 이거 무조건 올려야하냐고 다른 사람이 물어보니껀
P0 	: 약간 애매하다구
P0 	: 좀 더 존버 타는게 나을것같댕ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 지켜보자구
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 으움
P1 	: 아주 좋은 정보구만 우리 애깅
P1 	: {emoji}
P1 	: {emoji}
P1 	: 나 그럼 물약 체스초코에 다 써야하낭
P0 	: 우웅
P0 	: 일단 체스초코가
P0 	: 이달로 괜찮ㅇ옹
P0 	: 얼그레이는 매칭 애매하고 떼탈 괜찮대
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 휴우
P0 	: 다행이다
P0 	: 좀 모아놔야게써 다음을 위해서..
P0 	: 히히
P0 	: 이제 응아 하구
P0 	: 씻어야징
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여워랑 ㅎ.ㅎ
P1 	: 열일했따 우리 애깅~
P1 	: 얼른 다씻구 다시 누워서
P1 	: 푹쉬쟝!
P1 	: 쟈기쟈기
P1 	: 저번에 애기가 태그해줬던 영화
P1 	: 소울 기억낭?!
P1 	: {share:info}
P1 	: 이거 내일 개봉한댕!!
P1 	: &name15&이가 내일 보러간다고 그래가지구
P1 	: 일단 보고 후기 알려달라그랬오 ㅎ.ㅎ
P0 	: 헐 대박
P0 	: 조앙!!!!
P0 	: 후기 듣구
P0 	: 좋으면 우리도 보러가쟝!!
P1 	: 예에~~~
P1 	: {emoji}
P1 	: ㅎ.ㅎ
P1 	: 애기랑 보러갈 생각만 했을뿐인뎅
P1 	: 벌써 설렝
P1 	: 버스내려서 걸어갑니당~
P0 	: 넹~~<
P0 	: 나두 응아 다해서
P0 	: 씻구올겡 쟈갸
P1 	: 알겠오~
P1 	: 잘씻구왕!
P1 	: 난 집도착했는뎅
P1 	: 엄마가 씻고나온다고해서
P1 	: 기다렸다가 씻으려궁!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 구래서 아직 기다리는즁얌?
P1 	: 우웅!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 애기는 다씻구온건가용~~
P1 	: 아 보고싶따
P1 	: 큰일나따
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 보고시퍼????
P0 	: 나두우....
P0 	: 진짜 목욜에 꼭 붙어있어야징
P0 	: ㅎㅎㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 꼭 그래야행!!
P1 	: {emoji}
P1 	: 또 어딜가든 절대 안떨어질거얌 ㅎ.ㅎ
P1 	: 쟈기쟈기
P1 	: 나두 이제 후다닥 씻고올겡!
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웅!!
P0 	: 잘 씻구오ㅓㅇ
P0 	: 오빠가 이거 보내자마자
P0 	: 페북에
P0 	: {share:photo}
P0 	: 이거 떠서 놀랬옹ㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 완전 웃경
P1 	: 역시 우리는 완벽한 커플이라는 증거가
P1 	: 또 나왔구낭?!
P1 	: 아 커플이랭
P1 	: 부부 ㅎ.ㅎ
P1 	: 헤헷
P1 	: 나 씻고 온거 사진인증해주면
P1 	: 되는건감..?!
P1 	: 아직 물기도 그대론뎅
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 웅!!!!
P0 	: 보여줘!
P0 	: 보여줘!
P0 	: 보여줘!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {share:photo}
P1 	: 쨘 ㅎ.ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 악
P0 	: 여리여리 한거 봐
P0 	: 다른곳도 보여줘 쟈깅
P0 	: ㅎㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 다른곳?!
P1 	: {share:photo}
P1 	: 여깄당
P0 	: 헉
P0 	: 너무 섹시해 쟈기ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: 미쳤어
P0 	: 할짝
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 얼른와서
P1 	: 덮쳐줭 ㅎ.ㅎ
P1 	: {emoji}
P1 	: 완전 웃경ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 낼름
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ알게써
P0 	: 목용에
P0 	: 당장덮친다
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 조아조앙~~
P1 	: 이제 머리 말려야쥥
P1 	: {emoji}
P0 	: 우웅!!!
P0 	: 나 구냥 유튭 보다가
P0 	: 스벅 그거 카드 봤는데
P0 	: {share:photo}
P0 	: 이거 뭐징....
P0 	: 하루 남았나봐
P0 	: 대박
P0 	: 내일 가서 당장 이거먼저 써야게따
P0 	: 근데 이거 왜
P0 	: 시간이 늘어나징?
P0 	: 뭐 어떻게 흘러가는고얌....
P1 	: {emoji}
P1 	: 등장!
P1 	: 오옹
P1 	: 쟈기쟈기
P1 	: 지금은 얼마 남았다구 뜨는뎅?!
P0 	: {share:photo}
P0 	: 지금은 이케 떵....
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 진쨔 긁적긁적이당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아
P1 	: 알게따
P1 	: {share:photo}
P1 	: 여기보먄 10분
P1 	: {share:photo}
P1 	: 여기도 10분 차이인걸보면
