# FILE DATA
ID : MDRW2100001597
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20191110
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 전문가 및 관련 종사자
sex : 남성
birthplace : 경남
principal_residence : 해외/기타
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 충북
principal_residence : 충북
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  가족>부부
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 번개치고 으스스
P1 	: 응
P1 	: 밑에 내려가자고 해서 내려갔는데
P1 	: 나가자고 엄청 움
P0 	: ㅠㅠㅠㅠㅠㅠ
P1 	: 미먼 심하고 추울까봐 안나가려고 온갖 핑계대면서 올라왔는데
P1 	: 확인해보니 공기 좋아 ㅋㅋ
P0 	: 아고 
P0 	: ㄱ럼 지금이라도 ? 
P1 	: 그래서 옷입혀서 나가려고 했는데
P1 	: 만화에 집중
P0 	: 에구 
P0 	: 기온은 몇도야 ?
P0 	: 내가 퇴근하면서 데리고 올라가서 씻길 수 있으면 좋은데 넘 늦겠지? 
P1 	: ㅇㅇ 늦지
P1 	: 11도네
P1 	: 잠깐이라도 산책 다녀와야겠다 흙놀이는 말고....(제발)
P0 	: 그래요 여보 가능한 범위에서 너무 무리하지 말고 화이팅 
P1 	: &name4& 데리고 가면 너무 힘들고
P1 	: 안데리고 가면 마음이 안좋고
P1 	: 동네 길이 너무 안좋아
P1 	: 자전거 산책하기에..ㅠ
P0 	: &name4& 두고 가 이따 내가 또 실컷 산책시켜줄게
P1 	: 차도로 다녀야하고
P1 	: 울퉁불퉁
P1 	: 저녁에 비소식이 있는데
P0 	: 그 전에 얼른 다녀오지
P0 	: 저녁 안 먹고서라도 
P1 	: 휴.. 그래
P1 	: 잊어먹은듯..
P1 	: 그냥 나가지 말아야지
P1 	: 너무 늦었고 나 힘들어
P0 	: 에구 그래요
P0 	: 집가유
P1 	: 조심히
P0 	: 응~
P0 	: 햄버거?
P1 	: 응
P0 	: 뭥?
P0 	: 메뉴
P1 	: 어디갈거야?
P0 	: 맥날
P1 	: 1955
P1 	: &name3& 맥너겟도 사
P0 	: 응
P1 	: 여보
P0 	: 응
P1 	: 몰폰중이야?
P0 	: 아니 이젠 대놓고
P1 	: 얼른 갔다와서 자
P0 	: 응ㅇ 일기 좀 쓰도
P0 	: 여보는 왜 안 자 ㅋㅋ
P1 	: 아 ㅇㅋ
P1 	: 자야지
P1 	: 방금 재채기 참음
P0 	: 대단하다
P0 	: {emoji}
P1 	: 자는거 아니지?
P1 	: 난 잔다
P0 	: {emoji}
P1 	: 잘자{emoji:♡}
P1 	: 여보 회사 공동현관 비번 뭐야?
P1 	: 자유출입 가능?
P0 	: &num&
P0 	: 아
P0 	: 경비원이 열어줄걸
P1 	: 택배기사님들 다 알지않어?
P0 	: 응
P0 	: 알아서 잘들 들어옴
P1 	: 꼭 경비실호출 해야해?
P0 	: 아니 문앞에 계셔
P1 	: 채소들 품절 풀려서 시키려고
P0 	: 웅
P1 	: 내일 새벽배송으로
P1 	: 여보 도시락도 시킨다
P0 	: 응
P1 	: 식재료를 아껴야할거 같아
P0 	: 도시락은 비싸지 않아?
P1 	: 장보는게 더 어려워질 수 있고
P1 	: 6개에 17000원 정도면
P0 	: 싸넹
P1 	: 더 심각해졌어
P1 	: 433명
P0 	: 응
P1 	: 앞으로 더 배로 늘어날걸 진단이 힘들어질만큼
P0 	: 그니까
P1 	: 아버님어머님 &name20&이랑 만나지마
P1 	: 교회 갔다온 후로
P0 	: 그랭
P0 	: 여보?나갔어?
P1 	: 응 산책
P0 	: 아앙
P1 	: 마트 도착했는데
P1 	: 밖에서부터 사재기의 기운이 느껴짐
P1 	: 뭔가 난리난 느낌
P0 	: ㄷㄷㄷ
P0 	: 여보야 싸바?
P0 	: 나 교회 카톡방 실수로 나갔네 이따 좀 초대해줭
P0 	: 쿠팡은 막 새벽 1시에 도착했다고 문자옴 ㅡㅡ
P1 	: ㅋㅋㅋ
P1 	: 냉동실에 넣었어?
P0 	: ㅇㅇ 냉동 냉장 
P0 	: 근데 넘 많아서 몇개는 아이스팩채로 차에 갖다놓음 
P0 	: 대파 같은 거 
P0 	: 1시에 한번 6시에 한번 나눠서 도착했어 
P1 	: 아 진짜? 글케 많았어?
P1 	: 부피가 컸나
P0 	: 박스가 다섯갠가
P1 	: 응
P0 	: 늘 그렇듯 완충제도 들어있고 
P1 	: 응
P1 	: 나랑 &name3&는 9시까지 잣어
P1 	: 난 오래 잤네
P0 	: 오옹
P0 	: &name3& 새벽에 계속 불안불안하더니
P0 	: 여보가 옆에서 더 자줘서 그런가
P1 	: 그런가
P1 	: 몇시에 잤어?
P0 	: &name3&?
P0 	: 여보가 먼저 잤던가
P0 	: &name3& 10시즘 잠든 거 같은데
P1 	: 난 9시에 잤고
P1 	: 여보는 몇시에 잤어?
P0 	: 난 한시 넘어서 .. 
P1 	: 왜케 늦게 자 요즘
P1 	: 설거지한다고?
P1 	: 설거지를 몇시간 하냐
P0 	: 설거지랑 정리는 한시간 정도 
P0 	: 나 혼자 일기쓰고 간식 먹고 좀 놀고 ..
P1 	: ㅋㅋㅋ그래
P0 	: 출근해야 되니까 더 오래는 못하겠고 
P0 	: ㅋㅋㅋ
P0 	: 피곤하다 근데 오늘은 안그래야지 
P1 	: 응 그러지마
P1 	: &name3& 잘 때 자야돼
P0 	: 응 ㅠ ㅋㅋ
P1 	: 오늘 날씨가 좋네
P1 	: 미먼도 없고
P1 	: &name3& 지금까지 안보고 놀다가 지금 뽀로로 봐
P1 	: 오랜만에 보네
P0 	: 응 ㅋ
P0 	: 어제 이정도 날씨였으면 같이 공원이라도 가는데 
P0 	: 밤엔 또 비오네 아쉽게 
P0 	: TMI : &address&면에는 &name3&랑 동갑인 아기가 30명뿐이다 
P1 	: 어떻게 알아?
P1 	: &address&면 전체?
P1 	: &address&면 큰데...ㅋㅋ
P0 	: 응 인구통계 데이터 보니까 
P0 	: 옆에 &address&동이나 &address&읍 같은 덴 몇백명씩 있는데
P1 	: ㅋㅋㅋㅋ심각하네 진짜
P1 	: 근데 바로 앞집에 또래가 있다니 신기하군
P0 	: 그치 ㅋㅋ 
P1 	: 이럴때일수록 다치지 말아야지
P1 	: 라고 생각했는데 바로 다침ㅋㅋ
P1 	: '이 칼은 낡아서 베이면 파상풍 걸릴거 같은데?' 했는데 베임
P1 	: 크게는 아니지만..
P1 	: 마음이 싱숭생숭해서 더 그런거 같애
P0 	: {emoji}
P1 	: 택배 온거 정리하다가
P1 	: 근데 아주 살짝이야
P0 	: 응 ㅠㅜ
P0 	: 조심해여
P0 	: 밥응 먹었어ㅡ
P0 	: ?
P0 	: &name3& 자나
P1 	: 응
P1 	: &name3& 자
P0 	: 응응
P1 	: 도시락 온거 먹었어?
P0 	: 오늘은 식당쿠폰 마지막꺼 썼어
P1 	: ....그 그래
P0 	: 이번주 남은 날들이 날씨가 별로인 거 같아서 외출은 오늘로 마지막 하려고 
P1 	: 그래 이제 외출하지마
P0 	: 응응
P0 	: 애들이랑 산책했어?ㅋㅋ
P1 	: 응
P0 	: 산책 경로 보니까 고생했넹 
P1 	: 그래?ㅋㅋ
P0 	: 평소 코스는 쭉쭉 길따라 뻗어가는데 
P0 	: 이건 미세하게 꾸불꾸불꾸불꾸불
P1 	: ㅋㅋㅋㅋ
P1 	: 캠핑의자에 앉아있으니까 좋다
P0 	: 무슨의자? 
P1 	: 쭈구려앉지 않아도 돼고
P1 	: {share:photo}
P0 	: 아 그걸 들고 갔어?ㅋㅋ 
P0 	: 아니 마당에서 놀고 있는 건가?
P1 	: 응 마당이야
P0 	: 흙놀이는 아직이었구나 
P0 	: ㅋㅋㅋ
P1 	: &name3& 것도 하나 사야겠어
P1 	: 작은 캠핑의자
P0 	: ㅋㅋㅋㅋㅋ
P0 	: &name3&가 안 앉아있지 않나 
P1 	: 구래도 언젠가
P0 	: 응 ㅋㅋ 
P0 	: 바람은 안 불어? 
P1 	: 다같이 바다나 숲에 가서 앉아서 놀 날이 오겠지
P0 	: 오오
P1 	: 안불어
P0 	: ㅋㅋㅋ
P1 	: 엄청 따뜻하네
P0 	: 우왕 ㅋ
P1 	: 마스크 잘 쓰고 산책했어
P1 	: 기특하면서 짠함
P0 	: 오 30분 내내?
P1 	: {share:photo}
P1 	: 응
P1 	: 코 밑으로 내리기도 했지만
P1 	: 어쨌든 잘 함
P1 	: 스웩
P1 	: {share:photo}
P0 	: 대단
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 간지
P0 	: 장난아닌데
P0 	: 힙
P0 	: 모자 잡고 있는 사진 넘 멋지다
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋ프사 할거 같은데 여보
P0 	: 들킴
P1 	: 남자는 주방놀이 스웩
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 집에서봐유
P0 	: {emoji}
P1 	: 응 조심히 와
P1 	: 여보
P1 	: 출근 잘했어?
P0 	: 응
P0 	: 잘잤어요?
P1 	: 응
P1 	: 비가 많이 오네
P0 	: 그렇넹
P1 	: 여보
P1 	: 나 당분간 인터넷을 안하려고
P1 	: 카톡도 네이버도 유튜브도 인스타도
P1 	: 다 지웠어
P1 	: 불안해서 미치기 전에
P0 	: 그래요
P0 	: 카톡은 왜?
P1 	: 그냥 모르고 계속 집에서 지낼래
P1 	: 연락도 안하고 싶어
P1 	: 뭐 연락이라 해봤자 여보랑 &name18&이 밖에 없지만
P1 	: 소식 주고 받는 것도 힘들어 지금은
P0 	: 그래그랭
P0 	: 그럼 나랑은 문자?
P1 	: 응
P1 	: 전화해
P1 	: 필요할 때
P0 	: 그랭그랭
P1 	: 하루종일 안좋은 소식들로 생각으론 이미 여러번 죽었어
P0 	: 카톡 상태메시지에 쓸거야? 카톡 안한다고 
P1 	: 응
P0 	: 여보가 죽었다고? 
P1 	: 죽는 시나리오까지 간다고
P0 	: ㅇ에구 그래
P1 	: 여보가 판단해서 내가 꼭 알아야 할 일들만 알려줘
P0 	: 응 그럴게
P0 	: 그림도 그리고 뜨개질도 하고 &name3&랑도 더 놀고 그리해요 
P0 	: 책도 읽고 스트레칭도 하고 
P0 	: 여보 &address& 어머님아버님이랑은 애초에 카톡 잘 안했지? 
P1 	: 응
P1 	: 안녕
P0 	: 여보
P0 	: 오늘 하루도 잘 보내고 
P0 	: 이따 연락할게용 
P1 	: 응
P0 	: 사랑행
P1 	: 사랑해
P0 	: {emoji}
P1 	: {share:photo}
P1 	: 미춰버려
P0 	: {emoji}
P0 	: {share:photo}
P0 	: {share:file}
P0 	: 1주차
	  감정코칭이란
	  
	  1교시: 감정코칭이 필요한 이유
	  2교시: 스트레스와 감정의 관계
	  3교시: 감정과 이성의 관계
	  --------
	  2주차
	  주요 감정
	  
	  1교시: 분노
	  2교시: 슬픔
	  3교시: 불안, 수치심
	  --------
	  3주차
	  감정이란 무엇인가
	  
	  1교시: 감정은 정보이다
	  2교시: 생각이 감정을 만든다
	  3교시: 감정은 해소를 요구한다
	  --------
	  4주차
	  해소되지 못한 감정의 영향
	  
	  1교시: 감정은 귀신이다
	  2교시: 지각의 왜곡 및 신체 증상
	  3교시: 감정을 안전하게 해소하라
	  --------
	  5주차
	  양육과정에서의 감정코칭
	  
	  1교시: 1단계 자녀의 감정을 알아차린다
	  2교시: 2단계 기회 활용과 3단계 공감한다
	  3교시: 4단계 표현 돕고 5단계 해결책 찾기
	  --------
	  6주차
	  감정 대화
	  
	  1교시: 선해소 후해결
	  2교시: 감정 대화 전에 알아야 할 것들
	  3교시: 효과적인 감정 대화법
	  --------
	  7주차
	  인간관계에서 느끼는 감정
	  
	  1교시: 관계에 소속되는 방법
	  2교시: 관계를 위협하는 감정: 시기심
	  3교시: 영화 인사이드아웃을 통한 감정
	  --------
	  8주차
	  부모자녀관계에서 감정
	  
	  1교시: 부모 귀신
	  2교시: 부부관계가 자식관계에 미치는 영향
	  3교시: 부모와 자녀 관계를 회복하는 방법
	  --------
	  9주차
	  부부관계에서 감정
	  
	  1교시: 부부갈등의 핵심 원인
	  2교시: 부부관계 회복의 핵심
	  3교시: 감정대화를 통한 부부관계 개선법
	  --------
	  10주차
	  연인관계에서 감정
	  
	  1교시: 사랑과 짝사랑
	  2교시: 완벽한 사랑은 없다
	  3교시: 실연의 아픔에서 벗어나는 방법
	  --------
	  11주차
	  상처와 감정
	  
	  1교시: 상처받았을 때 감정 변화
	  2교시: 상처를 치&name3&기 위한 방법
	  3교시: 상처회복의 핵심: 나와의 관계
	  --------
	  12주차
	  조직에서 감정
	  
	  1교시: 상사와 부하 사이의 감정
	  2교시: 협상에서의 감정
	  3교시: 성취에서의 감정
	  --------
	  13주차
	  감정 노동
	  
	  1교시: 감정 노동이란
	  2교시: 감정 소진
	  3교시: 현명한 감정 노동 대처법
	  --------
	  14주차
	  발달시기에 따른 감정
P1 	: ㅇㅋ
P0 	: 졸업 전에 전공과목들 맛이라도 봐두자 ㅋㅋ 
P1 	: 40분만 해 추우니까
P0 	: 웅
P0 	: 오래 걸릴 거 같아?
P1 	: 응
P1 	: 여기저기 문제가 많대
P1 	: 연식도 오래되고
P0 	: {emoji}
P0 	: 그럴 거면 &name3& 나가는 게 나으려나
P1 	: 응
P1 	: 오래 걸린대
P1 	: 그냥 와서 옷 입고 나가
P0 	: 그랭
P0 	: 아까 그 싫어 비슷한 단어는 트럭
P0 	: 치러
P1 	: 트럭이야?
P1 	: 치러가 트럭?
P0 	: 그런거같아
P1 	: ㅋㅋ집앞에 진짜 트럭 보고 뭐래?
P0 	: 응 신났어 치럭치럭
P0 	: 밖에 나가서 보고 왔잖아
P0 	: ㅋㅋㅋ
P0 	: 오오오
P1 	: ㅋㅋ귀여워
P0 	: 이러면서
P1 	: 찍었어?
P0 	: 핵심적인 건 못 찍었어 ㅠ
P1 	: 까비
P1 	: 여보 일 안해도 돼?
P1 	: 그냥 들어와서 &name3& 재울까
P1 	: 졸려하나
P0 	: 아직 멀었대?
P1 	: 거의 다 끝난거 같애
P0 	: 아니 지금은 신나
P1 	: 근데 아직 뭐가 좀 남은 느낌
P0 	: 그리고 따신 물 나와야 씻기니까
P1 	: ㅇㅋ
P1 	: 여보 어디있대?
P0 	: ?
P0 	: 마당에
P1 	: 아 안보여서
P1 	: &name4& 좀 만져줘
P0 	: 일하는 중 잠만 ㅋㅋㅋ
P1 	: 아하
P0 	: 9.6만원?
P1 	: 응 어떻게 알았대?
P1 	: 끝났어 들어올 준비해
P0 	: 응응
P0 	: 차 안에서 노는 중이야
P1 	: 맥날은?
P0 	: 이제 갈거야
P1 	: 나 게산하러 대기중
P0 	: 우리 이마트 왔음
P0 	: 곧 나오나? 약국 다녀왔어?
P1 	: 안전문 한개 열려있으니까 &name3& 잘 봐
P1 	: 자?
P0 	: 아니
P1 	: &name5&아 자니?
P1 	: 지금 자고있진 않겠지..? 자나?
P1 	: 아 &name1&한테 보냈네 ㅋㅋ
P1 	: 뭐야 &name1& 안자네?
P0 	: 진동에 깼어
P1 	: 곧 당근 거래하러 누가 올건데 여보가 나가줘
P1 	: 여보?
P0 	: 응 지금?
P1 	: 음.. 한 10분 뒤?
P0 	: &name4& 응가했어?
P1 	: 응 했어
P0 	: 또했네 ㅋㅋ
P1 	: 응 요즘 투똥 싸
P0 	: 아무도 엄썽
P1 	: 오 나도 올라가?
P0 	: 응
P0 	: 인터폰 누른 뒤 엘베
P0 	: 타야돼
P1 	: 어떻게? 번호 없어?
P0 	: &num&
P0 	: 그리고 30층
P1 	: 2층 밖에 없어
P1 	: 엘베를 바꿔 타야하나
P0 	: 그 엘베 말고
P0 	: 그 옆으로 돌아가면
P0 	: 인터폰 먼저 눌러야 타는 엘베
P0 	: 있엉
P1 	: 들어왔어
P0 	: 30층~
P0 	: 마스크사러갈게
P1 	: 화의 벌써 끝?
P1 	: &name3& 이제 잠드는중
P0 	: 응응
P1 	: 다시 전화해보고 가
P0 	: ㅇㅋ
P0 	: 대박
P0 	: 내가 마지막
P1 	: 오오오 여보 사고 똑 떨어졌대?
P1 	: 2개 샀어? 줄섰어?
P0 	: 여보 나갔어?
P1 	: 응 &name4& 잠깐 산책시키고
P1 	: 커피 사들고 저수지 반대편 왔어
P1 	: 차에서 커피 마시다 가려고
P0 	: 응응
P1 	: 라끄드보통 앞에 세웠는데 방 와이파이가 잡히네ㅋㅋ
P1 	: 개꿀
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: &name3& 안깼어?
P1 	: 회의 끝났어?
P0 	: 응 끝났고 안 깼어 아직
P1 	: 오키
P1 	: 나 좀 놀다 갈게
P0 	: 응 푹 쉬어
P1 	: {share:photo}
P1 	: 풍경 좋네
P0 	: 앙
P0 	: 경치 좋은 우리 동네
P1 	: 여튼 안뇽
P0 	: 더 누려야되는데 사는동안
P0 	: 응응
P0 	: 여보 자나요
P1 	: 아니
P0 	: {emoji:씨익}
P1 	: 왜?
P0 	: 그냥
P0 	: 먼저 자면 인사하려고 햇졍
P1 	: 응 자면 얘기할게
P0 	: 응~
P1 	: 여보
P1 	: 계단에 &name4& 밥 둘게
P1 	: &name4& 밥 좀 줘
P0 	: 응응
P1 	: 12시에 판매한대 ㅠㅠ
P0 	: 전화 안하고 갔어?
P1 	: 응 ㅠ
P1 	: 나 그럼 옆에 은행업무 좀 보고 사가지고 갈게
P1 	: 혼자 괜찮겟어?
P0 	: 그래요
P0 	: 응
P1 	: 시간 맞춰와도 줄 엄청 서네
P1 	: {share:photo}
P0 	: 거기 직장인 많은동넨가보다
P0 	: 여전히 줄 서는 중?
P1 	: 응 근데 판매중이라 줄어드는 중
P0 	: 응응
P1 	: 그래도 기업은행 &affiliation& 계좌 해지하고
P1 	: 40만원 발견
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 대단
P1 	: 벌써 45분이야???
P1 	: &name3& 울거 같은데...
P0 	: 20분밖에 안 지났네
P0 	: 아까 25분부터 놀았어
P0 	: 여보 몇시에 출발해야돼?
P1 	: 아 그래?
P1 	: 글쎄.. 30분 전?
P1 	: 20분 걸리니까.. 2시 25분 출발 생각해야지
P0 	: 아앙
P0 	: 2시 10분 즘에 내려갈게
P1 	: 근데 추워서
P1 	: 들어가야할거 같애
P1 	: 바람이 너무 추워
P0 	: 에구
P1 	: 여보
P1 	: &name3& 자지?
P0 	: 응
P1 	: 나 집에 왔는데 &name4& 산책 하고 올게
P0 	: 응응
P0 	: 드디어 우엉 한 조각 먹이기 성공
P1 	: 축하해
P0 	: 많은 당면 속 진짜 작은 한 조각이었는데 입에서 한참 골라내더니 당면 다 삼키고 혀로 우엉 골라내서 뱉을뻔 했는데 갑자기 마지막에 삼킴
P1 	: ㅋㅋ씹은게 아니라 삼킨건가
P0 	: 응 ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 근데 두번째는 음슴 도무지 안 넘어가네 ㅋㅋㅋㅋ
P1 	: 내 기업은행에 30만원(e카드결제) 이체, 여보 신한카드 결제액+10만원 남기고 cma로 보내줘요~
P1 	: 카뱅 &card-num& 계좌로 96,000원 이체
P0 	: 담주 사무실 출근 ㅠㅜ
P1 	: 노우~~~
P1 	: {share:info}
P0 	: 난 침대
P1 	: 오잉? 뭐야 ㅋㅋ 똥 싸러 1층 간줄 알았어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 잘거야?
P1 	: 뭐 거기 누워있으면 자겠지 ㅋㅋ 잘자
P0 	: 일단 찜질중인데 ... 노곤노곤
P1 	: 얼마 안남은 오후의 낮잠을 즐기라고
P0 	: {emoji}
P1 	: 잘자
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ응 여보는?
P1 	: 난 과일 정리해야지
P0 	: 응 ㅠ그래도  좀 쉬어
P1 	: 응 쉰 다음에..
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: {share:photo}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:photo}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P1 	: 포크리 왔다
P0 	: 헐 어디 자려고 누웠는데
P1 	: {share:photo}
P1 	: 그때 거기
P0 	: &name3& 자고 일어날 때까지 있으려나
P0 	: ㅋㅋㅋ
P1 	: 모릊
P1 	: 응가 크게 함
P0 	: 방ㄱㅁ?
P1 	: 응
P0 	: 쉽게?
P1 	: 쭈구려 앉아서 싸더라
P1 	: 응
P0 	: 오오
P1 	: 많이 발전했어
P0 	: 키야
P1 	: &name3& 조끼 입혀서 재워
P1 	: 밤엔 이불 안덮더라 못덮는거겠지
P0 	: ㅇㅇㅇㅇㅇㅇㅇ
P0 	: &name3& 자전거 대문 안에 두고 가요
P1 	: 응
P1 	: {share:photo}
P1 	: &name4& 쉬를 누이기 위해 내 허리를 희생했어
P1 	: 막 쉬 마려워서 텐트 밖에 나와 있고 나가니까 후다닥 가더라
P1 	: 바로는 안쌌지만.. 쉬도 하고 응가도 하고
P1 	: &name3&는 오랜만에 가방에 타고 산에도 가고 포크리랑 불도저도 봄
P1 	: {share:photo}
P1 	: {share:photo}
P1 	: 새로운 길을 발견해서
P1 	: 어제 본 불도저랑 트럭이 이집꺼 같애
P0 	: ㅋㅋㅋㅋㅋㅋ와
P0 	: 여보 힘내 ㅠㅜ
P1 	: 응 오전에 쓸 힘은 다 소진..
P1 	: 근데 날씨가 너무 좋아서 안나갈 수가 없었네
P0 	: 응 ㅠㅜ ㅋㅋ
P1 	: 빨리 &name4& 좀 풀어줬음 좋겠다
P0 	: 응 ㅠㅜ
P0 	: 이틀인가
P1 	: 근데 딱 일주일만에 독성이 사라진다는 보장도 없고.. 비가 한번 오면 좋을거 같은데 비소식은 없네
P0 	: 그러게
P0 	: 또 이럴 땐 비가 안 오나
P1 	: 예보를 보고 비가 언제쯤 올거를 예상하고 뿌리면 좋았을텐데
P1 	: 어머님이 그냥 삘받은 날 뿌리심..
P0 	: 그치
P1 	: 어쩔 수 없지뭐 조금만 더 참아야지
P1 	: 아침이 좀 힘드네
P1 	: &name4&가 일어났을 때 쉬가 마려울텐데
P0 	: 보통은 일어나자마자 집 뒤에 가고 그러겠지?
P1 	: 응
P0 	: 싸바해요 밥 먹었어?
P1 	: 응 아직 안먹음
P1 	: &name3&가 과일 빵을 잔뜩 먹어서 밥 안먹을거 같애
P0 	: ㅋㅋㅋㅋ
P0 	: 계란이라도 줘 그럼
P0 	: 난 쓸쓸한 냉동밥을 먹으니 여보랑 &name3&랑 먹던 따뜻한 점심이 더 감사하게 느껴진다
P1 	: 나는 달래장에 김싸먹고
P0 	: 그리고 사무실 넘 추워 ㅠ
P1 	: &name3&는 간장에 김싸서
P0 	: 아앙
P1 	: 에구
P1 	: 재택근무 하는 회사..ㅠㅠ
P0 	: ㅜㅠㅜㅋㅋㅋㅋ
P0 	: 아침에 마스크 사느라 줄 오래 섰는데
P0 	: 그나마 실내 몰 같은 데라 다행이엇ㄱ지만 그래도 추워서 막 혼자서 제자리 걸음
P0 	: ㅋㅋㅋㅋㅋ
P1 	: 그렇게 추웠어?
P1 	: 다들 마스크 사느라 고생이네
P1 	: 업무시간에 나간거야?
P0 	: 응응
P0 	: 여기 직장인 수에 비해 약국이 몇개 없어서
P1 	: 그래 잘했어
P0 	: 9시부터 줄이
P0 	: 소형 있나 물어봤으나 아수ㅏㅂ게도 없다고
P1 	: 응
P1 	: 없나봐
P1 	: 45분동안 계속 안자고 딴짓해서 그냥 나왔어
P1 	: 오늘 일찍 일어나서 아깐 졸려하더니
P1 	: 짜증나네
P1 	: 아직도 안잠
P1 	: 아씨
P1 	: 8시 전에 일어나놓고 왜 안자는겨
P1 	: 똥도 쌌는데
P1 	: 그냥 포기하자나 4시에 잘거 같아서
P1 	: 아 짜증나 진짜
P0 	: {emoji}
P0 	: 4시에 자도 괜찮아 밤엔 내가 재울 테니
P0 	: 여보가 괴로워하지마요
P0 	: 퇴근해요
P0 	: &name3& 낮잠 잤어?
P1 	: 응 조심히 와
P1 	: 응
P1 	: 아직도 자는중
P0 	: 응응 ㅋ
P0 	: &name3&를 두고 나갈 븐의기는 아니다
P1 	: 왜?
P0 	: 두 분 이야기를 진지하게 하시는데 &name3&는 혼자 책상 막 올라가고
P1 	: 그럼 위에 올려두고 가
P1 	: 여보 나 &name4& 쉬 누이거 올게
P1 	: 금방
P0 	: 응
P1 	: 말 좀 해?
P1 	: ㅋㅋㅋ
P0 	: 응 좀 바빠서
P1 	: 아 오킹
P0 	: 미안해용 ㅋ
P0 	: 싸바해?
P1 	: 응 오늘 넘 일찍 시작해서 그런지
P1 	: 왜케 시간 안감...
P1 	: &name3&도 일찍 일어나서 그런지 좀 몽롱해하고
P0 	: 우리 여보가 고생이 많아
P1 	: 응? 갑자기 그래서 뭔말인가 했네
P1 	: {share:photo}
P1 	: 맥심 손잡이 있어?
P1 	: ㅋㅋㅋ
P0 	: 오
P0 	: 이따 해봐야겠다
P0 	: 밥먹었어?
P1 	: 응 방금
P0 	: 응 잘했엉
P0 	: &name3& 졸리겠네
P0 	: 일찍 깨서 더더욱
P1 	: 응
P1 	: 생선 만졌는데 손 안닦였다;;;
P1 	: 자동차에 다 묻었겠네
P0 	: &name3&?
P1 	: 응 고등어 구워먹었어
P0 	: 아앙 ㅋㅋㅋ 아이고
P1 	: 역시 졸려해서 안방 왔는데 30분째 노는 중
P0 	: 어여 자장 우리 아가
P1 	: 잠들었다
P0 	: 오오
P0 	: 퇴근해요
P0 	: {emoji}
P1 	: 조심히 와
P1 	: 다시 자는거 같은데 들어가지 말아야게다
P0 	: 오옹
P1 	: 아무소리도 안나
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 몇분 됐어?
P0 	: 5분?
P1 	: 다시 자나봐
P0 	: 신기
P0 	: 여보
P0 	: 택배
P0 	: 내 전화번호로 예약했어?
P0 	: 비번이 &num& 아닌가
P0 	: 왜 안되지
P1 	: 아직 예약 안했어 벌써 편의점이야?
P1 	: 점심 때 갈 줄 알았는데
P0 	: 아 어베 했다고 하지 않았나
P1 	: 전화번호를 안알려줘서
P0 	: 아앙
P1 	: 물어봤는데 대답이 없어
P0 	: 그랭
P1 	: 지금 밖에 시간이 없어?
P0 	: 아냐
P0 	: 이따 또 나오면 돼
P1 	: 뭐 안돼면 퇴근 후에 해도 돼
P0 	: 온 김에 도시락 하나 사먹을게
P1 	: 그래
P1 	: 마스크는?
P1 	: 지금 사게?
P0 	: 사려고 나왔다가 줄 너무 길어서 나중에 다른 데 가게
P1 	: 그래
P1 	: 오늘 아침... 청소 엄청 했네
P1 	: 먼저와의 전쟁 같다
P1 	: 청소기는 꼭 필요한 것인듯
P0 	: 고생했네요 
P1 	: 좋은 청소기를 사잨ㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그렇구나 
P1 	: 24평 이하로 이사가면 그때 없애자
P0 	: 여보의 생각이 바뀌어서 신기하다 
P1 	: 장단점이 다 있으니까
P0 	: 응응
P1 	: 글구 밑에 청소기는 &name4&가 안무서워하는거 같애
P1 	: 같은 공간에 있으면 어떨지 모르지만
P1 	: 무서워해도 그냥 적응시키고 싶다
P0 	: 응응 1층 청소기는 소리가 많이 다른듯
