# FILE DATA
ID : MDRW2100001603
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20200926
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>현 거주지 지인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P1 	: ㅅㅂ ㅜ뭐하는데임?
P0 	: 아
P0 	: 안바도된다
P1 	: 타투
P0 	: 떼잉
P1 	: 였노
P1 	: 아왜요,,
P0 	: 어케알앗노
P1 	: 봤는데,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 ㅎ
P1 	: 흑흑..
P0 	: 아니 피드에서
P0 	: 광고떠서 바로 보내기하고
P0 	: 구경중인데
P0 	: 아니 구경할게없노
P0 	: 도안만 올라와있네
P1 	: 줜나 급해서
P1 	: 안보면
P1 	: 사라지는건줄
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그 자동으로 없어지는거,,,
P1 	: 저번에 당한거,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 24시간 내에 뻘리 서둘러서 봐얀다노;
P0 	: 그거 보는것도
P0 	: 두번밖에안돼
P0 	: {share:photo}
P0 	: 왜 작업자라하지??
P0 	: 작업자가
P0 	: 저거 그린사람아냐??내가 뜻을 잘못안거냐???
P0 	: {share:photo}
P0 	: 도랏노
P1 	: ㅋㅋㅋㅋㅋㅋㅅㅂ
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 그럼 저사람은
P1 	: 도안만 그려주는 사람이냐노,.?
P1 	: 뭐지 ㅎ;;;
P1 	: 홀 무료료 작업한대
P1 	: 뭐노?
P1 	: 아 저샇람한테 배우면서하는거아님? 저 도안만 줜나게 연습했나?
P1 	: 뭐노
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 줜나게 연습이
P0 	: 개웃기네
P0 	: 문닫고 가시나 맹연습
P0 	: 이거같애
P1 	: 그건 뭐노 ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 칫솔살균기 샀는데
P1 	: 후회되노,,,
P0 	: 치약이
P0 	: 살균해줄텐데
P0 	: 환불갖
P0 	: 가즈아
P1 	: 이미,,,까서 충전중이라노,,,흑흑
P1 	: 충전하니까 후회되노,,,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
P1 	: ㅠㅠ내 돈,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 후대용임?!
P1 	: ㅇㅇㅇㅇ 회사에서 쓰려고,,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 근데 있어야될 것 같긴하고,,, 
P0 	: 기왕산거
P0 	: 잘쓰라고,,,
P0 	: 아니면
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 당근,,?
P1 	: ㅅㅂ ㅋㅋㅋㅋㅋ
P1 	: 당근에 내노면
P1 	: 헐값에
P1 	: 내노ㅘ야해서
P1 	: 슬픔
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 야너
P0 	: 크로플
P0 	: 먹어봄,,?>
P1 	: ㅋㅋㅋㅋㅋㅋㄹㅇ 마눤넘으면 안사더라
P1 	: ㅅㅂ 존나 맛있어
P0 	: 시바 혓바닥이
P0 	: 크로플이면 좋겠다
P1 	: 보기만해도
P0 	: 줜내 맛있네
P1 	: 글씨
P0 	: 오늘 첨 먹어봄
P1 	: 헠헠
P1 	: 맛있겠다
P0 	: 밑에\
P0 	: 카페에서
P0 	: 1900원이길래
P0 	: 아 살말? 하다가
P0 	: 샀는데
P0 	: 개도랏노
P1 	: 야 그 인터넷에
P1 	: 서
P1 	: 뭉탱이로사,,
P1 	: 가끔 콧멍에 올라와,,
P0 	: 와플기계가
P0 	: 없는걸
P0 	: ㅠ
P1 	: 잘 보고 훌렁 사셈
P1 	: 아
P1 	: ㅠ
P1 	: 하나사
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ훌렁사래
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 요즘 싼건 싸던데,,
P0 	: 장바구니가
P1 	: 와플기계나 사줄껄 그랬노
P0 	: 점점 늘어나노,,
P0 	: 그러기엔
P1 	: 와플기계에
P0 	: 발쿠션
P1 	: 전 부쳐먹는사람
P0 	: 줜내 잘쓰는중임
P1 	: 봄?
P1 	: ㅅㅂ
P0 	: 존나
P1 	: 존나 
P0 	: 배운사람
P1 	: 미쳤음
P0 	: 그거사면
P0 	: 걍 오키로찔 각오
P0 	: 하라는데
P1 	: 다 눌러 먹을거임''';;
P0 	: 나 2키로 쪄ㅑ서
P0 	: ㄹㅇ 얼굴
P0 	: 달덩이됨
P0 	: 억울하다 왜 다 얼ㄹ굴로가노
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅅㅂ 얼굴로가는게 낫지않냐고요,,
P1 	: 흑흑
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 난 다 배로가서 옷입을때마다 고통
P1 	: 스럽다노
P0 	: 속이기도 안된다고요ㅠ
P1 	: 뭔데 띄어쓰기
P0 	: 너
P0 	: 창밖보임??
P0 	: 하늘 줜내 홀릐함
P1 	: ㅇㅇㅇㅇ
P0 	: 아 음료수
P0 	: 사지말고
P0 	: 크로플이나 두개살걸,,
P1 	: {share:photo}
P1 	: 하늘은
P0 	: {share:photo}
P1 	: 안보인다노..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 존나
P1 	: 제모옥은
P0 	: 정직하네,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 창밖보이냬서
P0 	: 알았다했었내,,
P1 	: ㅋㅋㅋㅋㅋㅋㄹㅇ 창밖보임,,
P0 	: 뭔 메일이
P0 	: 열두개나왔어 이러고 보니깐
P0 	: 다 웹툰 결제네;
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 웹툰 공자로 뭐 줘도 한번도 미리보기한적없음,,,
P1 	: 다음주의 내가 너무 심심해질까봐
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아예 새로운걸
P0 	: 파보는건 어떻노
P0 	: 나 쩌리에 가끔 웹툰 추천 올라오면
P0 	: 그거 정주행하느라
P0 	: 날밤깜
P1 	: 나 근데 넷플보기도 시간 부족함~!~!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 홀 케즈
P1 	: 어떤건 보다가 넘 재밌어서 몰아봐야지하고
P0 	: 없어진대
P1 	: 헐
P1 	: 신발?
P0 	: ㅇㅇㅇㅇㅇ
P0 	: 지금 세일한다
P1 	: 미친
P0 	: 버킷백이거
P0 	: 막생이랑 에트에서
P0 	: 대란났던건데
P0 	: {share:photo}
P0 	: 아니
P0 	: {share:photo}
P0 	: 존나크네
P0 	: 왜 모바일버전이노
P0 	: 늘릴ㄹ대로 늘려서 다 깨진것봐
P0 	: 아뭐노
P0 	: 홍보래 시벌
P0 	: 철수 아니래
P1 	: 아뭐노
P1 	: 놀래서
P1 	: 허겁지겁 검색해봤는데
P1 	: ㅅㅂ ㅠ..ㅋㅋㅋㅋㅋ
P0 	: ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 존나
P0 	: 살다가,,, 살다가진짜 어려워지면
P0 	: 나도 아이디 팔고 날려버려야지,,, 그럼 돈은 생기는데
P0 	: 인생의 낛이 사라지겠지,,?
P0 	: 그럼 난 뭘 보고 사노,,?
P1 	: 다음카페 아이디를 판다고,,?
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 얼마노,,
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 몇십하는걸로
P0 	: 안다노
P0 	: {share:photo}
P0 	: 지금 햇살 대박임
P1 	: 그래,,?
P1 	: 여긴 벌써 해가 지고있는데,,?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {share:photo}
P0 	: 퍽헉
P0 	: 헉헉
P0 	: 퍽뭐여
P1 	: 저거 말린꽃 
P1 	: 말렸든뭐든 벌레 안생김???
P0 	: 말린꽃아니고
P0 	: 생화라노
P0 	: 양귀비는
P0 	: 조화라노
P0 	: {emoji}
P1 	: 저거 저러고 언제버령,,?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 시들면
P0 	: 버리는데
P0 	: 못생기게 시들면
P0 	: 가차없이 버리고
P0 	: 좀 괜찮은데,,? 싶으면 제대로 말려다가
P0 	: 한 1~2년 보다가 버림
P0 	: 잘 보관하다가도 2년 넘어가면
P0 	: 갑자기 벌레 생기더라ㅠ
P0 	: 근데 꽃 존나 ㄴ조심해야함 벌레가 알 까면
P0 	: 아무도 모르는데
P0 	: 작년에 꽃다발에 있던 거베라에서
P0 	: 2주 멀쩡하다가 진짜
P0 	: 이만한 꽃에서 이만한 애벌레가 나온다고?!?!;;; 싶은 에벌래
P0 	: 두 마리나
P0 	: 나옴 
P0 	: ㅅㅂ'
P0 	: ㄹㅇ
P0 	: 배추흰나비 애벌레가 초록인애냐???
P0 	: 조온나 연두빛 도는 초록애벌레나옴
P0 	: 으
P1 	: ㄹㅇ
P1 	: 꽃 말린거에서 맨날 벌레나와서
P1 	: 생화 집에 안들임;;;
P1 	: ㅠ 언제 생긴지도 모르게 벌레 나와
P0 	: {share:photo}
P0 	: 도랏멘 뭐야ㅠㅠㅠㅠㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㄹㅇ 꽃 잘못 마르면
P0 	: 벌레 조온나 많이생김 ㅠ
P0 	: 까만거냐??!
P1 	: ㅇㅇㅇ까맣고 엄청쪼끄만한데
P1 	: 엄청 많아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅅㅂ 꽃가루 말라미틀어진건줄알았는데 움직여서 줜나 식겁했음
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ으미친 움직인다고
P0 	: 나는 다 디진것만 봤음 ㅠ
P0 	: 그거 쓸어모으면
P0 	: ㄹㅇ 걍 먼지
P1 	: 야야 그
P1 	: 언니 &name4& 오리 옷 산거
P1 	: 언니 친구 쇼핑몰 오픈해서 첫손님으로 산거래 ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 넘 귀엽,,,, 오리발 붠나기엽네ㅠㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 딱맞는걸로
P0 	: 잘골랐노,.,,
P0 	: 야나 &name5&이랑
P0 	: 샹그릴라에서 자장면 포장해와서 먹었는데
P0 	: 여기 그릇들 제대로 안 씻나 저ㅏ장면 먹는내내
P0 	: 바다냄새 개오졌어
P0 	: 맛은 있는데
P0 	: 그리고 사장직원들존나별로임 ㅅㅂ
P0 	: 내가 배민오더로 주문했다니깐
P0 	: 뒤에가르키면서
P0 	: 존나무표정으로
P0 	: 저기. 이러고 포장해둔거 들고가라함
P0 	: 친군줄알았노
P1 	: 맞아 거기 한명 싸가지없믄 아줌마있어
P1 	: 난 포장이나 배달론 한번도 안시켜봄
P1 	: ㅋㅋㅋㅋㅋ
P1 	: {system:delete}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 남사장이어ㅛ다노ㅠ
P0 	: 나 자장면 먹고
P0 	: 계속 배아프다노
P0 	: 친구는 장튼튼이라 멀쩡하다는데
P0 	: 존나 허겁지겁 먹었더니,{emoji:♥},
P0 	: 하트머노
P1 	: 거기 짬뽕 존맛인데 흑흑,,,,,
P1 	: {emoji}
P1 	: 탕수육도 존맛닌데
P1 	: 흑흑
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 쟤원래 저엏게 빨리 썰었냐,,,?
P0 	: 짜뽕
P0 	: ㄹㅇ 살면서
P0 	: 한분도 주문해본적없다야
P1 	: 미용했더니 수욤은 옶어졌는데
P1 	: {share:video}
P1 	: 더 시코매죠서
P1 	: 수염같름
P1 	: ㅌㅋㅋㅌㅋㅋㅋㅋ
P1 	: {share:photo}
P1 	: 그치않냐
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 앉으라는데 안듣넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 
	  섬네일이
P0 	: 줜내귀엽네
P0 	: 한
P0 	: 네번
P0 	: 연달아서
P0 	: 보고왔음
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋ혀낼름 하는거,,,?
P0 	: 다섯번재중임
P1 	: ㅋㅋㅋㅋㅋㅋㅅㅂ 그만보라노
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아왜 달려가는
P0 	: 돈고 줜내 귀엽고 웃기다고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 종나 허겁지겁
P1 	: 달려가 엉덩이가
P1 	: 앞발에 닿을섯 같음
P1 	: ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 몇걸음만에
P0 	: 집끝까지 달려ㅏ갓노;;
P0 	: {share:photo}
P0 	: 아 존내 고민된닥오
P0 	: 핑크색
P0 	: 내스탈은 아닌데
P0 	: 색이 줜ㄴㅐ 고움
P0 	: 다사고싶노,,
P0 	: 파란색 주황색 고민된다
P1 	: ㅅ=
P1 	: 난 빨강아님 초록
P1 	: 이쁘가
P0 	: ㅅ=므ㅏ애
P0 	: =ㅅ=
P1 	: 헉
P1 	: 장모ㅛ
P1 	: 친거임 ㅎ ...
P0 	: 아 장모래서
P0 	: 헉 장모치와와
P0 	: 닮앗따
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이럴줄알앗노
P1 	: 뭐라놐ㅋㅋㅋ
P0 	: 오타에 오타엿노
P0 	: 그래서
P1 	: 갑자기 장마피와오ㅓ가
P0 	: 머라노 칠준비
P0 	: 하고잇엇어
P1 	: 잘모
P1 	: 됐다 ...
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 둘다 뭐라노
P0 	: 제대로 치는게
P0 	: 한개도없노
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 난 제대로 친게
P0 	: 그래서고
P0 	: 너는 됐다 하나임
P1 	: ㅠ.. 나는 물묻어서 그렇다노.
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 억울하다!!!!!나는 내손 이문제냐!!
P0 	: 나는ㅁ ㅜㄹ도 안묻었는데!!!!!
P1 	: 그런거 아니냐노?
P0 	: 차암내
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 어이가업노
P1 	: 아니 빨강
P1 	: 초록하라고~~~!!!
P1 	: 클스마스같고
P0 	: 아왜~!~!~!~
P0 	: 두개사면
P1 	: 좋자녀~~!!
P0 	: 삼만원이라고~!~!~!
P1 	: 헉
P1 	: ㅅㅂ
P1 	: 야 율엄마한ㅌ0
P1 	: 부탁하라노..
P0 	: 7000원짜리 투명보다가
P1 	: 저게 왜
P1 	: 라니 왜
P0 	: 저거 보고 반해버렸어
P0 	: ㅅㅂ 괜히
P0 	: 찾아봐서
P1 	: 저걸저렇게
P1 	: ,,,
P0 	: 저 브랜드까지 알아내버려서
P0 	: 지금 찜목록
P0 	: 조낸 늘어나는중임
P1 	: 저거뮤ㅓㄴ데...? 아크릴리야...?
P1 	: 뭐노 플라스틱이노
P0 	: ㅇㅇㅇ,,,
P0 	: 아크릴이랑
P1 	: 아크릴?ㅅㅂ
P0 	: 플라스틱이랑
P1 	: ㅌㅋㅋㅋㅋㅋ
P1 	: ㅠ
P0 	: 같은거아니냐
P0 	: 다른건가
P1 	: 울엄마한ㅌ0
P1 	: 만들어달라하라노
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 야근데
P0 	: 진심
P0 	: 진지하게
P0 	: 만들가생각했는데
P0 	: 저거 재료비 사는게
P0 	: 더비쌈
P0 	: 컬러 아크릴을
P1 	: 아 드러냐?
P0 	: 어디서 구매하는데
P1 	: 한가람..?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ ㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아님 말고 ㅠ
P0 	: 아 동대문이냐고요ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 거기 뭐 별거 다생겼도랔ㅋㅋㅋㅋㅋㅋ 디씨
P1 	: 마트됐던데
P0 	: ㅇㅇㅇ
P0 	: 존나좁아졌어그리고
P0 	: 그거같음약간
P0 	: 찬장이 원래 ㅁ이만했는데
P0 	: 거기에 수납하겠답시고
P0 	: 수납정리칸
P0 	: 사서 다닥다닥 놓고 사이사이에
P0 	: 접시둔기분
P1 	: 개좁아 ㄹㅇ
P1 	: 아니 지금 엄마한테
P1 	: 물어봤는데
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 자꾸 그런거 물어보지말래
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 부담스럽다곸ㅋㅋㅋㅋㅋ
P0 	: 아나 진짜로ㅓ웃음
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 개웃기네
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 왜 다 만들 수 있냐도 물어보냐고
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅠ
P0 	: 아니
P0 	: 솔직히
P0 	: 있으시잖아;
P1 	: 부탁허는거 빼고 다만듦;;;;
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 안부탁하는것만
P0 	: 만들어주시는거냐노
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 흙흙,,,
P1 	: 줜나 심각하게 &name6&란 뭠말하나했더니
P1 	: 어머머 너 왜이렇개 미간이 넓어
P1 	: 이러고있다,,
P1 	: 그걸 이제 알았냐노,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 한두해 넓었던거냐노ㅜ
P0 	: 뽝뽝이 되가지고 그런가
P0 	: 아 니가맨날
P0 	: 뽝봑이라해서
P0 	: 빡빡이라고하면
P0 	: 이상해
P0 	: 그리고
P0 	: &name6&랑 빡빡이랑
P0 	: 안어울림
P0 	: &name6&랑 봑봑이면
P0 	: 몰라
P0 	: 봑봑뭐야
P0 	: 뽝뽝
P1 	: ㄹㅇ 엄마 뽝뽝 밀어서
P0 	: {share:photo}
P1 	: 뽝뽝이라고 표현
P0 	: 텍스트가 징그럽노
P1 	: 해햐함
P1 	: ㅋㅋㅌㅌㅋㅋ
P1 	: 뷁 같노
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 뷁이래
P0 	: 존나오래망갑
P0 	: {share:photo}
P0 	: 아니 텍스트가
P0 	: 그득그득 차있냐
P0 	: 웨일 모바일창
P0 	: 맛탱이갔네
P0 	: 사이드 모바일창
P0 	: 클릭이안돼 
P0 	: 아 아까 업데이트하랬지
P1 	: 아니 웨일
P1 	: 엊뎃하고 검색한 훙0
P1 	: 창도 개같름;;;
P0 	: 아
P0 	: 하지마???
P0 	: 아니미ㅣ친 업데이트
P0 	: 어디서해그런데
P0 	: 아까 창 오지게뜨더니
P0 	: 안뜨네이제
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 의에
P1 	: 위에 주소창 밑에
P1 	: 뜨지않음??
P0 	: {share:url}
P0 	: 줜내귀엽다ㅠ
P0 	: 그거 닫은이후로
P0 	: 안나타나ㅠ
P0 	: 헐 3+1하네
P0 	: {share:photo}
P0 	: 내집시켜줘
P0 	: 엇
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: {share:photo}
P1 	: 헐 개귀얍다
P0 	: {share:photo}
P0 	: 내집맞노
P1 	: 너 저런 공ㅇ0나
P1 	: 배워보라너
P1 	: 아니 ㅠ 즈기여ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나ㅅㅂ
P0 	: 공부존나열심히해서
P0 	: 조소과를
P0 	: 갔어야한다.
P0 	: 야너
P0 	: &name4& 선물
P0 	: 살거없으면 저런것들 사면 안되냐??????
P0 	: 주황색 &name3& 찰떡이노;
P1 	: ㅌㅋㅋㅋㅋㅋ 당장내일인걸요,,,
P0 	: 아미친
P0 	: 나
P1 	: {emoji}
P0 	: 티슈케이스
P0 	: 존나 고민하다가
P0 	: 아 사야지
P0 	: 했는데 직사각형은
P0 	: 19000원이노 ㅅㅂ
P1 	: 넘나 비싸다노
P1 	: 사지말라노
P1 	: ㅠ...흑흑
P1 	: 그거면 립밤 4개산다
P0 	: {share:photo}
P0 	: 이걸 어케 안사지??????????????????????
P0 	: ????????????????????????????????????
P0 	: 닥마보다싼데??????????
P0 	: {emoji}
P1 	: ㅅㅂ ㅌㅋㅌㅋㅋ
P1 	: 아ㅜ닥마는 신고나갈 수 있지나요ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아왜 ㅠ 두개사서
P1 	: 영한개밖애 차이안난다노
P0 	: 신고다녀
P1 	: {share:photo}
P1 	: 아 리거 살거야,,,,
P0 	: 존나
P0 	: 카도군
P0 	: 자증나
P1 	: 아왜요ㅠ
P0 	: 작년에 피크닉가방
P0 	: 보고 
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 헐 사야돼 하고 샀는데
P0 	: 존나 쓰잘데기없어
P0 	: 쟤는 귀엽노,,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋ
P0 	: 우리엄마,,, ㅇ아니
P1 	: 나 이불도 아보카도라노,,
P0 	: 왜 저거 안사왔지,,?오늘 섭웨이 사왔는데
P0 	: 내 실내화 다 뜯어져가는데,,,
P0 	: 너 왜 이제보냇어>.,,?
P0 	: {share:photo}
P0 	: 멀었구나
P0 	: 먄허다
P1 	: ㅇㅇ ....감주우ㅏㄹ요일이야..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 엄마가 사게 허락해줌..
P0 	: {share:photo}
P0 	: 이것봐
P0 	: 천녀묵은 체증이
P0 	: 사악 내려가게 시원{censored}
P0 	: 파랑이지????
P1 	: ㄴㄴㄴㄴㄴ
P1 	: 빵강이야.
P1 	: 불타는 빨강
P0 	: 아놔
P0 	: 솔직히
P1 	: 가즈아
P0 	: 상세샷보면서
P0 	: 주황색 나가리되고나서
P0 	: 빨강이 오르긴했음
P0 	: ㅡㅡ
P1 	: 오른다고!?!?!?@
P0 	: 내 맘속에
P1 	: 아 빨강이라고~~~@!!!
