# FILE DATA
ID : MDRW2100047076
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210517
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 남성
birthplace : 강원
principal_residence : 강원
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 40대 이상
occupation : 사무 종사자
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 뭐하셔?
P1 	: 의사쌤이 말씀하셨지 한번 잃은 볼살은 돌아오지 않는다고 ㅋㅋ
P0 	: 살찌우면 돌아와 ㅎ
P1 	: 안돌아와~~
P1 	: 얼굴살은 다른데 살이랑 달라!
P0 	: 지가 그래봤자 살이야 ㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ 퇴근시간 다가온다 ㅋㅋㅋ
P1 	: 완전 좋으다
P0 	: 무서운 사실 알려줄까?
P1 	: ? 뭐??지?
P0 	: 내일 또 출근해야돼
P0 	: ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ 행복한 사실 알려줄까?
P1 	: 내일만 출근하면 이틀쉬어 ㅋㅋ
P0 	: 슬픈 사실 알려줄까?
P1 	: 아니 안알려줘도돼
P0 	: 주말에도 우린 못봐... ㅠ
P1 	: 슬픈사실 같은건 궁금하지 앟아
P1 	: 아...
P1 	: ㅠㅠ
P1 	: 미안
P0 	: 괜찮아!! 적립해둘꺼야 ㅋㅋㅋ
P1 	: 어디에 적립이 됨?
P0 	: 비밀 ㅋ
P1 	: ㅋㅋㅋㅋ 별게다 비밀이요 ㅋ
P0 	: 나 응큼인거 알지? ㅋㅋ
P1 	: 아니요
	  내가 아는 울 자기는 엄청 순수해요.
P0 	: 글치~ 난 순수하게 응큼해
P1 	: 무라는겨
P0 	: 퇴근하라는겨 ㅋ
P1 	: ㅋㅋㅋ 준비하고 있당
P1 	: 퇴근
P0 	: 헐
P0 	: 4분이나 늦었어~~~
P0 	: 걸어기산? ㅋ
P0 	: 걸어가시나?
P1 	: 걸어가는중~~~
P1 	: 거기비와?
P0 	: 아니~ 그냥 흐리기만 하던데~
P0 	: 비와?
P1 	: 한두방울 왔다 안왔다그래
P0 	: 응응~ 후다닥 가요~~ 뛰진말고~~
P1 	: 배고파서 못 뛰어가ㅋ
P0 	: 가방에 비상식량 없어?
P1 	: 읍어ㅋ
P0 	: 비상식량 항시 챙겨둬 ㅋ 캬라멜이나 사탕 몇개 넣어둬! ㅎㅎ
P1 	: 요즘 응가잘하니 소화가 넘 잘돼
P1 	: 응그래야겠어
P0 	: 아주 나이스!!! 
P0 	: 잘먹으니 잘싸고 잘싸니 소화도 잘되고 소화도 잘되니 잘먹고~ 
P1 	: ㅋㅋ
P0 	: 그럼 돼지되고 ㅋㅋ
P1 	: 헐~~~
P0 	: ㅋㅋㅋㅋㅋ
P1 	: 가다가 우유 사먹어야겠다
P0 	: 응응!!
P0 	: 호로록 마시고 가 ㅎㅎ
P1 	: 응응
P0 	: 우유말고 두유 추천! ㅎㅎ
P1 	: 초코먹고싶은데?
P0 	: 초코두유
P0 	: 는 없나? ㅋㅋ
P1 	: ㅋㅋ 만들어줘
P0 	: 그럼 초코렛먹고 두유마셔 ㅋㅋ
P1 	: ㅋㅋ 시른데!
P0 	: ㅇㅋ! ㅋ
P1 	: ㅇㅋ?
P0 	: 헐~ 
P1 	: 만들어줘!
P0 	: 초코우유??
P0 	: 초코두유?
P1 	: 초코두유
P0 	: 응응!! 언능와~
P0 	: 초콜릿 녹이고 있을게
P0 	: 안오면 듁어!!
P1 	: ㅋㅋ 배달요
P0 	: 배달비 25만원이요
P1 	: 왜죠?
P0 	: 내맘요~ 싫으면 딴곳에서 주문하세요
P1 	: 배짱이시네
P0 	: 훗! 
P1 	: 사장님 나빠요
P0 	: 최고의 품질로 보답하겠습니다
P0 	: 근데 걷는중 아냐?
P1 	: 마트
P0 	: 걸으면서 톡해지마~ 위험해
P1 	: 안해~~~
P1 	: 지긍 은 횡단보도
P1 	: 우유 먹음
P0 	: 잘했으용~~~
P1 	: 집 도착이용
P0 	: 고생했어요~~
P0 	: 언능 상차려요 ㅋㅋ
P1 	: 아 뭔가 부엌데기가 된거같은 느낌이야ㅋ
P0 	: 느낌은 무슨~ 
P0 	: 맞어!! ㅋㅋㅋ
P1 	: ㅋㅋ
P1 	: 자기 저녁메뉴는?
P0 	: 언능 씻고 저녁 챙겨먹어요~
P0 	: 난 아직 미정 ㅎ
P1 	: 난 폭립꺼내둠
P0 	: 응~ &name3&이랑 같이 야무지게 뜯어 ㅋㅋ
P1 	: '택배차 건물 돌진' 2명 사망{emoji:…}목격자 "지진 난듯 했다 " : 네이트뉴스 - {share:url}
P1 	: 응응ㅋ
P0 	: 저봐~~ 여휴~ 무서워서 걸어댕기겠냐고~~
P1 	: 그니깐ㅠㅠ 이제 길도 무서워 못다니겠으
P0 	: 항시 조심!!!!
P1 	: 근데 문제는 저런건 조심해도 못막는 사고아닌가ㅠㅠ
P0 	: 글치~ 그래도 조심!!!
P1 	: ㅇㅇ 조심은 해야지
P0 	: {share:video}
P0 	: 아깽이가 있어!!!!!
P0 	: {share:photo}
P1 	: 애기네
P0 	: 응!!! 지하로 쏙 들어가네
P0 	: {share:photo}
P0 	: 앞건물 지하에 자리잡았네ㅎ
P0 	: 그 냥이 밥주는 할머니댁 건물ㅋ
P1 	: 저기서 사는거야?
P1 	: 할머니가 밥을 잘 주시니 저리로간건가?
P0 	: 그런가봐ㅎㅎ
P1 	: 저녁먹었어?
P0 	: 아니~~~
P1 	: 벌써 9신데?
P1 	: 언제먹게?
P1 	: 일단 유산균이라도 먹자
P0 	: 안먹게~ 
P1 	: 왜 속버려
P0 	: 롯데샌드랑 카스타드랑 우유 먹어야징
P1 	: 유산균도!
P0 	: 얍얍!!!
P0 	: 난 이번주에 동해갔다오게
P1 	: 응,응 닭장지으러?
P0 	: 응~ 하우스도 지어야함 ㅋㅋ
P1 	: 하우스?
P1 	: 용도가 뭔데?
P0 	: 비니루하우스 ㅋ
P1 	: 아항ㅋ
P1 	: 바쁘네ㅋ
P0 	: 자기가 안놀아줘서 그렇지 뭐...
P1 	: 아닌거같은데!
P0 	: 맞는데
P1 	: 잘됐다한거같은데!
P0 	: 완전 맞는데!!!
P1 	: 미안해~~~
P0 	: 아닌데!!!!
P1 	: 담에 많이 놉시다
P1 	: 유산균은?
P0 	: 난 쫌따 먹을거임
P1 	: ㅇㅇ 나먼저먹을게
P0 	: 얍얍
P0 	: 난 유산균 먹음!! ㅎ
P1 	: 잘했어요~~~
P1 	: 거기 비와?
P0 	: {emoji}
P0 	: 응~ 비와~~~
P0 	: 47번에 김삼순
P1 	: 공부중
P0 	: 열공하셔!! ㅎㅎ
P1 	: 응응
P0 	: 굿모닝~~
P1 	: 굿모닝~~
P1 	: 일찍 깻네?
P1 	: 어제 일찍 잤어?
P0 	: 아니~~
P1 	: 안잤옹?
P0 	: 자기가 일찍 일어나랬으니깐ㅋ
P0 	: 왜 안자지?ㅋ
P1 	: ㅋㅋㅋㅋㅋ 뭐여~
P1 	: 자기 날 세는거 전문이잖아 ㅋ
P0 	: 잘잤구만ㅋㅋ
P0 	: 저기요... 저도 사람인지라 잠을 자야하거든요~
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오~ 삼영 2배로 시작할껀가봐 ㅋㅋㅋ
P0 	: 어찌알아???
P1 	: 헐.. 떨어지네
P1 	: 장 시작전 매도 매수 걸린거 보고 예측하는거 ㅋㅋ
P1 	: 그냥 팔아야것다 ㅋㅋㅋ
P0 	: 나도 지금 판다
P1 	: ㅇㅇ
P0 	: 오르는데 ㅋ
P1 	: ㅋㅋㅋ
P1 	: 자기 팔았옹?
P0 	: 아직 ㅋ
P0 	: 누르고 있었어
P1 	: ㅋㅋ
P1 	: 나도 누르다가 올라감
P0 	: 팔었어?
P1 	: 아니 ㅋㅋ
P1 	: 23600에 매도 걸어둠
P0 	: 나도 해둠
P1 	: ㅇㅇ
P1 	: 23600에 팔렸다
P1 	: 너무 빨리 팔았나 ㅋㅋ
P0 	: 괜히 팔았나? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나도 그생각함.. ㅋㅋ
P1 	: 자긴 얼마에 팜?
P0 	: 뭐 그래봤자 상한가랑 4천원차이 ㅋ
P1 	: 헐.. 따상 가는거 같은데 ㅋㅋ
P1 	: 따상 가면 낼은 더 올라 ㅋㅋㅋ
P0 	: 안가 안가 ㅋ
P1 	: ㅋㅋ 이제 보지 말자.. ㅋㅋㅋ
P0 	: 시러 ㅋㅋ
P0 	: 실시간으로 알려줄게 ㅋㅋ
P1 	: 괜찮다고! ㅋㅋㅋ
P1 	: 떨어지면 알려줘 ㅋㅋ
P0 	: 으응~으응~ 오르면 알려줄꺼야 ㅋ
P0 	: 24250
P0 	: 24650
P0 	: 25600
P1 	: 왜이래요
P1 	: 이러지 마요 ㅋㅋ
P0 	: 26200
P1 	: 26200까지 올라갈수가 있나?
P1 	: 헐.. 따상갔네 ㅋㅋ
P1 	: 오늘 내 계좌 마이너스도 엄청 줄어듬.. ㅋㅋ
P0 	: 27200
P0 	: 나이스 ㅋㅋㅋ
P1 	: 저.. 안궁금해요
P0 	: 28000
P1 	: 고만봐
P1 	: 뭘 팔아 놓구 계속 보고 있어 ㅋㅋㅋ
P0 	: 자기 알려주려고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 관심 없거든~ 
P1 	: 내 계좌에 마이너스가 다시 늘고 있다고!!!!
P0 	: {emoji}
P0 	: 그래도 삼영 수익 100%이상 봤네 ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ 요런게 재밌지 ㅋㅋ
P1 	: 앞으로도 계속 해봅시다 ㅋㅋ
P0 	: 굿굿
P0 	: 얍얍! ㅎㅎ
P1 	: {emoji}
P1 	: {share:photo}
P1 	: 집에 짐 줄일라고 회사 가져옴 ㅋㅋㅋㅋ
P0 	: 가습기.. 이제서야.. ;;;
P1 	: ㅋㅋㅋ 요즘은 가습기 틀일이 거의 없으니깐 ㅋㅋ
P0 	: 저런 자잘한건 안줄여도 된다고오!!!!!
P1 	: 비가 계속 오는디 ㅋ
P1 	: 자잘한게 짐이 되는거야 ㅋㅋ
P0 	: 아닌데~
P0 	: 자잘한건 자잘할뿐이야 ㅋ
P1 	: 티끌모아 태산이야 ㅋㅋ
P0 	: 박명수옹이 말했지.. 티끌모아 티끌이라고~
P0 	: {share:photo}
P1 	: ㅋㅋㅋㅋ
P0 	: 점심은???
P1 	: 먹어야지용
P1 	: 밥먹고 올게용
P0 	: 누구랑??
P0 	: 맛점햐
P1 	: 이사랑 차장이랑
P0 	: 맛난거 드셔~^^
P1 	: ㅇㅇ 자기두 맛점
P1 	: 난 청국장 시킴~~~
P1 	: 간만에  청국장냄새 엄청 나것다
P1 	: 마스크쓰면 청국장냄새 엄청남ㅋ
P0 	: ㅋㅋ 꼬릿꼬릿
P1 	: ㅋㅋ 양치를해도 남ㅋ
P0 	: ㅋㅋㅋ
P1 	: 점심 뭐먹을거야?
P0 	: 있는밥에 있는반찬ㅎ
P1 	: 맛나게 잡솨ㅎㅎ
P1 	: {share:photo}
P1 	: 이런 푼돈짜리도 수요예측 잘 나오면 함 해볼까? ㅋㅋㅋㅋㅋ
P1 	: 장외가격이 괜츈하네 ㅋㅋㅋ
P1 	: 임상시험 해주는 곳이야.. ㅋㅋ 요즘 임상시험 엄청 많이 하는데 괜츈할거 같기도 ㅋ
P1 	: {share:photo}
P1 	: 요건 6월 2일
P1 	: 오~ 이거 중복청약 가능하다..
P1 	: 중복청약 금지 5월 20일에 시행되면 법제심사거쳐야해서 실제는 6월 19일부터래!!! 오예~
P1 	: 근뎅. 나 kb증권이 없구나 ㅋㅋㅋㅋ
P0 	: sk증권은  언제 맹글지?
P1 	: 자기 계좌개설 언제했지?
P0 	: 4월
P1 	: ㅇㅇ 몇일?>
P0 	: 17일
P0 	: 20일은 넘었어
P1 	: 17일 토요일이니깐 아니야 ㅎㅎ
P0 	: 16일
P1 	: 쿠콘청약하기 전이니 16일인거 같다
P0 	: 응
P1 	: 지금 만들수 있겠다
P1 	: 이벤트 뭐 있나 봐야겠다
P1 	: 이벤트 끝났나보네 
P1 	: 오케이캐시백에서 1만 포인트 적립이벤트 한다는디?
P1 	: SK증권
	   - {share:url}
P1 	: 에잉.. 난 대상자가 아니래 ㅠㅠ
P1 	: 난 sk증권 그냥 가입함 ㅋㅋ
P1 	: kb증권도 가입신청함
P0 	: ㅋㅋㅋ
P0 	: 같이 돼?
P1 	: sk먼저하고
P1 	: kb는 카카오뱅크 이벤트에서 하면됨..
P1 	: 5천원 줘 ㅋㅋㅋ
P0 	: {emoji}
P0 	: ㅇㅋ
P1 	: ㅋㅋㅋㅋ 자기도 혹시나 모르니 kb 만들어 놓을테야?
P0 	: 응ㅋ
P1 	: 수요예측 잘 나오면 들어가보자
P0 	:  응응
P1 	: 자기 하나금융투자 송금수수료 나오더나?
P0 	: 연결계좌 아닌곳으로 이체하면 수수료 나와
P1 	: 연결계좌로 하면 상관없자네
P0 	: 응
P1 	: 그럼 3300원짜리도 괜찮아 보이는데.. 이거도 하자.. ㅋㅋㅋ
P1 	: 수수료 없음 이득은 이득이니깐
P0 	: 그래ㅋㅋ
P1 	: 자기도 계좌개설함?
P0 	: 아직
P1 	: 우리 곁의 유니프렌즈
P1 	: 오늘바쁜가보오?
P0 	: 내려가기전에 정리 좀 해둘라고
P1 	: 이거 끝났나보다... 판매 안하는 임티래
P1 	: 뭐 한달 있다가 올꺼야? ㅋㅋ
P0 	: 난 받았는디ㅋ
P1 	: 헐.. ㅠㅠ
P0 	:  일일!!  ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 국민은행 오처원 바로 넣어주네 ㅋㅋ
P1 	: 토스
	  
	  2, 4, 12, 900, 990, 한샘몰, 옷걸이, 무료내림, 무료체험, 내일배송, 내맘배송, 매트리스, 생활용품, 주방수납, 패밀리세일, 에브리칸칸
P1 	: 오예 126원 ㅋㅋ
P1 	: 토스 언능해 ㅋㅋ
P0 	: 93원ㅋ
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 정리 다 할라면 멀음?
P0 	: 거의 다 했어
P0 	: 내려갈 준비 해야징
P1 	: 아니 넷마블 자회사 잼시티는 미국에다가 상장을 한데네..
P1 	: 쿠팡이후 아주 재미들린거 같어
P1 	: 오늘 내려가게?
P0 	: 응
P1 	: 글쿠만
P1 	: 비 안오나?
P0 	: 여긴 그친듯
P1 	: 후딱 준비하고 일찍 내려가~ 넘 저녁은 그르니께
P0 	: 어차피 버스시간은 정해져있는디ㅋㅋ
P1 	: 버스시간 몇신디?
P0 	: 아침점심저녁 1대씨ㅋ
P1 	: 그니깐 몇시?
P0 	: 5시 20분
P1 	: 아항.. 그럼 뭐 천천히 준비하고 나가도 되것구만
P0 	: 응. 슬슬 준비해야지ㅎ
P1 	: ㅇㅇ 언능 준비해요 ㅋㅋ
P0 	: 얍얍
P0 	: THE POP 1주년 돌잔치! 행사기간: 2021-05-01 ~ 2021-05-31
P0 	: 이벤트대상이래ㅋㅋ
P0 	: 개설해야지ㅋ
P1 	: ㅋㅋ ㅊㅋㅊㅋ
P1 	: 개설해 만포 받자 ㅋ
P0 	: 얍얍
P0 	: 오케이캐시백은 냅두면 들어오나? 따로 설명이 없어서...
P1 	: 그렇지 않을까?
P1 	: 그거 들어오는데 시간좀 걸리는거 같던데
P0 	: 일단 두고봐야겠구만ㅎ
P1 	: ㅇㅇ 일단 봐봐
P1 	: 나도 저번에 뭐하고 들어오는데 시간좀 걸리더라
P0 	: {emoji}
P0 	: ㅇㅋ
P1 	: kb증권도 만듬?
P0 	: 아직
P1 	: ㅋㅋㅋ
P1 	: 난 퇴근해용 ^^
P0 	: 비안와?
P0 	: 걸어가?
P1 	: 응응 걸어갈려구
P1 	: 비 안오는거 같아
P0 	: 응응~ 조심히!!걸어가~~~~
P1 	: 응~~^
