# FILE DATA
ID : MDRW2100047035
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210805
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  주 3회 이상

P0 	: 일어나쓰?
P1 	: 신박하다
P0 	: 3년 내 결혼은 가능할런가
P1 	: 좋은생각같아
P1 	: 아휴 머 결혼이야 어떻게든 되겠지
P1 	: 나는 결혼은 아직 먼나라 얘기같아
P1 	: ㅋㅁ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 결혼..마자
P0 	: 결혼은 언젠가 어떻게든 하겠지
P0 	: 제로페이가 더 중허다! 
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 고럼!
P1 	: 아 머지포인트 연간회원결제 했어/
P1 	: ??
P0 	: 응응
P0 	: 본전치기니까
P0 	: 엄마꺼랑 내꺼 두개 했어 
P0 	: 내껀 토스 엄마껀 하나? 
P1 	: 오홍
P0 	: 딱좋아
P1 	: 약간 걱정하는사람들 많아서 좀 망설였었는데
P1 	: 다행히 잘 살아있더라
P0 	: 이마트 같은데서도 
P0 	: 2만원 2만원 각자 결제할 수 잇거든
P1 	: 아
P1 	: 맞네
P0 	: 그렇게 하면 벌써 8천원 할인에
P1 	: 그렇게 써도 되는구나?
P0 	: 홈플은 5만원까지였는데 3만원으로 이번달 부터 줄었지만
P0 	: 어어 혹시 안될까 걱정했는데 
P1 	: 짱이다
P0 	: 한 결제 건에 넣어서 쓸 수 있더라고 이미 매우 개이덕! 
P1 	: 두개 쓸 생각은 못했네
P0 	: ㅋㅋㅋㅋㅋ대형마트는 
P0 	: 한 15일 정도 되면 닫히는거 같아 이번달은 또 더 빠를지도 모르지머 점점 유명해 지면
P1 	: 다행스럽게도? 나는 편의점을 더 자주 가서
P1 	: 편의점에서 잘 써먹고 있어
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 가끔 카페가서 쓰구
P0 	: 오
P0 	: 카페도 많아 맞아 
P1 	: 짱조하
P0 	: 난 카페는 잘 안가서리ㅋㅋㅋㅋㅋ
P0 	: 거의 마트가 다야ㅋㅋㅋㅋ
P0 	: 뭐지 ㅋㅋㅋ주분가...? 
P1 	: ㅋㅋㅋㅋㅋ마트 금방 사라져서 아쉽겠당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 주부만 마트 가라는 법 있나!!!!!!
P0 	: ㅋㅋㅋㅋ마즘ㅋㅋㅋㅋ
P0 	: 그래서 월말에 살거 기모아놨다가 월초에 가야돼ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ알뜰하다
P0 	: 알뜰은 뭐-
P0 	: 있는 혜택 다 누리고 살아야는거 아니겠스? 
P1 	: 고럼고럼
P1 	: 할인 안받으면
P0 	: ㅋㅋㅋㅋ
P1 	: 뭔가 손해보는 느낌이야
P0 	: 식당 못가ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ마져ㅜ
P0 	: 마트도 못가 
P1 	: 아까워
P0 	: 사실 지지난달까지만해도 이렇게 할인이 되는게 있는지 몰랐어
P1 	: 아진짜?
P0 	: ㅋㅋㅋㅋ어ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 한지 얼마 안됐구나?
P0 	: 거의 통신사 할인만 받고ㅋㅋㅋㅋㅋ
P0 	: 앱도 깐거 없고
P0 	: 토스 만보기가 시작이었지
P0 	: 오 대박 하루에 백원!!!!!!!!!!!!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ아ㅠ
P1 	: 귀여워
P0 	: 이러면서ㅋㅋㅋㅋㅋㅋ
P1 	: 뭐 이것저것 엄청 많이 알더라고
P1 	: 난 귀찮아서 그정도 열정은 안나와,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 애들이 많이 안다는거지
P0 	: 엇 공모주!
P1 	: 응응
P1 	: 카뱅?
P0 	: 플래티어? 
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나 먼지 몰랑
P1 	: ㅎㅎㅎㅎㅎㅎㅎ
P0 	: 어 나도 몰라 
P0 	: 멍때리는데 
P1 	: 응...?
P0 	: 넣어보라고ㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 엄빠가 급추천
P0 	: ㅋㅋㅋ다들 10주씩 소소하게 들어갔다ㅋㅋㅋ
P1 	: 귀욥다
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 요새 아빠가 청약 정보 알아오시면
P0 	: 최소청약가능주수로 넣고 있어 다들ㅋㅋㅋㅋㅋ
P0 	: 치킨 한마리를 목표로
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 한마리가 열마리 되는거지!!!!!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 마자 티끌모아 치킨
P1 	: 치킨모아서 집 되는거야
P0 	: 하아..? 
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 진짜로..? 
P1 	: 그렇다 해 
P1 	: 대충 그렇다 해!!!!!!!
P0 	: 그럼 안먹고 참아보까..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 또 그건 못참지
P0 	: 집만들고 싶다
P1 	: 치킨 어케참아
P1 	: 나듀
P0 	: 요새 참아져
P1 	: 홀
P0 	: 요새 치킨 안땡기더라
P0 	: 그동안 너무 먹었나봐
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ그래도ㅠ
P0 	: 아빠가 나보고 전생에 치킨이랑 원수졌냐고 물어보시드니
P1 	: 막상 가족중에 누가 시키면
P0 	: 어우
P1 	: 엄청 맛있게 먹을 수 있어
P0 	: 달려가아~~~~~~~~~~~~~`
P0 	: 야지
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그치?
P0 	: 푸라닭
P1 	: 아
P0 	: 맛있든데
P1 	: 고추마요
P1 	: 짱맛있어
P1 	: 최고야
P0 	: 미쳤드라
P0 	: 거기는 다 부드러 고기가
P0 	: 왜지
P1 	: 맞아
P1 	: 진짜 신기해
P0 	: 왜 다르지
P0 	: 땅땅치킨이라고 먹어봤어? 
P1 	: 땅땅치킨 먹어봤오
P1 	: 맛있어!!!!
P0 	: 거기도 특이해
P0 	: ㅋㅋㅋㅋㅋㅋ뼈있는게 있긴 한가? 
P0 	: 순살이 맞있대서 추천을 따르기는 햇는데
P1 	: 마자
P1 	: 나도 친구가 시켜서 같이 먹어봤었던거 한번?
P1 	: 맛있긴 했더
P1 	: 그래도 내 인생치킨은 푸라닭 고추마요야
P0 	: 난 bbq 반반
P0 	: 대학교때 먹던 맛을 잊을수가 없따
P1 	: 크
P1 	: 비비큐 맛있지
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 후라이드가 제일 맛있어
P0 	: 마자 비비큐는
P0 	: 뭔가 힘을 주면 안돼
P0 	: 기본으로
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ마자
P1 	: 허튼거 안만들었으면 좋겠어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 먹고먹고 또먹고
P0 	: 먹는 얘기 또해도 왜 신날까ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 난 침나와
P1 	: ㅎㅎ
P1 	: 사무실에서 조용히 침삼키는중이야
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ사무실 조용해? 
P0 	: ㅋㅋㅋㅋ
P1 	: 완전조용해
P1 	: 오늘 심각하게 조용하네
P1 	: 원래는 시끄러워야하는데
P1 	: 오늘 일도 별로 없고 평화로워
P1 	: 좋아
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 휴가 전날
P0 	: 훌륭한 상태네 
P1 	: 나를 위한 날인가봐
P1 	: ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
P1 	: 맨날 이러면 얼마나 좋아
P0 	: 나도 오늘 매니저 휴가셔서 
P0 	: 여유롭네 
P0 	: 아 이럼 안되는데
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 근데 
P0 	: 이미 똥줄타
P1 	: 왴ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 시간이 촉박한 애들이 몇개 있는데
P0 	: 그냥 냅두고 있어서.. 
P0 	: 나중에 밤샘하는거지.. 
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 앙대,,,,
P1 	: 내 친구 마케팅?쪽 일하는데
P1 	: 하루에 끝내야 할 양이 있는데 맨날 그냥 튀더라
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 맨날 내일한다 그래놓고
P1 	: 다응ㅁ날 되면 힘들어 죽을라해
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 마음이 아프다 
P0 	: 거울 보는거 같아서
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 사람 사는거 다 똑같은거 아니겠어,,,?
P0 	: ㅋㅋㅋㅋㅋ맞아
P0 	: 나는 울 팀원들이 
P0 	: 다들 초록불을 켜놓고
P0 	: 나와 함께 같은 길을 걷고 있을거라 생각해 
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 영혼없이 업무하기
P1 	: 오늘따라 전화가 없네,,,
P1 	: 평소같으면 하루에 한 20번은 와야하는데
P1 	: 오늘은 5번도 안온거같아
P1 	: 몰카인가....?
P0 	: 뒤에서 막 영상 찍고 있고 
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그거 같다
P1 	: 머머
P0 	: 아 아니네
P1 	: 엥
P1 	: 뭐야
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 김첨지 왜 먹지를 못하니ㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 왜 쉴 시간을 좋는데 놀지를 못하니
P0 	: 제대로 쉬라구
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이런거지 
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아
P0 	: 근데 약간 상황이 내가 그려진 상황이 아니어서 
P1 	: 거 요령껏 놀고있수다~~
P0 	: 취소할라다가ㅋㅋㅋㅋ
P0 	: 내뱉었네
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 그냥 아무말 다 하기로 하자
P1 	: 하고싶은말 다 해
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ삼키지마? ㅋㅋㅋㅋ
P0 	: 꿀꺽
P1 	: 당연하지
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 뱉어!!!!!!!!!!
P0 	: 좋아써!
P0 	: 퉤!!!!!!!!!!!!!!!11
P0 	: 해보자ㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 침 말고!!!!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 디러
P0 	: ㅋㅋㅋ아ㅋㅋㅋㅋㅋ
P0 	: 자제해야겠네ㅋㅋㅋㅋㅋ
P0 	: 흠흠
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 쨋든간에
P0 	: 아 퇴근할까 냠냠
P0 	: 엉엉
P1 	: 뭔얘기하다 이렇게 된거지
P0 	: 어 
P0 	: 어.......
P1 	: 길잃은 토크
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 제모-여의도-더현대-귀요미-....
P1 	: 세상에...
P1 	: 진짜 흘러가는대로 얘기했구나?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 모르겠다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 진짜 ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 주제가 탁구대를 날라다녔네
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그런거지 뭐,,,
P1 	: 아 나 퇴근하면 살짝 조용해질지도 몰라
P1 	: 출근하면 나타나고 퇴근하면 사라지는 그런 친구들 알지
P1 	: 나도 그런타입이라
P1 	: ㅎㅎ....
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ알지ㅋㅋㅋㅋㅋㅋ
P0 	: 나도 저녁에 출타(?) 예정
P0 	: 마스크쓰고 숨어서 걷다가 와야지
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 산책 나갈라구?
P0 	: 아마? 
P0 	: 드라이브 Maybe 
P0 	: 안정해쓰
P1 	: 드라이브 좋다
P1 	: 해지는거 딱 보고
P0 	: 어 그러네 오늘 하늘 왜케 이뻐
P0 	: 고개를 들어 하늘을 보라 
P0 	: 너무 하루종일 수그리고 있었네
P1 	: 이번주 내내 비온다 그러더니
P1 	: 하루 이틀 오다 말았네
P0 	: 그런 예보가 있었어
P1 	: 해질때 하늘 진짜 이뻐
P0 	: 넘나 청명하든데
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그치
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ한방울 안온듯ㅋㅋㅋㅋ
P1 	: 역시 기상청 말 믿으면 안돼,,
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 옵저버나우는 믿을만할까
P0 	: 근데 그건 현시점이니까 뭐ㅋㅋㅋ
P1 	: 그건또 머야
P0 	: 예보기능이 아니라서ㅋㅋㅋ
P0 	: 어 그 저번에 한번 올라온 앱 observer였나
P1 	: 톡방에 올라왔던거야?
P0 	: {share:photo}
P0 	: 어어
P1 	: 이름 들어본거 같기도 하다
P0 	: ㅋㅋㅋㅋㅋ30븐에 한번
P0 	: 날씨체크하는거
P1 	: 오홍
P1 	: 포인트 쌓는거야?
P0 	: 어어 한번 제보에 1포인트 정도
P0 	: 인대 지금 한달간인가 5퍼인트 쌓인데
P0 	: 근데 많이는 안하고 있어ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋ30분에 한번씩 귀찮을것같아
P0 	: 코인으로 바꿔야된다는데 난 코인 없러서ㅋㅋㅋ
P0 	: ㅋㅋㅋㅋ
P1 	: 앟 코인
P1 	: 애증의 코인,,,,
P0 	: 코인하는거 있어? ㅋㅋ
P1 	: 밀크랑 페이코인?
P1 	: 머니트리도 했었구
P1 	: 근데 이제 귀찮아서 못하겠더
P0 	: 나도ㅋㅋㅋㅋ
P0 	: 한 두달 바싹 하니까 
P0 	: 못하겠어ㅋㅋㅋㅋㅋㅋ현타와
P1 	: 그니까
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 모아봐야 티끌이고
P1 	: 계속 가격 떨어져서 힘들더라
P0 	: 코인ㅋㅋㅋㅋ
P0 	: 그나마 내 돈 내고 산 코민아니면
P0 	: 덜한 느낌ㅋㅋㅋ
P1 	: 이제 코인 안할걷야,,,,,,,
P1 	: 엄청 하락장 왔을때
P1 	: 넘 무서웠어
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 엉 나는 주식만 해도 심장 덜컹더려서ㅋㅋㅋㅋ
P0 	: 코인은 노노다 노노야
P1 	: 주식도 하는구나
P0 	: 조금씩해ㅋㅋㅋ
P0 	: 아까 그 청약도
P0 	: 조금씩
P1 	: 아 청약도 한다그랬지
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ그런 느낌으루다가ㅋㅋㅋㅋ
P0 	: 많이한건 다 미친듯이 떨어져서
P0 	: 이후로는 작게작게 하고 있지 :) ㅎㅎㅎㅎ
P1 	: 난 다시 작년으로 돌아가면
P1 	: 카카오를 쓸어담을꺼야,,,,,,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 난 삼성 50만원할 때로 갈래ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 쪼개지기 전 200만원 될때ㅋㅋㅋㅋ
P0 	: 그거 뭔가 뿌듯할거 같은데
P1 	: 마져 진짜
P1 	: 뿌듯하긴 할것같아
P0 	: 이미 글렀지
P0 	: 최근에는 바이오사이언스?
P0 	: 공모주 1주 들고 치킨 5마리 뽑았다고 
P0 	: 절거워하던 1인
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ또륵,,,ㅎ
P0 	: 오르기만 하면 좋겠어
P1 	: 맞아
P0 	: 코시국은 
P0 	: 할만 했다든데ㅋㅋㅋ
P0 	: 그때 떨어졌던 애들 빼서 넣을걸.. 
P1 	: 인정,,,,,,,,,
P0 	: 껄무새 쨱짹
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 에효효
P1 	: 퇴근까지 한시간 남았어
P0 	: 겨까지 한시간 반 남았네
P0 	: 오늘은 ㅈㅁ말고는 딴 일정은 없어? 
P1 	: 웅웅
P1 	: 오늘은 겨 정리하고
P0 	: 응응
P1 	: 집가서 누워서 넷플릭스 볼꺼야
P0 	: 아 
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 넷플의 서막이 오르니
P1 	: 무브투헤븐 마지막화 봐야해
P0 	: ㅋㅋㅋ오늘은 뭘로 시작하게
P0 	: 아
P0 	: 재밌어 드라만가
P1 	: 알아?
P1 	: 웅웅ㅇ
P0 	: ???
P0 	: 질문이얌ㅋㅋㅋ
P0 	: 오호- 볼게 늘어나면 곤란한데에
P1 	: 구냥 존잼은 아니고
P0 	: 킵한다
P0 	: 어ㅋㅋㅋ
P1 	: 대충 슬렁 볼만해
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그리고 슬의생도 봐야해
P0 	: 아!
P0 	: 맞지! 
P0 	: 슬의생이지
P0 	: 오늘 본방? 
P0 	: 얼른 우리 정석이랑 이어지라구
P1 	: 조정석 넘 귀엽지않니
P1 	: 진짜
P1 	: 뽀짝해
P1 	: 꼬집어버리고싶어
P0 	: 거미 부럽 부LOVE
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ진짜
P1 	: 조정석 실제로 한번 만나보고싶은 연예인중 하나야
P1 	: 조정석이랑 황광희 만나보고싶음
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 광희는ㅋㅋㅋ
P0 	: 기가 너무 빨릴거 같아ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ그렇긴 한데
P1 	: 광희한테 잔소리 함 들어보고싶어
P1 	: 요즘 무도 클립 뜨는거 보는데
P0 	: 사업체를 차려봐ㅋㅋㅋ
P1 	: 광이 잔소리 하느거 너무 웃겨
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그 네고왕
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 출연해 버려ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아 네고왕도 재밌지
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 연옌도 
P0 	: 캐릭터 잡는게 어려울거 같어
P1 	: 마져
P0 	: 안쓰럽.....
P0 	: 광희가 젤 안쓰럽.....
P1 	: 그래도 돈 많이 벌잖아,,,,,,
P0 	: 요새는 완전 핫하지
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ무도보고있었다길래ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 요즘은 무도같이 재밐ㅆ는게 없어
P0 	: 그렇지? 
P0 	: 그나마 
P0 	: 유퀴즈?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ재미있어 아이디어 좋구 :) 
P1 	: 아 맞아
P1 	: 유퀴즈도 볼만해
P0 	: 또 몸
P0 	: MOM
P1 	: 그건 모하는거야?
P0 	: 나온거 뭐지 놀면뭐하니
P1 	: 아
P0 	: 유느님이 괜히 유느가 아니지
P1 	: MSG할때 보고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 지금 안보고있어
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 어어
P0 	: MSG 워너비
P0 	: 두 팀 중에 KCM 있는 팀이  M.O.M
P1 	: 아
P1 	: 기억나는거같아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 맨 오브 뭐시긴데
P1 	: 맨오브 뮤직?
P1 	: 뭐야
P0 	: 뮤직?
P0 	: 오
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그런가ㅋㅋㅋㅋ
P0 	: 그때 이중적인 의미로
P1 	: 뭐 비슷한 그런거겠지뭐
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 여러 몸들이 합쳤다고
P0 	: 늙은 몸
P0 	: 근육질몸
P0 	: 애기몸
P0 	: 등등ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아
P0 	: 지석진 노래할때
P1 	: 아
P0 	: 눈물날라하든데
P0 	: 뭔가 본인이 하고싶던거? ㅋㅋ
P0 	: 해내는 느낌적 느낌
P1 	: 웅웅 노래 잘하드만
P1 	: 나 지석진이 다이너마이트 부를때
P1 	: 진짜 웃겨죽을뻔했잖아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 엉? 
P0 	: 아 노래방할때?
P0 	: 그건 안봤어ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 유재석한테 면접?볼때
P0 	: 아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 남자친구랑 같이보는데
P1 	: 둘다 빵터져서
P0 	: 다이너마이트
P0 	: 왜 이상했어? 
P1 	: 한참을 웃었어 진짜
P0 	: 면접은 안봤는데
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 웃음포인트가 이상해서 그런걸수도 있는데
P0 	: 봐봐야지 지석진 다이너마이트
P1 	: 유튜브에 지석진 다이너마이트 치면 나와
P0 	: 오케이이
P1 	: 생각난김에 들어야지
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이어폰 꼽고 있나
P0 	: 안들키고 가능하니
P1 	: 틀고봐
P1 	: ㅎㅎㅎㅎㅎㅎㅎㅎ
P1 	: 양해구하고
P0 	: 어어? 
P0 	: 와- 
P0 	: 신세계다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 다들 외근나가셔서
P0 	: 옹
P1 	: 3명밖에 안남아있어서
P1 	: 구냥 틀어버렸오
P1 	: ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
P0 	: 굿
P0 	: 구웃ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나는 이따 머리말람녀서 BGM이다
P0 	: 밀리면서
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ조하
P0 	: 저녁 먹을거 고민해 이제ㅋㅋㅋㅋ
P0 	: 남은 33분 
P0 	: 나는 룸잇는 식당 고민해야지 외식이드아
P1 	: 오옝
P1 	: 맛있는거 먹어!!!!!!
P0 	: 고르고 있지이
P1 	: 닭갈비 어때
P1 	: 아니다 닭갈비는 룸 없을듯
P0 	: 닭갈비는 룸이 마자 없을거 같아 흠 
P0 	: 넌 뭐먹게ㅋㅋㅋㅋ집가서 무야지?!
P1 	: 웅웅
P1 	: 집가서 먹어야지!!!
P1 	: 집에 뭐있을라나 모르겠다
P1 	: 배곺하
P0 	: ㅋㅋㅋ중간에 뭐라도 사먹어야되는거 아니야? 집까지 너무 오래남았어
P0 	: ㅜㅜ
P1 	: 진짜 배고파서
P1 	: 탕비실에서 브라우니도 꺼내먹고
P1 	: 과자도 꺼내먹고
P1 	: 물도 계속 마시는중이야
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ오 복지 굿
P0 	: 먹을거 있는 회사는 다 인정한다 내가
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 스타트업이라
P0 	: 오오
P0 	: 스타텁ㅋㅋㅋㅋ
P1 	: 일단 좋아보이는건 다 넣은거같아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그게 돈이 있어야 되지..
P0 	: 가난한 스타텁 힘들어..
P1 	: 마졍,,,,,,,,
P1 	: 입사한지 얼마 안되서 회사 사정은 잘 모르지만
P0 	: 오ㅋㅋㅋㅋㅋㅋㅋ웅웅
P0 	: 축하해?! (?)ㅋㅋㅋ
P1 	: 다행히도 등골빼먹는 스타트업은 아니더라고
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 최근 입사라니ㅋㅋㅋㅋ몰라짜나
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 스타트업이라서 걱정 많이했는데!!!!!
P0 	: 마자
P0 	: 다들 스타텁은 그 걱정 많이 하지 뭐가 
P0 	: 안정성?
P1 	: 마져마져
P1 	: 유튜브 좋좋소 알아?
