# FILE DATA
ID : MMRW2100000236
category :  온라인 대화 > 다자 대화(4인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210604
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 경영/관리직
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 전북
principal_residence : 서울
current_residence : 경기
device : 스마트폰
keyboard : 천지인

id : 4
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  4
contact_frequency  :  (거의) 매일 연락한다.

P1 	: 나지굼
P2 	: ㅋㅋㅋㄱㅋ
P2 	: 동네가 시골이라 한적하긴한데
P2 	: 스포츠센터도 들어온댔고
P3 	: 근데 나 어제 장어먹었떤곳이 고양시였단말야?
P2 	: 비교적 오래되지 않는 집이야
P3 	: 죄다 공사중이더라
P2 	: 오 그래?
P3 	: 엉엉 택시타고 가는데 
P3 	: 진짜 공사 안하고 있는 곳이 없어
P2 	: 거리뷰로도 봐봐
P2 	: 어디엿을꼬
P2 	: 신도시3기인가?
P3 	: 봤어 ㅋㅋㅋ 그 달빛마을인가 그쪽 거리뷰 봣는데
P3 	: 뭔가 농사뷰
P0 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 달빛마을?은 화정쪽인데
P2 	: 거기는 더 오래됐어
P2 	: 푸른마을 혹시 와보고시푸면
P2 	: 날짜 맞춰서 내랑 같이 가자
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 
P3 	: 조금 더 알아봐야겟어
P2 	:  복덕방st
P2 	: ㅋㅋㅋㅋㅋ
P2 	: 아니면
P2 	: 관산동이란곳도 봐봐
P2 	: 거기두 지하철은 없는데
P2 	: 푸른마을보다 버스가 훠어어얼씬 많아
P3 	: 오 
P3 	: 오키오키
P3 	: 고마어
P1 	: 곰아엉ㅇㅋㅋ
P3 	: &name3&아 원당역도 괜찮다...
P3 	: 그냥 고양시 괜찮다...
P2 	: 아 원당도 괜찮은데 거긴 동네가 좀 많이 복작해
P2 	: 이것저것 많긴한데 복작복작
P3 	: 그럼 &name3&이가 말한곳 역이름은 뭐였찌?
P2 	: 고양시 꽤 매력적이라규~
P2 	: 지축 삼송 구파발
P2 	: 삼송은 매매하기 서울만큼 비싸!
P2 	: 지축도 올해 신축이라 사기는 비싸규
P3 	: 아항 고마어 
P3 	: 함 봐볼게
P2 	: 아이띵크~ 적당한 평수 사고 남은돈으로 적당한 붕붕이 사면~
P2 	: 고양시도 꽤 괜찮다!
P3 	: &name3& 몇층이야
P2 	: 나 &address&!
P2 	: 그동네서 3단지가 젤  오래됐는데
P2 	: 대신 앞에 막힌 게 없어서
P3 	: 오 뷰가 좋구만?
P2 	: 음....,....
P2 	: 도로뷰.....
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 로드뷰...
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㄱ앞에 뻥뚤리면 돼써
P2 	: 그리고 정남향라인이야 정남향우 좀 드문데 럭키했지
P3 	: ㅋㅋㅋ 지금 보는중인데 지축역쪽은 아예 없네? 
P3 	: 3억으로 보고있거든..
P2 	: 지축은
P2 	: 아주신축이라
P2 	: 아마 매매제한 걸렸을듯..
P2 	: 청약후 얼마동안 못파는?
P2 	: 아직두 짓는집이있구 지축은 3억으론 마니 힘드롱 거의 서울집값만큼이라
P3 	: 와 얼벼다
P3 	: 어렵다 경기도도
P2 	: 구칭
P3 	: 없져없져
P2 	: 관산동 고양동
P2 	: 아니면 많이 오래되긴했는데
P2 	: 강매
P2 	: 쪽으로도 봐봐
P3 	: 나 오래된 집 좋아
P2 	: 강매
P2 	: 거기두 3억이하쯤일건데 넘오래돼서 복도식이 많아
P0 	: 강매쪽 강매하는거늬?!
P3 	: 강매가 지역이름인가?
P2 	: ㅋㅋㄱㅋㅋㄱㄱㅋ
P3 	: 아 맞네 ㅋㅋㅋ
P0 	: 라임찢엇다~
P2 	: 응 지역이름ㄱㅋㄱㄱ
P2 	: 아웃겨
P2 	: ㅣㄱㅋㄱㄱㅋ
P0 	: 고마워웃어줘서...
P2 	: ㅋㅋㅋㄱㅈㅋ갑자기 나타나서 드립치고 떠나네
P3 	: ㅋㅋㅋ착한친구 
P0 	: 지금 상사들
P0 	: 드립대잔치에 ㅋㅋㅋㅋ치느라
P0 	: 바쁘다바빠
P3 	: ㅎㅎ도 쳐줘야지
P2 	: 아재개그들 하시니?
P0 	: 4절까지
P0 	: 하고계심
P0 	: ㅇㅇ
P2 	: 애국가네ㅋㅋㅋ
P0 	: 평균연령37세
P0 	: 끝내자제발~~
P2 	: 오..?
P2 	: 젊은디...?
P0 	: 아 과차장1년차들이라
P0 	: 젊으심ㅌㅋㅋ
P2 	: 젊꼰들이군
P0 	: 저분들으누꼰대는아닌데
P0 	: 드립이
P0 	: 흠..
P0 	: 너무하다싶닼ㅋㅋ
P3 	: 잠깐 딴거하느라 못본 연기해 
P0 	: 걍계속웃고잇닼ㅋㅋ
P1 	: ㅋㅋ
P1 	: 하하
P1 	: 잼나네요
P0 	: 저녁에
P0 	: 연어회먹눈다고
P1 	: 웅
P0 	: 소스
P1 	: 누가?
P0 	: 준비해놓으라눈전화받움
P0 	: 아빸ㅋㅋㅋ
P1 	: 누가?
P1 	: 앜ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나 회의중이라니까
P1 	: 연어좋댜
P0 	: 안믿엌ㅋㅋ
P2 	: ㅋㅋㅋㅋㄱㄱ
P1 	: 하양소뜨에
P2 	: ㅋㅋㅋ
P1 	: 양파
P1 	: 채썰어
P0 	: 아빠나 근무즁이얔ㅋㅋ이래도 안믿고
P3 	: 크
P3 	: 연어회
P0 	: ㅇㅇ그 소스만들랰ㅋㅋ
P3 	: 그걸 만들어 머거?
P0 	: 양파넣은 소스
P2 	: 소스 우리가
P3 	: 팔자ㅏㄴ
P2 	: 만들수있어?
P0 	: 양파에 레몬즙에
P0 	: 마요네즈랑
P0 	: 단거조금넣고
P0 	: 해먹으면 더 고급진맛이너
P0 	: 특히 식초대신 레몬즙
P0 	: 그게 포인트임ㅋㅋㅋ
P0 	: 일단 양파 참ㅁㄹ에ㅜ담고오ㅏ야겟더
P2 	: 집에 일단
P2 	: 레몬즙이 있어야디네
P0 	: ㅇㅇ
P2 	: 대실패
P2 	: ㅋㅋㅋㅋㅋ
P0 	: 술에타먹을라고
P2 	: 아?
P0 	: 사둔게있짘ㅋ
P2 	: ㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 남다르군
P0 	: 소사에 레몬즙은
P2 	: ㅋㅋㅋㅋ
P0 	: 사랑입니다
P2 	: 역시,,쩝쩝박샄ㅋㅋ
P3 	: ㅋㅋㅋㅋ
P3 	: 쩝쩝박사
P2 	: 넘 잘지었어 누가지은겨
P3 	: ㅋㅋㅋ 난 아님
P2 	: &name4&가 쓰길래 &name4&가 맨든줄ㅋㅋ
P3 	: ㅋㅋㅋ 뭔가 입에 촥촥 감김
P1 	: 해바ㅑㅇ겟댜
P0 	: {emoji}
P0 	: 눈아파...
P0 	: 양파썰엇더니
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: {emoji}
P2 	: &name1& 요리사네
P0 	: 이정도고통
P0 	: 나 요리사아니고
P0 	: 조리사~
P2 	: ㅋㅋㄱㄱㅋㄱㄱㅋ
P0 	: 내가요리하면
P2 	: 조리샄ㅋㅋ
P0 	: 맛없엌ㅋ
P2 	: 아까 무슨콩밥도
P2 	: 맛나보였는디
P0 	: 그것도 조리임ㅋㅋㅋ
P0 	: 냉동제품
P2 	: 아하
P2 	: 앜ㅋㅋ
P0 	: 후라이팬에볶은거
P2 	: 감쪽같앗스
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 바쁜현대인에게
P0 	: 간편식은
P0 	: 필수인것가태
P2 	: 울집은 그런 음식이 없어서
P2 	: 맨날 밑반찬만 뭇네
P2 	: 아 저녁메뉴 코다리 확정임
P2 	: 꽝꽝꽝
P0 	: 오글케노래부르던
P0 	: 코다리찜ㅋㅋㅋㅋ
P2 	: 아 너무맛있어진짜
P2 	: 매운데
P0 	: 너히어무니가
P2 	: 산골짜기에 있거든?
P0 	: 요리를 잘하시나부닼ㅋ
P2 	: 아?
P2 	: 아니
P0 	: 아 사먹으러가?
P2 	: 사먹어야지...
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㄱㅋㄱㄱㅋㅋ
P0 	: {censored}
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 누가그걸
P3 	: 소통의 오류
P2 	: 하고있겠
P2 	: ㅋㅋㄱㅋ
P2 	: 그맛이안나
P0 	: 그치~?
P2 	: 당근이지~
P2 	: ㅋㅋㅋㅋㄱㅋ
P0 	: 역시 여리는 사먹어야~~
P2 	: 북한산 산골짜기에 있는데
P2 	: 진심
P0 	: 오홍
P2 	: 평일점심도 웨이팅임...
P0 	: 맛집이야?
P2 	: 엉 그런가봐
P0 	: 궁금하넼ㅋㅋ
P2 	: 사람 넘 많은데
P0 	: 이름알려줘
P0 	: 나중에 엄마한테 알려줘야지
P2 	: 그래서 밥이 코로드가는지 입으로 드가는지 걍 흡입하고나옴
P0 	: (같이는안가고 알아서 가시라규
P2 	: {share:url}
P0 	: 옼ㅋㅋㅋ
P0 	: 이름부터가 밥도둑이넼ㅋㅋ
P2 	: 엉ㅋㅋㅋ
P2 	: 체인점도 생겼어
P2 	: 다른집은 안가봤구
P2 	: 날좋을때
P3 	: 산책겸 ㄱㄱ?
P2 	: 아닞운전하구가야돼...
P2 	: ㅋㅋㅋㄱㄲ
P2 	: 너네 근처로오믄
P2 	: 델고갈게
P2 	: 아님 내가 데리러가도돼
P2 	: 마싯성
P3 	: 쬬앙
P3 	: 근데 신기한게
P3 	: 우리 네명 다 각자 고등하굑 친구들이랑 연락하고있어서가지구
P3 	: 진짜 불어반 모이라고하면 다 모일순있겟다
P3 	: 와....
P0 	: ㅋㅋㅋㅋㅋㅋㅋ글게
P2 	: &name8&거니
P2 	: &name5&&name6&&name7&
P2 	: &name8&&name9&&name10&&name11&&name12&&name13&
P2 	: 기억이안나.....
P3 	: &name1&네가 &name5&쪽이고 
	  &name3&가 &name8&쪽이고 
	  &name2&이가 &name9&네쪽이고
	  내가 &name14&쪽이고
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P3 	: 신기방기 
P3 	: 하지만 모일일은 없지
P2 	: 아웃곀ㅋㄱㅋ
P2 	: 결론이여?
P2 	: 한 30년뒤는
P2 	: 모일수도ㅋㅋㅋ
P2 	: &name15&
P2 	: 아 그 그림그리던친구 이름
P2 	: &name15&잌ㅋㅋ잘사나
P3 	: 앜ㅋㅋ&name15&? 걘 페북에 가끔 뜨던데 
P2 	: 아 페북을 안해서 몰랏네
P0 	: 모여도끼리끼리놀게 뻔해서
P0 	: 안모이는게낫짘ㅋㅋ
P1 	: ㅋㅋㅋㅋ
P1 	: 삼십년뒤??
P2 	: 동문회 이럼서ㅋㅋ
P2 	: 18반까지 집합ㅋㅋ
P0 	: {censored}
P2 	: 진짜 인구많았다
P0 	: 학교에서모여야겟닼ㅋㅋ
P0 	: 학교운동장에서 고기파티하면
P0 	: 재밋겟다
P2 	: 고기 빠질수없는것
P2 	: ㅋㅋㅋㅋㄱㅋ
P1 	: 고기파티
P1 	: 좀땡긴다
P3 	: ㅋㅋㅋ
P3 	: 고기 소금장에 먹으면 맛나겟다
P0 	: 아옼ㅋㅋ
P0 	: 고기땡긴다
P2 	: 나는 목살에 고추장 좋아해
P0 	: 항정살
P0 	: 나는 항정살이렁
P0 	: 껍데기
P2 	: 합정에 껍데기 맛난집있는디
P0 	: 너네 88껍대기아니
P0 	: 거기존맛
P2 	: 88은 모루겠오
P0 	: 오 합정어디
P2 	: 마포소금구이
P0 	: 아알지거깈ㅋㅋ
P2 	: 밥 이런거 안팔구...
P0 	: 거기갓다갘ㅋㅋㅋ
P2 	: 고기랑 술만 파는ㅋㅋ
P0 	: 밥없어서
P0 	: 합정푸르지오사는
P2 	: 술안먹으면 혼남ㅋㅋㅋ콜라라도 메어야돼
P0 	: 그 금수저동기가
P2 	: 앜ㅋㅋ
P0 	: 집에서 밥가저옴ㅋㅋㅋ
P2 	: 아웃곀ㅋㄱㄱㄱㄱㅋ
P0 	: 김치도 챙겨옴ㅋㅋㅋㅋ
P2 	: 난 미리 햇반 데워가
P2 	: ㅋㅋㄱㄲㅋㅋㅋ
P0 	: 앜ㅋㅋㅋ
P0 	: 주변펴니점
P2 	: 내가 껍데기 안좋아하는데
P0 	: 햇반장사잘될둣
P2 	: 거집 맛나더라
P0 	: 거기 고기도
P0 	: 두툼해서 맛나자나
P2 	: 고기도 마싯고
P2 	: 엉
P0 	: 진짜 연기빼면 다완벽
P2 	: 못간지오래됐다
P0 	: ㅋㅋㅋㅋ
P2 	: 첨에 발견했을때
P0 	: 연기가 너무차서 옷에 냄새다베눈데
P0 	: ㅇㅇ
P2 	: 동기들이랑 주1회 갔는디
P2 	: 술안먹어서 눈치보여가지궄ㅋㅋ
P0 	: 나도 전회사동기가알랴쥼ㅋㅋㅋ
P0 	: 아 고래?
P2 	: 웅
P0 	: 우린술고래들많아서
P0 	: 그런생각언해봄ㅋㅋㅋㅋ
P2 	: 사서들은 술에 관심이 없다
P2 	: 만나도 9시에 파함
P0 	: ㅇㅎㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋ지친 인간들이야
P0 	: 개발자들은
P0 	: 술고래천지
P2 	: 일이 힘드러서 그런가?
P0 	: 나만이상헌캐릭
P2 	: 개발자들은
P0 	: 몰랔ㅋㅋ
P2 	: 서터레스가 많을듯..
P0 	: 다들잘먹더랔ㅋㅋ
P0 	: 나만못먹어서
P0 	: 매일 먼저뻣움
P3 	: ㅋㅋㅋㅋ다들 돼지런하네
P2 	: 별종이구먼
P2 	: 돼지런ㅋㅋㄱㅋ
P0 	: ㅇㅇㅋㅋㅋ
P0 	: 돼지런하게살아야지
P2 	: 합정진짜
P2 	: 너무맛있어
P0 	: 버는돈 대부분을
P0 	: 먹는데쓰는걸ㅋㅋㅋ
P2 	: 나중에 거기도가자
P0 	: 그랰ㅋㅋ
P2 	: 갈곳은많닼ㅋㅋ
P0 	: 근데&name2&이
P0 	: 정산해줄생각없늬??
P2 	: 정산안해주려나바
P0 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 잘먹었어
P2 	: ㅋㅋㅋㄱㅋㅋㄱㅋ
P0 	: 잘먹엇다~
P2 	: 방도 잘 썼어~
P2 	: ㅋㅋㅋㄱㅋ
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P3 	: 고마워~ 
P0 	: 어쩐지~~
P0 	: 집갈때 집주인처럼 배웅해주더라니~~
P0 	: {emoji}
P2 	: 엌ㅋㅋㄱㅋㅋ
P2 	: &name2&인 거기살아~우린갈게ㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅌㅌㅌㅌㅌㅋㅋ
P0 	: 사실오늘도 그집에서 출근햇을슈도
P0 	: ㄷ ㄷ
P2 	: 알고보니 집쥬인ㅋㅋㅋㅋ
P2 	: 회사는 부업이곸ㄱㄱ
P3 	: ㅋㅋㅋㅋㅋㅋ
P3 	: &name2&이한테 옷도 받으러가야하는데
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 다시 또 놀믄되겠다
P0 	: 그집다시가봨ㅋㅋ
P2 	: ㅋㅋㄱㅋㄱㄱㅋㄱ ㅋㄱㄱㄱ
P0 	: 개웃기넼ㅋㅋㅋ
P2 	: ㅋㅋㄱㅋㅋ
P2 	: 아
P2 	: &name2&이 이래도 안나타나넥ㄱㅋ
P3 	: 바쁜가봐
P3 	: 일하느라
P0 	: ㅋㅋㅋㅋㅋㅋ글게
P0 	: 바쁜가뱌
P3 	: 이따 퇴근하면 보고 정산쥬
P3 	: 툌툌
P0 	: {share:photo}
P0 	: 연어짱큰거사왓어
P3 	: 실례가 안된다면 한입만
P0 	: ㅋㅋㅋㅋㅋ송구합니다만 6시반까지오면
P0 	: 식사합석 ㄱㄴ한부분입니다
P0 	: 박양
P0 	: 박군은 오늘도 송구햇을깤ㅋ
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P3 	: 달려서 일반 탓드아
P0 	: ㅌㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅣㄱㅋㅋㄱㄱㅋ박군
P2 	: 낼물어봐야지
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ근데
P0 	: 그런캐릭 구경하면 재밋엌ㅋㅋ
P0 	: 직접격는건싫은데
P0 	: 걍 구경은 존잼ㅋㅋㅋ
P3 	: 마져
P3 	: 그냥 구경은 잼써
P2 	: ㅋㅋㅋㅋ
P2 	: 코다리 마싯었다눙
P2 	: 박군의 이야기 투비컨티뉴드얌
P0 	: 엉ㅋㅋㅋㅋ
P3 	: 궁금ㅋㅋㅋㅋㅋ
P2 	: 난 이제부터 금식이도다
P0 	: 아 근데 내일
P0 	: 대장내시경은 안해?
P2 	: 옹 그건 아직 우리 나이 아니자농?
P0 	: 그거 30대부터 하먄좋다긴하더라
P0 	: 여즘30대 크론병환자가 많대
P0 	: 아니 왜물어봣냐면ㅋㅋㅋ
P0 	: 보통 검진전에 고추가루든거 안먹는데
P2 	: {share:info}
P0 	: 생각래보니 코다리찜은
P0 	: 너무 빨간게아닝가싶어섴ㅋ
P2 	: 음..
P2 	: 나도 먹고나서
P2 	: 이거먹어두되나 싶었지만
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 이미 늦었었어ㅋㄱㅋㅋ
P0 	: 헉시 내시경하다가
P0 	: 빨간거발견되먄
P2 	: 대장내시경은 아마 나이 좀 더 먹어먀....
P0 	: 고추가루라고 주장햌ㅋ
P2 	: 근디 이 병원은 밤10시 이후 금식이라도라
P2 	: 보통 8시나 6시였던거같은디
P0 	: 글게
P0 	: 내가가는 센터는
P0 	: 9시로알려줌ㅋㅌ
P2 	: 동네로 갈건디
P2 	: 귀찮아 쥭갯네
P0 	: ㅋㅋㅋㅋㅋ차타구가?
P2 	: 웅ㅈ구래야지
P2 	: 요기는 걸어갈수없어,,,
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 차있는데 귀찮으면
P0 	: 뚜벅이는 울어야지..
P2 	: 아
P2 	: 운전이 귀찮은것이 아니고
P2 	: 내일 집 밖을 나간다는 사실이
P3 	: 한창 쟘쓸때 아냪
P2 	: 넘 슬푸다
P2 	: 쟘쓸때는
P2 	: 자고있을때니?
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 신박한오타네
P0 	: 나는내일도 재택이라
P0 	: 지금 머리를감을까말까
P0 	: 고민중
P2 	: 나라면!
P2 	: 안감음
P0 	: 지금 이틀째 안감음
P2 	: ㅋㅋㅋㅋㄱㄱ
P0 	: {emoji}
P2 	: 오
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 죻은생각
P0 	: 내일이면 삼일째안감눈건데
P2 	: 머리 감아봐야 어따 보여줄곳이 없어
P0 	: 안간지럽넼ㅋ
P2 	: (더럽
P2 	: ㅋㅋㅋㅋㄱㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 나 휴직했을때
P0 	: 내가원래는
P0 	: 1일1감
P2 	: 진쟈 안감앗는디..
P0 	: 이라
P0 	: 이런 일탈 너무 오랜만이라..
P2 	: 좀더 버텨봐
P2 	: ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ그럴까
P0 	: {emoji}
P2 	: 할수잇다
P2 	: &name2&이 또 자나버ㆍ
P2 	: 정산,,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 시간될때해주겟지
P0 	: 하지말하래도 알아서 할거여
P2 	: ㅋㅋㅋㄱㄲㄱㅋ
P2 	: 자금이 넉넉할때해야
P2 	: 빨리보내쥬지
P2 	: 후 지금 나스닥보는즁
P0 	: 아재택근무단점
P0 	: 주식에 흥미를 잃게되
P0 	: 계속 누워잇게되
P2 	: ㅋㅋㅋㅋ
P2 	: 회사에서 딴짓이 젤 재미쏭
P3 	: ㅋㅋㅋㅋㅋ 언제까지 재택이야ㅔ
P0 	: 일단내일까지구
P0 	: 연장검토중인가배?
P0 	: 근데 울팀은 재택가능한데
P0 	: 다른팀이 환경상 업무를 아예못봐서
P0 	: 걍 출근할수돜ㅋㅋ
P0 	: 그팀만하라하기구래서 다같이할거같운 느낌적인 느낌..
P2 	: 혹시모르니 다같이 하는게촣겠지
P1 	: 야두라
P1 	: 정산낼해줄게미안ㅋㅋㅋㅋㅋ
P1 	: 재택이조은데ㅔ
P0 	: 각자살앗으면ㅋㅋㅋ
P0 	: 그팀이 출근한다고 같이하라면
P0 	: 넘나귀탆..
P3 	: 하위
P0 	: 굿모닝~
P3 	: 오늘 엄청 더우
P0 	: 마다
P0 	: 30도까지올라간댜
P2 	: 아덥다진쟈
P2 	: 이제인낫는데
P2 	: 땀흘림서인낫네
P0 	: ㅋㅋㅋㅋ그정도여?
P2 	: 엉 솜이불이거든..
P0 	: 내방은 우풍이 신해서
P2 	: ㅋㅋㅋㄱㅋㄱㅋ
P0 	: 항상쌀썰
P0 	: 나출근햇어벌써
P0 	: 세수양치하고 컴부터켬
P0 	: 그리고 맥모닝사러나갈럇눈데
P0 	: 생각햅ㅗ니 아직 결과안나와서 못나가
P3 	: ㅋㅋㅋㅋㅋㅋ진짜 언제나왘ㅋㅋㅋㅋ
P3 	: 답답하겟다
P0 	: 산책하구싶다...
P0 	: 낮에덥대서 아침해할랙더니
P0 	: ㅠㅜ
P1 	: {share:photo}
P0 	: 드뎌정상해쥬ㅓㅅ닼ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 엑셀로쳐서보내는게
P1 	: 편할거가타서
P3 	: 오키오키
P3 	: 완료임당
P0 	: ㅇㅇ저두옄ㅋ
P3 	: 와 화장실 땜에 죽을뻔 ㅔ
P3 	: 밖에 엄청 덥다ㅔ
P0 	: 오늘ㄹㅇ덥대
P0 	: 걍 되도록 실내에있으삼
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 외부를나갈일이업어
P2 	: 쫌따보내쥬깨71
P1 	: 천처니죠요
P1 	: 다들
P1 	: 아침모먹엉?
P0 	: 나는 재택근무쥰비하규
P0 	: 샌드위치배달시켯오
P0 	: 아점으로 먹겤ㅋㅋ
P1 	: 재택부러엉
P1 	: 몬샌드위치?
P3 	: 힙한 샌드위치래
P2 	: {share:photo}
P2 	: 검진끝나면
P2 	: 차에서 먹을
P2 	: 내 도시락
P2 	: 뽀로로 잘마실게ㅋㅋ
P0 	: 힙한커피라는 카페서파는 힙한샨드위칰ㅋ
P0 	: 엌ㅋㅋㅋㅋ드뎌마시네
P1 	: 뽀로로
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나두배고푸댜
P2 	: 진정한으르는
P2 	: 뽀로로를 빡ㄴ지
P0 	: 근데 애기들음료에
P0 	: 비타민도들어가고
P0 	: 은근머ㅏ실먼햌ㅋㅋ
P0 	: 물론 난 안사먹지만^^
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ&name3& 누가보면 애키우는줄
P3 	: 너무 귀염뽀짝
P0 	: 진짜 유치원생도시럭같넼ㅋㅋㅋ
P2 	: ㅋㅋㄱㅋㄱㄱㄱ내 도시락통 쩔지
P2 	: 회사갖고다녔어
P0 	: 엌ㅋㅋㅋㅋ
P0 	: 나는 펭수가좋은데
P0 	: 일상용품우로된 굿즈는 거의안사고
P0 	: 인테리어소품정도만삼ㅋㅋㅋ
P2 	: ㅋㅋㅋ나도 내돈두고 산거 별로없더
P2 	: 다들 십시일반
P2 	: 생일선물로..
P0 	: 엌ㅋㅋㅋ나두
P0 	: 거의선물받은거
P3 	: 찐사랑이네
P0 	: 회사에서 내별명이
P0 	: 한동안 펭천지엿엌ㅋㅋ
P0 	: 신천지사건 유명할깨
P0 	: 붙혀진별먕ㅋㅋㅋ
P3 	: ㅋㅋㅋ 펭천지 ㅋㅋㅋ 
P3 	: 나 주말에 장어집 또가야해...고양시...
P3 	: 거기에 팩트 두고왔쭘
P0 	: 네..?
P0 	: 그날진짜 정신이 없엇나부닼ㅋㅋㅋ
P0 	: 그럴만둨ㅋㅋ
P0 	: {share:photo}
P0 	: 여의주얼음에 커피타와쓰
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ올
P3 	: 진짜 아침커피는 진리다
P3 	: 난 곧있음 백수니까 자제중
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ백수랑커피렁 뭔상관이죸ㅋㅋ
P2 	: 날씨죠타
P0 	: {share:photo}
P0 	: 이분 이상한길로오셔
P2 	: 전기자전거인가
P0 	: ㄴㄴ오토바잌ㅋㅋ
P0 	: 큰길두고 골목길로오시넼ㅋ
P0 	: 와마을주민인가
P0 	: 길잘알이야
P0 	: 개빨리 오고있어
P3 	: 커피먹는ㅅ ㅡㅂ관들이면 안돼
P2 	: 와
P2 	: 사람들 엄청많아
P3 	: 오늘 날인가
P3 	: 건강검진
P2 	: 아니
P2 	: 백신접종인듯...
P2 	: 어제 아부지도
P2 	: 사람 많았다그랬거든
P1 	: ㅋㅋ
P1 	: 어제울아빠두맞앗는데
P2 	: 어떠셔?
P1 	: 아주멀쩡해
P1 	: &name3&네는?
P2 	: 울아부지도 멀-쩡
P2 	: 근디 먼가 힘이 없어 보이셔서
P1 	: 이상태로
P1 	: 쭉가야지
P2 	: 코다리머근거ㅋㅋ
P0 	: {share:photo}
P2 	: 오왘ㅋㅋ
P1 	: 아항
P2 	: 마싯겠다
P1 	: 대박맛나겟다
P0 	: {share:photo}
P0 	: 밥먹구올겤ㅋㅋ
P2 	: 나 지금 넘 배고픈디
P1 	: 근무해야지
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 반반씩가저옴ㅋㅋ
P2 	: 아뇸뇸,,
P2 	: 나 시간 꽤걸릴텐디 배고픈디
P3 	: 저게 어케 점심,저녁이야?
P3 	: 한큐에 가능할거같은데
P2 	: 음?
P2 	: 점심만이 아니었어?
P1 	: 아니
P1 	: 두개인데
P1 	: 당연두끼아녀?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 잌ㅋㅋㄱㅋ
P2 	: 하나는 아침
P2 	: 하나는점심
P2 	: 하지ㄱ만 지금은 아점
P2 	: 한번에 호로록
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ&name3& 꽤나 논리적이네
P2 	: ㅋㅋㅋㄱㅋㅋㅋ
