# FILE DATA
ID : MMRW2100000219
category :  온라인 대화 > 다자 대화(4인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210603
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 인천
principal_residence : 제주
current_residence : 제주
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 대전
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 4
age : 40대 이상
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 전남
principal_residence : 전남
current_residence : 경기
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  직장>동기/동료/동업자, 기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 뭐하세요??
P0 	: 그런데 사부님은 초빙년수 빼도 10년 아니에요? 아 9년차군요.. 1년 더 계실 수 있네요
P3 	: 학년 부장요. 학교 일은 잘하는 듯 싶지만...
P1 	: 초빙년수를 이전분은 아예빼는걸껄요??
P1 	: 소급적용은 안하던데요?
P3 	: 그가 알아서 하겠지요.. 나는 다른 계획을 세워야..
P0 	: 네~ 1년 더 계시겠네요 ㅎㅎㅎ
P3 	: 여기서 10년 채우고 나가야.. 근데 그 전에 지역을 확 바꿔버릴 수도.. ㅎㅎ 어중간한 ㄷㅌ
P0 	: 지금 화성이세요? &name4&샘 베이비는 출근 시간이 몇시?
P3 	: 7시 50분에 집에서 나옴요
P0 	: 아 저희랑 비슷하네요
P3 	: 일단 아이 유치원에 내려놓고 남편이 나를 데려다 주고 출근
P0 	: 아 그렇군요 학교가 멀진 않군요
P3 	: 네... 남편학교와 가까운편이에요. 같은 지역이니
P0 	: 저는 친정엄마 도움을 꽤 받습니다..ㅎㅎ
P1 	: 자도 주말 의탁형...
P1 	: 저도
P3 	: 남편은 신도시 중심에 있는 학교, 전 신설 3년째 학교
P0 	: 아하.. 저는 아침에 의지해요... 7시 50분에 엄마집 앞에 내려놓고 와요 ㅋㅋㅋㅋㅋㅋ 밥안먹인채로
P1 	: 저는 대체로... 알아서 해결..
P1 	: 한달에  1~2번 가는거 같아요..
P3 	: 좋겠음. 난 엄마가 없어서리... ^^;;;
P0 	: 아침밥좀 먹여주십사... 애가 워낙 밥돌이라 아침을 대충 떼울 수가 없음
P3 	: 울 딸아이는 챙겨주는 것도 안먹으려해서리... 아침부터 억지로 먹임
P0 	: 양껏 먹고 가십니다... 대신 편식이 심해서 유치원서는 거의 안먹는 것 같아요... 
P1 	: 후..
P1 	: 저는 아침부터 한식파..
P0 	: 그래서 아침이라도 챙겨줘야함(할머니손으로,,,)
P1 	: 죽겠어요.ㅠㅠ
P0 	: 저희애도 한식으로 드시고 갑니다...
P3 	: &name3&쌤.. 모범상 추천 공적조서 좀 보내줘요.
P0 	: 왜 저한텐 달라고 안하시죠?
P3 	: 구걸하는 중..
P0 	: 방송애들 추천용만 있나봅니다.
P3 	: 자기도 주던지.. ㅎㅎ 담임 안한 지 오래됐담시롱.. ㅋ
P0 	: 저도 기다릴게요 그럼 @한이슬7763   &name3& 마&name3&
P3 	: 쌤도 &name3&쌤께 구걸하시는 중?? ㅎㅎ 내년.. 또는 언젠가는 할 담임 자료 미리 수집중??
P0 	: 엥? &name4&샘... 너무 나를 모르시네요... 우리 올 초에 함께 오랜만에 담임 하게 됐다고... 이야기했는데 흥..
P2 	: 모범상 추천?
P2 	: 하 저 하드가 다 날아갔어요 외장하드 ㅜ
P0 	: 안타까운 소식입니다...
P2 	: 며칠 전부터 인식이 안되는데 ㅠㅠ 어쩌나요 ㅠㅠ 거기에 예전 담임 자료며 생기부 자료 다 있는데 흑흑
P1 	: 아.. 교직생활의... 모든것이...
P2 	: 수리비도 엄청 들고 수리 될지도 모르겟어요 ㅜㅜ
P0 	: 아니 이제보니 머지포인트 된다네요 할리스 ㅠㅠㅠㅠㅠ 다시 결제하러가야겠쓰
P2 	: 오 머지가 진짜 유용
P0 	: 제로페이 취소  됩니까..........
P1 	: 카드이니 취소 되지 않을까요?
P2 	: 취소되지요 제로페이보다 머지가 이득이에요ㅗ?
P0 	: 저희지역은 카드가 아닙니다..
P0 	: 머지는 20퍼
P2 	: 아
P2 	: 이십퍼
P0 	: 퇴근길 바쁘겠다...
P1 	: 아... 어... 음....
P1 	: 모르겠네요..ㅠ 해줄랑가..ㅠㅠ
P2 	: 스벅 기프티콘 결제 이런 것도 취소되는데요
P1 	: 카드가 아닌 상품권으로 사서..
P1 	: 다시 상품권을 찾아 내어줘야하는 상황인듯요.
P0 	: 취소 되긴하는데 좀 복잡은 할듯요 ㅎㅎㅎ그래도 해야죠? 만원이 넘는걸요
P1 	: 해야죠
P0 	: 으흫흐흐흐 다시 지펴진 랜턴의 유혹 20퍼라니
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 돌려받을 만원 생각하면...
P0 	: 제품 만오천원 포함.. 4만원에 20퍼면 32000원.. 그래도 비싸긴 하네유...
P1 	: 좀만 더 보태서 사나요??
P0 	: 좀만이 아니죠?ㅋㅋㅋㅋㅋ
P1 	: 티나. 라부말고 수익권 또 없어요?ㅋㅋ
P0 	: 누가 &name4&&name1&좀 말려줘요~~(이거 음성지원되면 애엄마)
P1 	: 애엄마 인증..ㅋㅋ
P3 	: ㅎㅎㅎ
	  내가 요즘 식탁 때문에 정신이 없어서리...
P2 	: 뭔데요 난 모르는데
P3 	: 아까비... 
P2 	: 누가 &name4&&name1& 좀 말려줘요~~ 
P3 	: 못 말림.
P2 	: 이게 뭘까요 ㅋㅋㅋ
P2 	: 이번 주 금요일에 개교기념일이라 놀러가려고 했는데 주말 내내 비소식이..
P0 	: &name3&샘 아가는 뽀로로 안좋아하나봉가
P2 	: 아 뽀로로예요?? ㅋㅋ
P0 	: 누가 뽀로로좀 말려줘요~~~~~~
P2 	: 뽀로로 ㅋㅋㅋ 사고치니
P0 	: 아직도 지원 안됩니까요
P0 	: 노래 검색해서 듣고오시기 바랍니다
P2 	: 네네 ㅋㅋ 뽀로로 많이 못 봤어요 ㅋㅋ 저희 앤 호비..
P1 	: 또 비인가..
P3 	: 주말에 날씨가 안좋다던가요/
P0 	: 우리애도 뽀로로 싫어합니다
P2 	: 게다가 노래입니까
P3 	: 그래도 나간다
P2 	: 네 날씨가 구리대요 ㅠ
P1 	: 여기.. 올림픽대표 축구경기 있대서..
P0 	: 잉? 아 축구 관심 무..
P1 	: 딸이랑 남편 보내려고 했더니...  ㅠ
P0 	: 어디갈건데요 슐샘
P3 	: 나는 얕은 계곡을 갈까 하는데...
P0 	: 축구경기표는 무료는 아니죠?
P3 	: 딱히 갈 만한 곳이 없네요.
P0 	: 전 이번주 시댁행..
P1 	: 아마 유료..ㅋㅋㅋ
P3 	: 1마눤 정도?
P0 	: 저도 얕은 계곡 파주에 가고픈곳 정해놨는데
P3 	: 1만원 정도 할거에요.
P0 	: 그러나 시댁행........
P1 	: 얼마인지 전혀 모르겠어오?
P2 	: ㅋㅋ 그놈의 갯벌을 가려고 했는데
P3 	: 파주가 좀 멀어서..
P2 	: 근데 수영장에서도 코로나 감염되죠?
P3 	: 저는 남쪽으로 갈 거 같아요.
P0 	: 아래는 갈곳 더많지 않아요?
P3 	: 크게 이슈화되지는 않았던 거 같아요.
P2 	: 여기는 사우나는 많은데
P0 	: 수영장보다는 탈의실 샤워실에서 감염된다더라구요
P1 	: 수영장보다.. 탈의실이래서..
P1 	: 수영만 하고.. 객실로 슝..
P3 	: 근데 수영장은 안씻고 나올 수가 없으니
P0 	: 방수마스크는 분명 무쓸모
P2 	: 아.. 그럼 야외 풀장 같은 곳은 괜찮으려나...
P3 	: 계곡을 가는 것으로요.. 계곡은 안씻고 그냥 말림
P2 	: 리조트 가서 수영하고 객실에서 씻고 
P3 	: 안씻긴다면야.. 괜찮을 수도요.. 근데 전국 어디든 안전한 곳은 없어서리..
P2 	: 이럼 되려나요
P3 	: 그럼 되겠네요.
P0 	: 근데뭐 캠핑장 감염되 되잖아요..?
P1 	: 대부분 이러더라고요..
P2 	: 그동안 개인 풀빌라만 찾아서 세 번 정도 갔는데 ㅜ
P0 	: 저도 이렇게 했어요
P2 	: 너무 비싸요...
P1 	: 여기 유명 호텔들 다 확진자 나왔는데..
P3 	: 그니깐요. 텐트도 좀 떨어져 있어도 감염
P0 	: 거기 다녀옴... 카페에 떳던 그 뭐죠.. 구&name2&
P1 	: 호텔내에서 전파는 없더라고요..
P2 	: 오 
P3 	: 저는 호텔은 제주 신라만 가봐서리
P0 	: 도와줘요 구&name2&...
P2 	: 호텔내전파가 없다니
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ카페 핫딜 알려줬던 그 리조트 
P2 	: 강원도 말인가요 
P1 	: 거기 어딜까냐???
P2 	: 아 아니네요 ㅎㅎㅎㅎ
P3 	: 호텔 내에서 전파는 기사 차단?? 한 것은 아니겠지요.
P0 	: 네네 강원도 가까이 ㅋㅋㅋㅋㅋ
P3 	: 나는 숙박에 돈 많이 쓰는 거 싫어함요.
P0 	: 엄마야... 오션월드 있는 그곳
P2 	: 강원도 가까이면 충북?!
P0 	: 아 홍천 비발디!
P3 	: 다른데 많이 쓰는 것도 싫지만
P1 	: 기억안남..
P2 	: 아 ㅋㅋㅋ 저는 몰랐네요
P1 	: 내가 못가는곳..ㅋㅋㅋㅋ
P3 	: 한 번 자고 나오면 끝인데.. ㅎ
P0 	: 두번이나 다녀왔다는..
P2 	: 키즈풀비라 이런 곳 좁아 터졌는데 ,. 하루에 사십만원 ㅜ
P0 	: 가성비 최고였습니다 정말~~ㅎㅎㅎㅎ 
P1 	: 다녀온 사람들 다들 좋다더라고요^^
P0 	: 애가 하나면 키즈풀빌라 아까워요
P3 	: 제주 신라가 호텔 중에서 어느 정도 급이에요? 괜찮은 편인가?
P0 	: 애가 셋은 되야 뽕빼죠
P2 	: 애가 셋 = &name2& ㅋㅋㅋ 
P0 	: 상급입니다 제주신라
P1 	: 신라가 애데리고 가기에는 좋은편..
P3 	: 근데 애 셋이면 추가금도 있을 듯
P1 	: 있죠.
P2 	: 제주 신라 가보고파요
P3 	: 아.. 그래요? 우리 나라 호텔이 그정도 수준임??
	  
P0 	: 비밀리에 가야죠
P3 	: 난 제주 신라 매우 좋지는 않던데요. 방도 그렇고
P2 	: 사실 제주도 호텔 한번도 안가봤어요
P1 	: 음. 근데 시설이 노후화 되었어여
P0 	: 아 키즢풀빌라는 아이를 숨길수없죸ㅋㅋㅋ
P1 	: 서비스가 좋은거지.
P1 	: 룸은 그닥.. 좋지 않아요..
P0 	: 우리나라 호텔 좋은 곳 많아요~~
P2 	: ㅎㅎ 젤 좋은 곳 어딥니까
P0 	: 비싸서 그렇지..
P1 	: 동리엇.. 좋던데요..
P2 	: 전 신라 서울이 제일 좋았던듯...
P2 	: (많이 안 가봄)
P0 	: 부대시설도 좋은 곳 많은데 다 추가요금이 있다는것이..
P1 	: 서울 신라도 좋더라고요.
P2 	: 동리엇은 동리엇... 줄임말 아니고 그냥 동리엇 호텔인가요
P3 	: 비싸서 기본으로 갔다와서리 서비스 안받아봄.
P1 	: 동대문 메리어트.
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ어쩐지 동리엇이 어디 나라말인가 고민함
P0 	: 전 올인클루시브 스타일이라....
P1 	: ㅋㅋㅋㅋ
P3 	: 아.. 좋은 곳 많이 가보셨군요. 난 앞으로도 못가지 싶은데.. ㅋ
P0 	: 신행은 어디 다녀오셨지요?
P2 	: 다들 어디 다녀오셨나요 
P0 	: 저는 뉴욕+칸쿤
P1 	: 코로나 애둘 이전에는 호텔 티어달고 놀러다녔는데.....
P2 	: 저는 하와이.. 아... 넘 좋은 곳
P1 	: 저는 몰디브
P2 	: 뉴욕 칸쿤 쩌네요 스케일
P0 	: 천만원 플렉스
P2 	: 몰디브!!! 가서 하루종일 수영했나여
P2 	: 근데 하와이도 천만원,..
P0 	: 몰디브가 더 비싸여
P3 	: 저는 괌이요.
P0 	: 10주년에 하와이 가기로 했는데 곧이네요....
P3 	: 호텔은 잘 기억이 안남. 쉐라톤이었었나??
P0 	: 하.. &name4&샘 플렉스좀 하셔야겠어요
P2 	: 괌 한번도 안 가봤어요
P1 	: 저는 중학교 부터 신혼은 무조건 몰디브..
P0 	: 괌은 태교 여행..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: &name1&샘 ㅋㅋ 하와이가면....
P0 	: 몰디브 가고싶당앙앙
P2 	: 캐리어 세 개는 새로 사실듯
P0 	: 머선소리에요
P1 	: 몰디브 갈라고 돈 모아뒀는데..
P0 	: 저 아울렛 쇼핑 안합니다
P2 	: 아 정말인가여 ㅋㅋ와우 현명
P1 	: 코로나 뽭
P0 	: 는 아니고 못합니다.. 두 남자들 때문에 ㅠㅠㅠㅠㅠㅠㅠㅠ
P3 	: 그런데 가서 돈쓰고 그러면 기분이 좋아짐?? ㅎㅎ 가격 만큼 좋아지남?? 전 돈 많이 쓰면 우울할 거 같아서
P1 	: 자녀 셋 뽜밤
P3 	: 고질병임.. ㅎㅎ 소비 습관을 바꿔야지
P0 	: 완전 기분 좋아지는데요 ㅠㅠ 너무 행복한데 지금 이 순간
P2 	: 저는 하와이 구경을 많이 못했어요 아울렛 다니느라...한심..
P3 	: 아.. 그러면 시도해봐야겠어요.
P1 	: 저는 평소에 아껴쓰고 여행에 돈 쓰는 편이에요.
P3 	: 돈은 있는데.. ㅎㅎㅎ
P0 	: 칸쿤은 막 수영장 바다 옆에 누워있으면 먹을거 계속 가져다줍니다
P2 	: 후회막심
P0 	: 모히또 피자 햄버거
P3 	: 아... 그래요?? 그런 대접은 못받아봄.
P0 	: 파바바바바바박
P3 	: 오... 꿈의 공간이네요.. ㅎ
P0 	: 그 모든것이 다 호텔료에 포함
P1 	: 몰디브 마찬가지..ㅋㅋ
P0 	: 진짜 꿈같은 곳 ㅠㅠ 가고싶당...
P3 	: 내가 11시 10분부터 수업이라..
P2 	: 아 진짜 넘 가고 싶네요
P0 	: 계속 축제가 펼쳐지고요
P3 	: 아쉽.. ㅎ 계속 열톡하고 있는데.. 재밌어서리
P0 	: 아항ㅋㅋㅋ아직 20분남음
P1 	: 가요..
P3 	: &name1&쌤 수업은요?
P3 	: 오늘 놀러감?? 학교에??
P0 	: 저는 멀티 플레이어... 
P1 	: 3인가족 무엇이 두렵습니까?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P3 	: 애 먹이는 게 두려움.. ㅎㅎ
P0 	: 이번주는 인강이네요. 촬영 지난주에 다 해뒀어요
P3 	: 애 한 명인데도 남편한테 서로 미룸. 니가 해라 내가 해라.
P1 	: 거기 수영하고 나오면 겁나 잘먹을 꺼애요 ㅋ
P3 	: 아.... 저는 늘 실시간이라.
P1 	: 안먹을 수가 없음
P0 	: 셋이어도 애는 없는게...
P3 	: 먹다가 안먹으려 하면
P0 	: 애 데리고 가는순간 돈도 아까워집니다...
P3 	: 먹으라고 얘기를 하는데..
P0 	: 뽕뺼수가 없는 알레르기 녀석...
P3 	: 그럼 딸아이 하는 말...
P0 	: 뭐라합니까
P3 	: 먹여주던지... ㅎㅎㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ우리애도 먹기싫은거 남으면 엄마 도와줘야 먹을 수 있다며
P1 	: 응 거절... 안먹읆거면 말아라
P2 	: ㅋㅋㅋㅋㅋ 저는 돈도 없는데 막 쓰는 스타일인데 모아서 한번에 쓰는 습관을 길러야겠어요 &name2&샘처럼
P0 	: 먹여달라는 뜻...
P3 	: 아님.. 
	  먹여주던가...
	  말투가 넘 웃김요.
P0 	: 흠.. 모아서도 쓰고 막도 쓰고 쓰고쓰고 또쓰고 한숨쉬고쉬고 또 벌고 열심히...
P2 	: ㅋㅋㅋㅋㅋㅋ근데 그렇게 쓰고 싶은데 리얼로 돈이 없어요ㅠㅠ ㅋㅋ 
P0 	: 우리 부모님 진짜 아끼며 사는 스타일이신데요 나이드시니 후회된다고 팍팍쓰래요.. 
P2 	: &name1&샘은 빚이 없나유
P0 	: 늙으니 막 다니고 싶어도 못다니고 먹고싶어도 못먹는다고
P1 	: 저희 부모님이세요?
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 빚엄청 많아요.. 저 쓰는거보니 부자같나요?
P2 	: 네네 부자같아요 ㅋㅋㅋ
P0 	: 쫍아터진 기찻길옆 오막살이 아파트도 은행꺼
P3 	: 우리 중에 가장 부자같으심..
P0 	: 지금 통장도 마텅장
P3 	: 서울에 사시공.. ㅎ
P1 	: 서울에 집
P2 	: 그래도 서울이라 우리집보다 훨 비쌀 거 가탕요 
P0 	: 마이너스 텅텅텅장
P1 	: 무조건 부자임..ㅋㅋㅋㅋ
P0 	: 남편계좌도 마이너스
P0 	: 대전도 요즘 상당히 비싸잖아요
P3 	: ㅎㅎㅎ 마이너스 통장도 재산이라고
P0 	: ㅋㅋㅋㅋㅋ은행돈도 내돈이다~~~~~~
P2 	: 대전 중에 제일 안 비싼 곳 ㅋㅋㅋ
P3 	: 전국적으로 싼 곳이 없음.
P0 	: 맞아요...
P0 	: 진짜 너무함.. 집값
P3 	: 울 아파트 카페에서도 집 값 올릴 수 있다고 도색을 바꾼다고..
P0 	: 흑흑 이사가고싶은데 제성격이면 대출 더 땡겨서 당장이라도 가는데.. 나무늘보 녀석....... 너이녀석 정말.......
P3 	: 암튼 도색을 바꿨는데.. 집 값 올라가는 소리 들린다고..
P1 	: 그래서.. 이정부 들어서면 안된다고....... 설파했었지만.. 아무도 들어주지 않음..ㅠㅠ
P0 	: 도색은 10년에 한번인가 5년에 한번 다 하지 않나요?
P3 	: 입주한 지 아직 4년 안됐는데.
P0 	: 미안해요... 투표했어요...
P2 	: 저는 여기 청약이 된 건데 아무도 안넣는 곳이라서 ㅋㅋ 남편 되고 ㅋㅋ 전 예비 10번인가 돼서 ㅋㅋ 포기하고
P3 	: 시공사 하자 협상 중 가장 돈 많이 드는 것으로 부분 도색을 협상함.
P0 	: 다음 투표는 &name2&샘이 시키는대로 할게요
P2 	: 다행히 그떄보단 인기가 많아졌어요 ㅋㅋ
P0 	: 올랐으면 다행이죠 ㅎㅎ
P3 	: 뭐.. 다른 정부도 마찬가지였을 거 같긴 합니다.
P0 	: 그럼 그냥 허경영을 밀어줍시다..
P2 	: 맞아요 결국 부동산은 ...
P0 	: 허경영님을!!!
P1 	: 집값은 이리 안올랐을꺼에요..ㅋㅋㅋㅋ
P0 	: 허경영! 허경영! 허경영!
P3 	: 다른 정부였다면 집값은 좀 잡혔을지라도.. 다른 것은 개판이었을 수도.... 암튼.. 
P0 	: 제주에선 이 광경 못보죠? 여의도 한강공원가면 허경영을 외치는 할무니할아부지 부대가 지나가십니다
P1 	: ㅋㅋㅋ결국..10년지나니 허경영 말대로.
P3 	: 다음 정부는 제대로 하기를
P0 	: 애들이 막따라합니다 허경영!!
P1 	: 애낳으라고 돈주고 있음..ㅋㅋㅋ
P2 	: 허경영은 나쁜놈
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오우.. 진풍경..
P0 	: ㅋㅋㅋㅋ재밌겠쥬?ㅋㅋㅋㅋㅋ
P3 	: 허경영한테 투표하는 사람이 진짜 있음
P1 	: 크..
P0 	: 다음에 만나면 영상드리리라..
P2 	: 할머니 할아버지들한테 돈 뜯잖아여
P3 	: 아니 많더라구요.
P1 	: 구경가고 싶으다.
P2 	: 나빠 나빠 ㅋㅋ ㅠㅠ 
P0 	: 그런데요 저 고딩떄..
P3 	: 얼마나 부자인지.. 대선에 계속 나옴요..
P0 	: 시험지 받는 그 순간에 항상 마음속으로 세번 외쳤어요
P3 	: 돈 많이 들텐데.. 표도 얼마 못받아 대선 비용 다 지원도 못받을 것이고
P0 	: 허경영허경영허경영
P3 	: &name1&쌤은 셤문제 안내심?
P1 	: 이번에 지원받았을껄요?ㅋㅋㅋㅋ
P3 	: 것도 다 함????
P2 	: 그게 다 인지도 높여서 사기치려고 나오는 거 아닌가요 ㅋㅋㅋ
P0 	: 시험 잘봤습니다
P3 	: 그런가요. 능력도 좋네. 아까운 세금
P0 	: 그럴리가요.. 벼락치기.. 아직 기한이
P3 	: ㅎㅎ.. 내일 저녁부터 내세요.
P0 	: 많은 호응을 해주셔야 출제할 시간이 없을텐데요.. 
P2 	: 대화의 희열에서 ㅋㅋ 닥치면 해야 하는 거
P3 	: 저는 이따 이목표 만들어야겠음요.
P0 	: 현 수행 채점중입니다
P3 	: 바쁘다 바빠... 톡할라 채점할라
P2 	: ㅋㅋㅋ 공감햇어요 완벽주의 성향도 있고
P0 	: 마이크로 해주면 좋으련만
P1 	: 오 봐야겠다
P3 	: 톡을 계속하는데.. 대화에 집중을 못하나.. 다 못알아먹음. ㅎㅎ
P0 	: 뭘 봅니까?
P2 	: 닥치지 않으면 안하는 것에
P2 	: 대화의 희열이요 ㅋㅋ
P0 	: 거기에 공감한거죠?
P2 	: 네네 근데 애 낳고 좀 바뀌었어요
P0 	: &name3&샘 어디에 공감한건지.. 완벽주의란건지 알수가없음
P3 	: 2교시 끝나는 종 침. 짜증나는 소리
P0 	: 우린 3교시 시작종
P2 	: 시간 날 떄 조금이라도 뭐라도 해놓는 성격으로
P2 	: 아줌마 샘들이 그렇게 틈틈이 일하시더니
P0 	: 아 배고파... 맞아요 어쩔수없어요 
P3 	: 아... 온클에 영상 올려두나봅니다.
P0 	: 근데 또 애가 좀 크면 달라집니다
P3 	: 오늘 급식메뉴는 뭐에요?
P2 	: ㅋㅋㅋㅋ 아 결국 내 성격으로
P0 	: 네 실시간 출첵만합니다
P3 	: 많이 먹을 수 있는 메뉴인가?
P0 	: 급식안먹습니다. 또 까묵으셨나요
P2 	: 저는 항상 많이 먹습니다
P3 	: 메뉴 상관없이 막먹는가??
P0 	: &name4&샘 미워할겁니다.. 저에게 관심좀 주십쇼
P3 	: 아... 이것은 그냥 물은 것임요.
P0 	: 애정구걸중...
P3 	: &name3&쌤도 있고
P0 	: ㅋㅋㅋㅋㅋ그래도 애정구걸할겁니다
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 식도염 땜에 커피도 안 먹고 암것도 안 먹고 있었어요 점심만 기다림
P0 	: 저는 도시락을 싸왔습니다. 야채샐러드에 에그토스트'
P3 	: 글고 급식을 안먹어도 급식메뉴는 확인할 수 있고
P2 	: 점심 먹고 커피 마실거예요 
P3 	: 뒷수습 중.. ㅎ
P0 	: 이미 라떼두잔마셨음
P2 	: 에그토스트 만들었나요
P1 	: 사온거 아니고요??
P3 	: 나는 자리에 앉아있으면 움직이기 싫어서리.
P3 	: 음료도 가지러 가기 싫음.
P1 	: 아까 할리스표??
P2 	: 엉덩이가 무겁군요 ㅋㅋ
P0 	: 에그토스트는 냉동.. 야채샐러드는 씻어서 잘라서 넣고 만들었음
P2 	: 우와 부지런하시네요
P1 	: 오오 부지런{emoji:♡}{emoji:♡}
P0 	: 할리스에서 빵살걸 후회함. 너무 아침에 정신ㅇ넚었음
P3 	: 내 행동반경 안에 정수기도 있었음 좋겠는데.. 문 끝에 정수기가 있네요.
P0 	: 야채샐러드는 일요일에 잘씻어서 잘라놨음
P2 	: 저도 엉덩이가 무거운데 ㅋㅋ 밥먹으러 가는 것만 가볍네요
P3 	: 그런 곳 빵 맛있어요? 전 빵을 안먹어서리
P0 	: 곰표 케이크 먹어보고싶었는데
P1 	: 어..음... 할리스가 없는데요..ㅋㅋㅋㅋㅋ
P2 	: 맛있어요 스벅은 어디서 하더라 그래서 맛있꼬
P0 	: 아 배고파랑 스벅 모아야겠다.. 언니가 갑자기 8개 보내줌...
P3 	: 스벅 모으삼..
P0 	: 이제 10개됐네요. ㅋㅋㅋㅋㅋ
P2 	: 우아 부러워요
P3 	: 글구 뭐 고를지 알려주삼.
P0 	: 품절없나요?
P2 	: 아직 없는ㄷ스
P0 	: 회의 놓쳤네요 부장님 콜옴 ㅠㅠ 갑니다 ㅠㅠ
P2 	: 다녀오세여
P1 	: 다녀오세요#
P2 	: 카페에 추천 뜬 웹툰 당신의 과녁
P1 	: 음. 그래도 영롱하긴... 상자가 영롱...
P2 	: 재밌어요 
P1 	: 오? 추천템 한번은 봐야죠..
P2 	: 슬프고 재밌음
P1 	: 내일 저녁에 봐야지!!
P2 	: 시간 날 떄 ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이랬는데 이미 본거 일때 다수 ...
P2 	: 이건 얼마 전 완결 나서 안 끊기고 쭉 볼 수 있어요
P1 	: 제목 기억 못하는 멍충이...
P2 	: 아 삼학년 시험 문제를 오늘 내야 하는데..
P1 	: 앗.. 완전 좋은데요??? 정주행 할 수 있는 웹툰 사랑{emoji:♡}{emoji:♡}
P0 	: 그러나 회의중 톡ㅋㅋ
P2 	: 샘은 슬의에서 ㅋㅋ 치송파였나여 익송파엿나여 
P1 	: 하...
P2 	: &name1&샘 금방 오심 
P1 	: 이런 어려운 문제...
P2 	: 전 완전 익송이긴 한데
P1 	: 익송파로 해줘요..
P0 	: 교복 만족도 조사 하래요
P1 	: 근데.... 치송도 응원했어...ㅠ
P2 	: 익준이 애 딸린 홀애비인게 슬픔
P1 	: 아니... 익준이 처럼 잘놀던 사람도..
P2 	: 맞아요 ㅜㅜ
P1 	: 애 낳고 그렇게 헌신적으로  애키우는거 보면서 뭉클......
P2 	: 애 키우면서 ... 
P2 	: 크 젤 좋아하는 커플은 누군가여
P1 	: 저는 다 좋아요..ㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋ 저는 익송이고
P1 	: 다 응원해...
P0 	: 학생회장 투표는 목요일
P2 	: ㅋㅋㅋ 걔네 뭐였죠 곰곰 커플인가
P1 	: 곰팅이 커플 응원해...
P2 	: 민하랑 석형이
P0 	: 두팀 나왔음.. 
P1 	: 윈터가든도 응원해...
P2 	: 아 곰팅 커플 ㅋㅋ
P2 	: 윈터가든! 
P1 	: 다 좋아요..
P1 	: 진짜 흥해라...{emoji:♡}
P2 	: 샘 혹시 ㅋㅋ 드라마 갤 달렸나여
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 
P3 	: 나 이따가... 수업 갔따 와서 벽 안탐요
P1 	: 아뇨..
P1 	: 왜요?????
P2 	: 타지마세여 ㄱ잡담
P3 	: 누가 요약정리 해줘야함.
P1 	: 잡담이에요..ㅋㅋㅋ
P2 	: 윈터가든 이런 용어 ㅋㅋ 맨날 갤에서 쓰던 거라
P3 	: 방금 아이가 와서 문제 물어보고 감.. 난 급해주겠는뎅.. ㅎ
P0 	: 타고 싶은게 사람심리
P3 	: 2분 남음.. 가기 싫다.
P1 	: 어.. 음... 나 왜알지?????
P3 	: 그러나 먹고 살아야하니..
P2 	: 제 취미가 드라마 보면서 갤 달리기... ㅋㅋ 
P0 	: &name4&&name3&샘학교는 휴대폰 안걷나요?
P3 	: 애써보겠음....
P2 	: 네 안 걷어유
P3 	: 걷어요... 아침에
P3 	: 애들 다 착실히 잘냄
P2 	: 엇 저희는 와이파이도 제공
P3 	: 예전 학교는 안걷었는데
P1 	: 제 주변에 누군가가 갤을 달리고 전파 했겠죠 뭐ㅡㅋㅋㅋㅋ
P3 	: 우리 학교도 이제 와이파이 됨요.
P0 	: 경기도 전체 설치한듯해요
