# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.3
metadata : {}


# id : NWRW1800000025.3.1.1
[오명철 기자의 인물기행]조계종 종정 8년 만에 첫 인터뷰 법전 스님

[오명철	[/SS+오명철/NNP
닥쳐오는	닥쳐오/VV+는/ETM
거지요.	거/NNB+이/VCP+지요/EF+./SF


# id : NWRW1800000025.3.27.4
참눈을 가진 사람은 우주를 한 몸으로 봅니다.

참눈을	참/NNG+눈/NNG+을/JKO
가진	가지/VV+ㄴ/ETM
사람은	사람/NNG+은/JX
우주를	우주/NNG+를/JKO
한	한/MMN
몸으로	몸/NNG+으로/JKB
봅니다.	보/VV+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.27.5
또 세상일은 모두 만들어지고(成), 때가 되면 무너지고(壞), 그리고 빈 것으로 돌아가는(空) 과정을 되풀이 합니다.

또	또/MAG
세상일은	세상일/NNG+은/JX
모두	모두/MAG
만들어지고(成),	만들/VV+어/EC+지/VX+고/EC+(/SS+成/SH+)/SS+,/SP
때가	때/NNG+가/JKC
되면	되/VV+면/EC
무너지고(壞),	무너지/VV+고/EC+(/SS+壞/SH+)/SS+,/SP
그리고	그리고/MAJ
빈	비/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
돌아가는(空)	돌아가/VV+는/ETM+(/SS+空/SH+)/SS
과정을	과정/NNG+을/JKO
되풀이	되풀이/NNG
합니다.	하/VV+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.27.6
그래서 풍요롭다가 가난하기도 하고, 좋은 일이 있다가 나쁜 일이 생기기도 합니다.

그래서	그래서/MAJ
풍요롭다가	풍요/NNG+롭/XSA+다가/EC
가난하기도	가난/NNG+하/XSA+기/ETN+도/JX
하고,	하/VX+고/EC+,/SP
좋은	좋/VA+은/ETM
일이	일/NNG+이/JKS
있다가	있/VA+다가/EC
나쁜	나쁘/VA+ㄴ/ETM
생기기도	생기/VV+기/ETN+도/JX
합니다.	하/VX+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.27.7
보통 사람들은 그 변화가 올 때 이 고통이 계속 될 거라고 절망하면서 살지만, 심지(心地)가 깊은 사람은 크게 개의치 않고 이 또한 한 순간에 지나가는 것인 줄 알고 지혜롭게 후일을 기다릴 줄도 압니다.”

보통	보통/MAG
사람들은	사람/NNG+들/XSN+은/JX
그	그/MMD
변화가	변화/NNG+가/JKS
올	오/VV+ㄹ/ETM
때	때/NNG
이	이/MMD
고통이	고통/NNG+이/JKS
계속	계속/MAG
될	되/VV+ㄹ/ETM
거라고	거/NNB+이/VCP+라고/EC
절망하면서	절망/NNG+하/XSV+면서/EC
살지만,	살/VV+지만/EC+,/SP
심지(心地)가	심지/NNG+(/SS+心地/SH+)/SS+가/JKS
깊은	깊/VA+은/ETM
사람은	사람/NNG+은/JX
크게	크/VA+게/EC
개의치	개의/NNG+하/XSV+지/EC
않고	않/VX+고/EC
또한	또한/MAG
한	한/MMN
순간에	순간/NNG+에/JKB
지나가는	지나가/VV+는/ETM
것인	것/NNB+이/VCP+ㄴ/ETM
줄	줄/NNB
알고	알/VV+고/EC
지혜롭게	지혜/NNG+롭/XSA+게/EC
후일을	후일/NNG+을/JKO
기다릴	기다리/VV+ㄹ/ETM
줄도	줄/NNB+도/JX
압니다.”	알/VV+ㅂ니다/EF+./SF+”/SS


# id : NWRW1800000025.3.28.1
―사람들이 갈수록 흉포해지고 있습니까.

―사람들이	―/SS+사람/NNG+들/XSN+이/JKS
갈수록	갈수록/MAG
흉포해지고	흉포하/VA+아/EC+지/VX+고/EC
있습니까.	있/VX+습니까/EF+./SF


# id : NWRW1800000025.3.28.2
그것이 원래 인간의 진면목(眞面目)입니까.

그것이	그것/NP+이/JKS
원래	원래/MAG
인간의	인간/NNG+의/JKG
진면목(眞面目)입니까.	진면목/NNG+(/SS+眞面目/SH+)/SS+이/VCP+ㅂ니까/EF+./SF


# id : NWRW1800000025.3.29.1
“인간의 진면목이야 선하고 밝은 것이지요.

“인간의	“/SS+인간/NNG+의/JKG
진면목이야	진면목/NNG+이야/JX
선하고	선/NNG+하/XSA+고/EC
밝은	밝/VA+은/ETM
것이지요.	것/NNB+이/VCP+지요/EF+./SF


# id : NWRW1800000025.3.29.2
사람이 흉포해지는 것은 우리들 사는 것이 너무 풍요로운 데서 오는 겁니다.

사람이	사람/NNG+이/JKS
흉포해지는	흉포하/VA+아/EC+지/VX+는/ETM
것은	것/NNB+은/JX
우리들	우리/NP+들/XSN
사는	살/VV+는/ETM
것이	것/NNB+이/JKS
너무	너무/MAG
풍요로운	풍요/NNG+롭/XSA+ㄴ/ETM
데서	데/NNB+서/JKB
오는	오/VV+는/ETM
겁니다.	거/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.29.3
물질적으로 풍족해야 잘 사는 것이라는 생각 때문에, 그것이 채워지지 않으면 사람이 흉포해지는 거지요.

물질적으로	물질/NNG+적/XSN+으로/JKB
풍족해야	풍족하/VA+아야/EC
잘	잘/MAG
사는	살/VV+는/ETM
것이라는	것/NNB+이/VCP+라는/ETM
생각	생각/NNG
때문에,	때문/NNB+에/JKB+,/SP
그것이	그것/NP+이/JKS
채워지지	채우/VV+어/EC+지/VX+지/EC
않으면	않/VX+으면/EC
사람이	사람/NNG+이/JKS
흉포해지는	흉포하/VA+아/EC+지/VX+는/ETM
거지요.	거/NNB+이/VCP+지요/EF+./SF


# id : NWRW1800000025.3.29.4
될 수 있으면 채식하고, 분수에 맞게 살면서, 마음을 다스리는 훈련을 늘 병행해야 합니다.”

될	되/VV+ㄹ/ETM
수	수/NNB
있으면	있/VA+으면/EC
채식하고,	채식/NNG+하/XSV+고/EC+,/SP
분수에	분수/NNG+에/JKB
맞게	맞/VV+게/EC
살면서,	살/VV+면서/EC+,/SP
마음을	마음/NNG+을/JKO
다스리는	다스리/VV+는/ETM
훈련을	훈련/NNG+을/JKO
늘	늘/MAG
병행해야	병행/NNG+하/XSV+아야/EC
합니다.”	하/VX+ㅂ니다/EF+./SF+”/SS


# id : NWRW1800000025.3.30.1
3남 1녀 중 막내아들로 태어나 출가 직전인 열네 살까지 모친의 젖을 먹고 자랐다는 노장은 출가 후 속가(俗家) 부모님들과의 인연을 끊었다.

3남	3/SN+남/NNG
1녀	1/SN+녀/NNG
중	중/NNB
막내아들로	막내아들/NNG+로/JKB
태어나	태어나/VV+아/EC
출가	출가/NNG
직전인	직전/NNG+이/VCP+ㄴ/ETM
열네	열네/MMN
살까지	살/NNB+까지/JX
모친의	모친/NNG+의/JKG
젖을	젖/NNG+을/JKO
먹고	먹/VV+고/EC
자랐다는	자라/VV+았/EP+다는/ETM
노장은	노장/NNG+은/JX
후	후/NNG
속가(俗家)	속가/NNG+(/SS+俗家/SH+)/SS
부모님들과의	부모/NNG+님/XSN+들/XSN+과/JKB+의/JKG
인연을	인연/NNG+을/JKO
끊었다.	끊/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.3.30.2
부모가 돌아가셨다는 기별이 담긴 편지도 한 번 읽곤 아궁이에 던졌다.

부모가	부모/NNG+가/JKS
돌아가셨다는	돌아가/VV+시/EP+었/EP+다는/ETM
기별이	기별/NNG+이/JKS
담긴	담기/VV+ㄴ/ETM
편지도	편지/NNG+도/JX
한	한/MMN
번	번/NNB
읽곤	읽/VV+곤/EC
아궁이에	아궁이/NNG+에/JKB
던졌다.	던지/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.3.30.3
“출가수행자로서는 그게 부모의 은혜를 갚는 길”이라고 생각했기 때문이다.

“출가수행자로서는	“/SS+출가수행자/NNG+로서/JKB+는/JX
그게	그거/NP+이/JKS
부모의	부모/NNG+의/JKG
은혜를	은혜/NNG+를/JKO
갚는	갚/VV+는/ETM
길”이라고	길/NNG+”/SS+이라고/JKQ
생각했기	생각/NNG+하/XSV+았/EP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.3.30.4
하지만 “스물넷에 선방으로 나온 이후 부모 형제들을 위해서 축원 한 번 하거나 향 한 개 꽂은 적 없이 한 평생을 살아왔다”는 대목에서는 ‘비정하다’는 생각이 드는 것도 사실이다.

하지만	하지만/MAJ
“스물넷에	“/SS+스물넷/NR+에/JKB
선방으로	선방/NNG+으로/JKB
나온	나오/VV+ㄴ/ETM
이후	이후/NNG
부모	부모/NNG
형제들을	형제/NNG+들/XSN+을/JKO
위해서	위하/VV+아서/EC
축원	축원/NNG
한	한/MMN
번	번/NNB
하거나	하/VV+거나/EC
향	향/NNG
개	개/NNB
꽂은	꽂/VV+은/ETM
적	적/NNB
없이	없이/MAG
평생을	평생/NNG+을/JKO
살아왔다”는	살아오/VV+았/EP+다/EF+”/SS+는/ETM
대목에서는	대목/NNG+에서/JKB+는/JX
‘비정하다’는	‘/SS+비정/NNG+하/XSA+다/EF+’/SS+는/ETM
생각이	생각/NNG+이/JKS
드는	들/VV+는/ETM
것도	것/NNB+도/JX
사실이다.	사실/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.3.30.5
노장의 답은 이랬다.

노장의	노장/NNG+의/JKG
답은	답/NNG+은/JX
이랬다.	이렇/VA+었/EP+다/EF+./SF


# id : NWRW1800000025.3.30.6
“나는 부처님께 양자왔다.”

“나는	“/SS+나/NP+는/JX
부처님께	부처/NNP+님/XSN+께/JKB
양자왔다.”	양자/NNG+오/VV+았/EP+다/EF+./SF+”/SS


# id : NWRW1800000025.3.31.1
―효도를 하는 게 불가의 가르침에 어긋납니까.

―효도를	―/SS+효도/NNG+를/JKO
하는	하/VV+는/ETM
게	거/NNB+이/JKS
불가의	불가/NNG+의/JKG
가르침에	가르침/NNG+에/JKB
어긋납니까.	어긋나/VV+ㅂ니까/EF+./SF


# id : NWRW1800000025.3.32.1
“결단코 그렇지는 않습니다.

“결단코	“/SS+결단코/MAG
그렇지는	그렇/VA+지/EC+는/JX
않습니다.	않/VX+습니다/EF+./SF


# id : NWRW1800000025.3.32.2
하지만 나는 출가한 이후 이웃을 위해 봉사할지언정 부모형제를 위해서는 어떤 시주물도 쓰지 않겠다는 각오로 살았습니다.

하지만	하지만/MAJ
나는	나/NP+는/JX
출가한	출가/NNG+하/XSV+ㄴ/ETM
이후	이후/NNG
이웃을	이웃/NNG+을/JKO
위해	위하/VV+아/EC
봉사할지언정	봉사/NNG+하/XSV+ㄹ지언정/EC
부모형제를	부모/NNG+형제/NNG+를/JKO
위해서는	위하/VV+아서/EC+는/JX
어떤	어떤/MMD
시주물도	시주물/NNG+도/JX
쓰지	쓰/VV+지/EC
않겠다는	않/VX+겠/EP+다는/ETM
각오로	각오/NNG+로/JKB
살았습니다.	살/VV+았/EP+습니다/EF+./SF


# id : NWRW1800000025.3.32.3
왜냐하면 핏줄이란 차별심은 중생으로서 어찌할 수 없는 한계를 가진 것이라고 생각했기 때문입니다.

왜냐하면	왜냐하면/MAG
핏줄이란	핏줄/NNG+이/VCP+란/ETM
차별심은	차별심/NNG+은/JX
중생으로서	중생/NNG+으로서/JKB
어찌할	어찌/MAG+하/XSV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
한계를	한계/NNG+를/JKO
가진	가지/VV+ㄴ/ETM
것이라고	것/NNB+이/VCP+라고/EC
생각했기	생각/NNG+하/XSV+았/EP+기/ETN
때문입니다.	때문/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.32.4
그리고 공과 사를 분명히 하는 것이 출가인의 직분이라고 생각했습니다.

그리고	그리고/MAJ
공과	공/NNG+과/JC
사를	사/NNG+를/JKO
분명히	분명히/MAG
하는	하/VV+는/ETM
것이	것/NNB+이/JKS
출가인의	출가인/NNG+의/JKG
직분이라고	직분/NNG+이/VCP+라고/EC
생각했습니다.	생각/NNG+하/XSV+았/EP+습니다/EF+./SF


# id : NWRW1800000025.3.32.5
우리 사회가 무질서한 것은 공사를 구별하지 않기 때문입니다.

우리	우리/NP
사회가	사회/NNG+가/JKS
무질서한	무/XPN+질서/NNG+하/XSA+ㄴ/ETM
것은	것/NNB+은/JX
공사를	공사/NNG+를/JKO
구별하지	구별/NNG+하/XSV+지/EC
않기	않/VX+기/ETN
때문입니다.	때문/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.32.6
옛적 양기스님이라는 분이 총림(叢林)에서 3000명 대중의 살림을 맡은 원주(院主)를 지내면서 호롱불은 두 개만 가지고 살았습니다.

옛적	옛적/NNG
양기스님이라는	양기/NNP+스님/NNG+이/VCP+라는/ETM
분이	분/NNB+이/JKS
총림(叢林)에서	총림/NNG+(/SS+叢林/SH+)/SS+에서/JKB
3000명	3000/SN+명/NNB
대중의	대중/NNG+의/JKG
살림을	살림/NNG+을/JKO
맡은	맡/VV+은/ETM
원주(院主)를	원주/NNG+(/SS+院主/SH+)/SS+를/JKO
지내면서	지내/VV+면서/EC
호롱불은	호롱불/NNG+은/JX
두	두/MMN
개만	개/NNB+만/JX
가지고	가지/VV+고/EC
살았습니다.	살/VV+았/EP+습니다/EF+./SF


# id : NWRW1800000025.3.32.7
그것도 개인 돈으로 산 호롱불은 위에 놓고 절 돈으로 산 호롱불은 아래에 두고 썼습니다.

그것도	그것/NP+도/JX
개인	개인/NNG
돈으로	돈/NNG+으로/JKB
산	사/VV+ㄴ/ETM
호롱불은	호롱불/NNG+은/JX
위에	위/NNG+에/JKB
놓고	놓/VV+고/EC
절	절/NNG
아래에	아래/NNG+에/JKB
두고	두/VV+고/EC
썼습니다.	쓰/VV+었/EP+습니다/EF+./SF


# id : NWRW1800000025.3.32.8
기름 한 방울이 떨어져도 공공의 것이 되게 하기 위해서였지요.

기름	기름/NNG
한	한/MMN
방울이	방울/NNG+이/JKS
떨어져도	떨어지/VV+어도/EC
공공의	공공/NNG+의/JKG
것이	것/NNB+이/JKC
되게	되/VV+게/EC
하기	하/VX+기/ETN
위해서였지요.	위하/VV+아서/EC+이/VCP+었/EP+지요/EF+./SF


# id : NWRW1800000025.3.32.9
국가를 위해 봉사하는 공무원의 자세도 이러해야 사회질서가 바로 잡히고 나라가 바로 서는 겁니다.”

국가를	국가/NNG+를/JKO
위해	위하/VV+아/EC
봉사하는	봉사/NNG+하/XSV+는/ETM
공무원의	공무원/NNG+의/JKG
자세도	자세/NNG+도/JX
이러해야	이러하/VA+아야/EC
사회질서가	사회/NNG+질서/NNG+가/JKS
바로	바로/MAG
잡히고	잡히/VV+고/EC
나라가	나라/NNG+가/JKS
서는	서/VV+는/ETM
겁니다.”	거/NNB+이/VCP+ㅂ니다/EF+./SF+”/SS


# id : NWRW1800000025.3.33.1
노장은 스물한 살 때 금강산 마하연에 조선의 도인들이 모여 산다는 소문을 들었다.

노장은	노장/NNG+은/JX
스물한	스물한/MMN
살	살/NNB
때	때/NNG
금강산	금강산/NNP
마하연에	마하연/NNP+에/JKB
조선의	조선/NNP+의/JKG
도인들이	도인/NNG+들/XSN+이/JKS
모여	모이/VV+어/EC
산다는	살/VV+ㄴ다는/ETM
소문을	소문/NNG+을/JKO
들었다.	듣/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.3.33.2
하지만 흰 광목으로 가사를 해 입고 걸망까지 걸친 뒤 짚신을 신고 길을 나섰다가 6·25전쟁이 터지는 바람에 뜻을 접었다.

하지만	하지만/MAJ
흰	희/VA+ㄴ/ETM
광목으로	광목/NNG+으로/JKB
가사를	가사/NNG+를/JKO
해	하/VV+아/EC
입고	입/VV+고/EC
걸망까지	걸망/NNG+까지/JX
걸친	걸치/VV+ㄴ/ETM
뒤	뒤/NNG
짚신을	짚신/NNG+을/JKO
신고	신/VV+고/EC
길을	길/NNG+을/JKO
나섰다가	나서/VV+었/EP+다가/EC
6·25전쟁이	6/SN+·/SP+25/SN+전쟁/NNG+이/JKS
터지는	터지/VV+는/ETM
바람에	바람/NNB+에/JKB
뜻을	뜻/NNG+을/JKO
접었다.	접/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.3.33.3
남북문제에 대해서도 한 마디 여쭈었다.

남북문제에	남북문제/NNG+에/JKB
대해서도	대하/VV+아서/EC+도/JX
한	한/MMN
마디	마디/NNG
여쭈었다.	여쭈/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.3.34.1
―통일이 언제 어떻게 오겠습니까.

―통일이	―/SS+통일/NNG+이/JKS
언제	언제/MAG
어떻게	어떻/VA+게/EC
오겠습니까.	오/VV+겠/EP+습니까/EF+./SF


# id : NWRW1800000025.3.34.2
그리고 그것이 행(幸)일까요, 그 반대일까요.

그리고	그리고/MAJ
그것이	그것/NP+이/JKS
행(幸)일까요,	행/NNG+(/SS+幸/SH+)/SS+이/VCP+ㄹ까/EF+요/JX+,/SP
그	그/MMD
반대일까요.	반대/NNG+이/VCP+ㄹ까/EF+요/JX+./SF


# id : NWRW1800000025.3.35.1
“시기보다 꾸준한 노력이 필요합니다.

“시기보다	“/SS+시기/NNG+보다/JKB
꾸준한	꾸준하/VA+ㄴ/ETM
노력이	노력/NNG+이/JKS
필요합니다.	필요/NNG+하/XSA+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.35.2
서둘지 말고 통일을 위한 기반을 하나씩 닦아나가야 할 겁니다.

서둘지	서둘/VV+지/EC
말고	말/VX+고/EC
통일을	통일/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
기반을	기반/NNG+을/JKO
하나씩	하나/NR+씩/XSN
닦아나가야	닦/VV+아/EC+나가/VX+아야/EC
할	하/VX+ㄹ/ETM
겁니다.	거/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.35.3
통일에 방해되는 것을 하나씩 줄여가면서 서로에 대한 신뢰를 차츰 회복하면 반드시 통일이 이뤄질 겁니다.

통일에	통일/NNG+에/JKB
방해되는	방해/NNG+되/XSV+는/ETM
것을	것/NNB+을/JKO
하나씩	하나/NR+씩/XSN
줄여가면서	줄이/VV+어/EC+가/VX+면서/EC
서로에	서로/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
신뢰를	신뢰/NNG+를/JKO
차츰	차츰/MAG
회복하면	회복/NNG+하/XSV+면/EC
반드시	반드시/MAG
통일이	통일/NNG+이/JKS
이뤄질	이뤄지/VV+ㄹ/ETM
겁니다.	거/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.35.4
통일이 중요하고 분명한 것은 그것이 우리의 본래 모습을 회복하는 길이기 때문입니다.”

통일이	통일/NNG+이/JKS
중요하고	중요/NNG+하/XSA+고/EC
분명한	분명/MAG+하/XSA+ㄴ/ETM
것은	것/NNB+은/JX
그것이	그것/NP+이/JKS
우리의	우리/NP+의/JKG
본래	본래/NNG
모습을	모습/NNG+을/JKO
회복하는	회복/NNG+하/XSV+는/ETM
길이기	길/NNG+이/VCP+기/ETN
때문입니다.”	때문/NNB+이/VCP+ㅂ니다/EF+./SF+”/SS


# id : NWRW1800000025.3.36.1
―북한에 대한 지원에 여전히 말이 많습니다, 한마디로 더 퍼줘야 합니까.

―북한에	―/SS+북한/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
지원에	지원/NNG+에/JKB
여전히	여전히/MAG
말이	말/NNG+이/JKS
많습니다,	많/VA+습니다/EF+,/SP
한마디로	한마디/NNG+로/JKB
더	더/MAG
퍼줘야	푸/VV+어/EC+주/VV+어야/EC
합니까.	하/VX+ㅂ니까/EF+./SF


# id : NWRW1800000025.3.36.2
눈 딱 감고 끊어야 합니까.

눈	눈/NNG
딱	딱/MAG
감고	감/VV+고/EC
끊어야	끊/VV+어야/EC
합니까.	하/VX+ㅂ니까/EF+./SF


# id : NWRW1800000025.3.37.1
“보시는 악을 막고 선을 장려하는 것이라고 했습니다.

“보시는	“/SS+보/VV+시/EP+는/ETM
악을	악/NNG+을/JKO
막고	막/VV+고/EC
선을	선/NNG+을/JKO
장려하는	장려/NNG+하/XSV+는/ETM
것이라고	것/NNB+이/VCP+라고/EC
했습니다.	하/VV+았/EP+습니다/EF+./SF


# id : NWRW1800000025.3.37.2
이런저런 이유로 말들이 많지만 순수한 인도적 입장에서 볼 때 지원이 필요하다면 당연히 해야죠.

이런저런	이런저런/MMD
이유로	이유/NNG+로/JKB
말들이	말/NNG+들/XSN+이/JKS
많지만	많/VA+지만/EC
순수한	순수/NNG+하/XSA+ㄴ/ETM
인도적	인도/NNG+적/XSN
입장에서	입장/NNG+에서/JKB
볼	보/VV+ㄹ/ETM
때	때/NNG
지원이	지원/NNG+이/JKS
필요하다면	필요/NNG+하/XSA+다면/EC
당연히	당연히/MAG
해야죠.	하/VV+아야지/EF+요/JX+./SF


# id : NWRW1800000025.3.37.3
그러나 대가를 바라지 말고 해야 합니다.

그러나	그러나/MAJ
대가를	대가/NNG+를/JKO
바라지	바라/VV+지/EC
말고	말/VX+고/EC
해야	하/VV+아야/EC
합니다.	하/VX+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.37.4
나와 남이 둘이 아닌 자타불이(自他不二)의 경지에서 이루어지는 지원은 바로 수행의 경지까지로 승화됩니다.

나와	나/NP+와/JC
남이	남/NNG+이/JKS
둘이	둘/NR+이/JKC
아닌	아니/VCN+ㄴ/ETM
자타불이(自他不二)의	자타불이/NNG+(/SS+自他不二/SH+)/SS+의/JKG
경지에서	경지/NNG+에서/JKB
이루어지는	이루어지/VV+는/ETM
지원은	지원/NNG+은/JX
바로	바로/MAG
수행의	수행/NNG+의/JKG
경지까지로	경지/NNG+까지/JX+로/JKB
승화됩니다.	승화/NNG+되/XSV+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.37.5
그야말로 보시행(布施行)을 통해 우리의 세계관이 완전히 바뀌는 경지에 이르게 되는 ‘보시바라밀’이 되는 거죠.”

그야말로	그야말로/MAG
보시행(布施行)을	보시행/NNG+(/SS+布施行/SH+)/SS+을/JKO
통해	통하/VV+아/EC
우리의	우리/NP+의/JKG
세계관이	세계관/NNG+이/JKS
완전히	완전히/MAG
바뀌는	바뀌/VV+는/ETM
경지에	경지/NNG+에/JKB
이르게	이르/VV+게/EC
되는	되/VV+는/ETM
‘보시바라밀’이	‘/SS+보시바라밀/NNG+’/SS+이/JKC
거죠.”	거/NNB+이/VCP+죠/EF+./SF+”/SS


# id : NWRW1800000025.3.38.1
―어려운 시대, 새해 새 아침에 국민들에게 한 말씀 해주십시오.

―어려운	―/SS+어렵/VA+ㄴ/ETM
시대,	시대/NNG+,/SP
새해	새해/NNG
새	새/MMA
아침에	아침/NNG+에/JKB
국민들에게	국민/NNG+들/XSN+에게/JKB
한	한/MMN
말씀	말씀/NNG
해주십시오.	하/VV+아/EC+주/VX+시/EP+ㅂ시오/EF+./SF


# id : NWRW1800000025.3.39.1
“내가 하는 일은 다 옳고 남이 하는 일은 모두 그르다고 생각하는 데서 벗어나기를 바랍니다.

“내가	“/SS+내/NP+가/JKS
하는	하/VV+는/ETM
일은	일/NNG+은/JX
다	다/MAG
옳고	옳/VA+고/EC
남이	남/NNG+이/JKS
모두	모두/MAG
그르다고	그르/VA+다고/EC
생각하는	생각/NNG+하/XSV+는/ETM
데서	데/NNB+서/JKB
벗어나기를	벗어나/VV+기/ETN+를/JKO
바랍니다.	바라/VV+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.39.2
그런 생각을 자제하고 고통스러운 일이 있어도 좀 인내하면서 살면 자신도, 세상도 두루 평안하리라 믿습니다.”

그런	그런/MMD
생각을	생각/NNG+을/JKO
자제하고	자제/NNG+하/XSV+고/EC
고통스러운	고통/NNG+스럽/XSA+ㄴ/ETM
일이	일/NNG+이/JKS
있어도	있/VA+어도/EC
좀	좀/MAG
인내하면서	인내/NNG+하/XSV+면서/EC
살면	살/VV+면/EC
자신도,	자신/NNG+도/JX+,/SP
세상도	세상/NNG+도/JX
두루	두루/MAG
평안하리라	평안/NNG+하/XSA+리라/EF
믿습니다.”	믿/VV+습니다/EF+./SF+”/SS


# id : NWRW1800000025.3.40.1
―서양에선 2012년에 지구에 이변이 생기고 멸망한다는 소문이 돌고 있습니다.

―서양에선	―/SS+서양/NNG+에서/JKB+ㄴ/JX
2012년에	2012/SN+년/NNB+에/JKB
지구에	지구/NNG+에/JKB
이변이	이변/NNG+이/JKS
생기고	생기/VV+고/EC
멸망한다는	멸망/NNG+하/XSV+ㄴ다는/ETM
소문이	소문/NNG+이/JKS
돌고	돌/VV+고/EC
있습니다.	있/VX+습니다/EF+./SF


# id : NWRW1800000025.3.41.1
“그런 걱정 하지 않아도 됩니다.

“그런	“/SS+그런/MMD
걱정	걱정/NNG
하지	하/VV+지/EC
않아도	않/VX+아도/EC
됩니다.	되/VV+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.41.2
더 잘 살 겁니다.”

더	더/MAG
잘	잘/MAG
살	살/VV+ㄹ/ETM
겁니다.”	거/NNB+이/VCP+ㅂ니다/EF+./SF+”/SS


# id : NWRW1800000025.3.42.1
―인류 역사 이래 가장 끈질기게 추구해온 화두가 ‘행복한 삶’ 아니겠습니까?

―인류	―/SS+인류/NNG
역사	역사/NNG
이래	이래/NNB
가장	가장/MAG
끈질기게	끈질기/VA+게/EC
추구해온	추구/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
화두가	화두/NNG+가/JKS
‘행복한	‘/SS+행복/NNG+하/XSA+ㄴ/ETM
삶’	삶/NNG+’/SS
아니겠습니까?	아니/VCN+겠/EP+습니까/EF+?/SF


# id : NWRW1800000025.3.42.2
도대체 어떻게 해야 행복할 수 있습니까?

도대체	도대체/MAG
어떻게	어떻/VA+게/EC
해야	하/VV+아야/EC
행복할	행복/NNG+하/XSA+ㄹ/ETM
수	수/NNB
있습니까?	있/VA+습니까/EF+?/SF


# id : NWRW1800000025.3.43.1
“물질과 정신이 적절한 균형을 이룰 때 사람은 행복을 느낄 수 있는 겁니다.

“물질과	“/SS+물질/NNG+과/JC
정신이	정신/NNG+이/JKS
적절한	적절하/VA+ㄴ/ETM
균형을	균형/NNG+을/JKO
이룰	이루/VV+ㄹ/ETM
때	때/NNG
사람은	사람/NNG+은/JX
행복을	행복/NNG+을/JKO
느낄	느끼/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
겁니다.	거/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.43.2
그리고 ‘나’라는 이 몸뚱이가 하루 스물네 시간 존재하는데 대부분 그 실체를 확실히 모릅니다.

그리고	그리고/MAJ
‘나’라는	‘/SS+나/NP+’/SS+이/VCP+라는/ETM
이	이/MMD
몸뚱이가	몸뚱이/NNG+가/JKS
하루	하루/NNG
스물네	스물네/MMN
시간	시간/NNB
존재하는데	존재/NNG+하/XSV+는데/EC
대부분	대/XPN+부분/NNG
그	그/MMD
실체를	실체/NNG+를/JKO
확실히	확실히/MAG
모릅니다.	모르/VV+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.43.3
그 실체를 알아야 비로소 안정과 평화가 오는 겁니다.

그	그/MMD
실체를	실체/NNG+를/JKO
알아야	알/VV+아야/EC
비로소	비로소/MAG
안정과	안정/NNG+과/JC
평화가	평화/NNG+가/JKS
오는	오/VV+는/ETM
겁니다.	거/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.43.4
‘내가 누구인가’ 하는 물음을 묵묵히 꾸준히 밀고 나가면 반드시 도달하는 곳이 있습니다.

‘내가	‘/SS+내/NP+가/JKS
누구인가’	누구/NP+이/VCP+ㄴ가/EF+’/SS
하는	하/VV+는/ETM
