# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.120
metadata : {}


# id : NWRW1800000026.120.1.1
[Cover Story] 창의적 문제 해결 기법 'TRIZ의 산실'… 러시아 젠스리 연구소 리트빈 박사;늘 시간과 다투는 응급실 F1 정비방식 도입하니 '쌩쌩'

[Cover	[/SS+Cover/SL
8000여명의	8000/SN+여/XSN+명/NNB+의/JKG
과학자를	과학자/NNG+를/JKO
거미줄처럼	거미줄/NNG+처럼/JKB
연결한	연결/NNG+하/XSV+ㄴ/ETM
'글로벌	'/SS+글로벌/NNG
지식	지식/NNG
네트워크'를	네트워크/NNG+'/SS+를/JKO
운영하고	운영/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.120.25.3
필요할 경우에만 접근하는 가상 인력 풀이다.

필요할	필요/NNG+하/XSA+ㄹ/ETM
경우에만	경우/NNG+에/JKB+만/JX
접근하는	접근/NNG+하/XSV+는/ETM
가상	가상/NNG
인력	인력/NNG
풀이다.	풀/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.120.26.1
피라미드 형태로 된 네트워크의 최상단에 4명의 젠스리 소속 정보 관리 책임자가 있고, 그 아래에 물리·화학·생물·기계공학 등 각 분야 최고의 외부 전문가들로 이뤄진 40명의 일명 '스파이더(spider)'가 있다.

피라미드	피라미드/NNG
형태로	형태/NNG+로/JKB
된	되/VV+ㄴ/ETM
네트워크의	네트워크/NNG+의/JKG
최상단에	최상단/NNG+에/JKB
4명의	4/SN+명/NNB+의/JKG
젠스리	젠스리/NNP
소속	소속/NNG
정보	정보/NNG
관리	관리/NNG
책임자가	책임자/NNG+가/JKS
있고,	있/VA+고/EC+,/SP
그	그/MMD
아래에	아래/NNG+에/JKB
물리·화학·생물·기계공학	물리/NNG+·/SP+화학/NNG+·/SP+생물/NNG+·/SP+기계/NNG+공학/NNG
등	등/NNB
각	각/MMD
분야	분야/NNG
최고의	최고/NNG+의/JKG
외부	외부/NNG
전문가들로	전문가/NNG+들/XSN+로/JKB
이뤄진	이뤄지/VV+ㄴ/ETM
40명의	40/SN+명/NNB+의/JKG
일명	일명/NNG
'스파이더(spider)'가	'/SS+스파이더/NNG+(/SS+spider/SL+)/SS+'/SS+가/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000026.120.26.2
정보 관리 총책임자(Chief Information Manager)인 알렉산더 스미노프(Smirnov) 박사는 "스파이더란 이름은 거미줄같이 복잡하게 얽힌 전 세계 지식 네트워크를 종횡무진 누비며 정보를 캐낸다는 의미에서 농담처럼 붙였는데, 지금은 정식 명칭으로 사용하고 있다"고 웃으며 말했다.

정보	정보/NNG
관리	관리/NNG
총책임자(Chief	총책임자/NNG+(/SS+Chief/SL
Information	Information/SL
Manager)인	Manager/SL+)/SS+이/VCP+ㄴ/ETM
알렉산더	알렉산더/NNP
스미노프(Smirnov)	스미노프/NNP+(/SS+Smirnov/SL+)/SS
박사는	박사/NNG+는/JX
"스파이더란	"/SS+스파이더/NNG+란/JX
이름은	이름/NNG+은/JX
거미줄같이	거미줄/NNG+같이/JKB
복잡하게	복잡하/VA+게/EC
얽힌	얽히/VV+ㄴ/ETM
전	전/MMN
세계	세계/NNG
지식	지식/NNG
네트워크를	네트워크/NNG+를/JKO
종횡무진	종횡무진/NNG
누비며	누비/VV+며/EC
정보를	정보/NNG+를/JKO
캐낸다는	캐내/VV+ㄴ다는/ETM
의미에서	의미/NNG+에서/JKB
농담처럼	농담/NNG+처럼/JKB
붙였는데,	붙이/VV+었/EP+는데/EC+,/SP
지금은	지금/NNG+은/JX
정식	정식/NNG
명칭으로	명칭/NNG+으로/JKB
사용하고	사용/NNG+하/XSV+고/EC
있다"고	있/VX+다/EF+"/SS+고/JKQ
웃으며	웃/VV+으며/EC
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.120.27.1
시스템 운영 방법은 단순하고 효율적이다.

시스템	시스템/NNG
운영	운영/NNG
방법은	방법/NNG+은/JX
단순하고	단순/NNG+하/XSA+고/EC
효율적이다.	효율/NNG+적/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000026.120.27.2
한 고객이 문제 해결을 의뢰하면 정보 관리 책임자가 다른 분야에도 적용할 수 있는 일반용어로 재해석한 뒤 각 분야의 스파이더들에게 질문을 던진다.

한	한/MMN
고객이	고객/NNG+이/JKS
문제	문제/NNG
해결을	해결/NNG+을/JKO
의뢰하면	의뢰/NNG+하/XSV+면/EC
정보	정보/NNG
관리	관리/NNG
책임자가	책임자/NNG+가/JKS
다른	다른/MMD
분야에도	분야/NNG+에/JKB+도/JX
적용할	적용/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
일반용어로	일반/NNG+용어/NNG+로/JKB
재해석한	재/XPN+해석/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
각	각/MMD
분야의	분야/NNG+의/JKG
스파이더들에게	스파이더/NNG+들/XSN+에게/JKB
질문을	질문/NNG+을/JKO
던진다.	던지/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.120.27.3
그러면 스파이더들은 각자 관계를 맺고 관리하고 있는 세계 각지의 전문가들에게서 최고의 해법을 찾는다.

그러면	그러면/MAJ
스파이더들은	스파이더/NNG+들/XSN+은/JX
각자	각자/MAG
관계를	관계/NNG+를/JKO
맺고	맺/VV+고/EC
관리하고	관리/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
세계	세계/NNG
각지의	각지/NNG+의/JKG
전문가들에게서	전문가/NNG+들/XSN+에게서/JKB
최고의	최고/NNG+의/JKG
해법을	해법/NNG+을/JKO
찾는다.	찾/VV+는다/EF+./SF


# id : NWRW1800000026.120.27.4
화학 담당 스파이더인 알렉산더 티모노프(Timonov) 교수는 "실력 있는 전문가들을 계속 영입하거나 각 분야의 새로운 연구 트렌드를 지속적으로 확보하기 위해 스파이더들은 각종 학회나 세미나를 끊임없이 찾아다닌다"고 말했다.

화학	화학/NNG
담당	담당/NNG
스파이더인	스파이더/NNG+이/VCP+ㄴ/ETM
알렉산더	알렉산더/NNP
티모노프(Timonov)	티모노프/NNP+(/SS+Timonov/SL+)/SS
교수는	교수/NNG+는/JX
"실력	"/SS+실력/NNG
있는	있/VA+는/ETM
전문가들을	전문가/NNG+들/XSN+을/JKO
계속	계속/MAG
영입하거나	영입/NNG+하/XSV+거나/EC
각	각/MMD
분야의	분야/NNG+의/JKG
새로운	새롭/VA+ㄴ/ETM
연구	연구/NNG
트렌드를	트렌드/NNG+를/JKO
지속적으로	지속/NNG+적/XSN+으로/JKB
확보하기	확보/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
스파이더들은	스파이더/NNG+들/XSN+은/JX
각종	각종/NNG
학회나	학회/NNG+나/JC
세미나를	세미나/NNG+를/JKO
끊임없이	끊임없이/MAG
찾아다닌다"고	찾아다니/VV+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.120.27.5
스파이더나 외부 전문가에 대해 얼마나 많은 보상을 하는지 젠스리측에 물었더니 "돈 문제에 대해선 일절 노코멘트"라면서 "보수를 건별로 지급한다는 정도만 밝힐 수 있다"고 했다.

스파이더나	스파이더/NNG+나/JC
외부	외부/NNG
전문가에	전문가/NNG+에/JKB
대해	대하/VV+아/EC
얼마나	얼마나/MAG
많은	많/VA+은/ETM
보상을	보상/NNG+을/JKO
하는지	하/VV+는지/EC
젠스리측에	젠스리/NNP+측/NNB+에/JKB
물었더니	묻/VV+었/EP+더니/EC
"돈	"/SS+돈/NNG
문제에	문제/NNG+에/JKB
대해선	대하/VV+아서/EC+ㄴ/JX
일절	일절/MAG
노코멘트"라면서	노코멘트/NNG+"/SS+이/VCP+라면서/EC
"보수를	"/SS+보수/NNG+를/JKO
건별로	건별/NNG+로/JKB
지급한다는	지급/NNG+하/XSV+ㄴ다는/ETM
정도만	정도/NNG+만/JX
밝힐	밝히/VV+ㄹ/ETM
수	수/NNB
있다"고	있/VA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.120.28.1
―글로벌 지식 네트워크를 처음 만들게 된 계기는?

―글로벌	―/SS+글로벌/NNG
지식	지식/NNG
네트워크를	네트워크/NNG+를/JKO
처음	처음/NNG
만들게	만들/VV+게/EC
된	되/VV+ㄴ/ETM
계기는?	계기/NNG+는/JX+?/SF


# id : NWRW1800000026.120.29.1
"제가 (트리즈의 창시자인) 알츠슐러와 다른 점은 비즈니스에 바로 적용할 수 있는 해결책을 찾는 것입니다.

"제가	"/SS+제/NP+가/JKS
(트리즈의	(/SS+트리즈/NNG+의/JKG
창시자인)	창시자/NNG+이/VCP+ㄴ/ETM+)/SS
알츠슐러와	알츠슐러/NNP+와/JKB
다른	다르/VA+ㄴ/ETM
점은	점/NNG+은/JX
비즈니스에	비즈니스/NNG+에/JKB
바로	바로/MAG
적용할	적용/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
해결책을	해결책/NNG+을/JKO
찾는	찾/VV+는/ETM
것입니다.	것/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.29.2
트리즈로 혁신 해결책을 찾더라도 그 해결책이 완전히 새로운 것이라면 오랜 시간이 걸리기 마련입니다.

트리즈로	트리즈/NNG+로/JKB
혁신	혁신/NNG
해결책을	해결책/NNG+을/JKO
찾더라도	찾/VV+더라도/EC
그	그/MMD
해결책이	해결책/NNG+이/JKS
완전히	완전히/MAG
새로운	새롭/VA+ㄴ/ETM
것이라면	것/NNB+이/VCP+라면/EC
오랜	오랜/MMA
시간이	시간/NNG+이/JKS
걸리기	걸리/VV+기/ETN
마련입니다.	마련/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.29.3
젠스리의 경우도 에너지 보관 장치에 대한 아이디어가 8년 전에 나왔지만, 실제 시행까지 8년이란 시간과 수백만달러의 돈이 필요했어요.

젠스리의	젠스리/NNP+의/JKG
경우도	경우/NNG+도/JX
에너지	에너지/NNG
보관	보관/NNG
장치에	장치/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
아이디어가	아이디어/NNG+가/JKS
8년	8/SN+년/NNB
전에	전/NNG+에/JKB
나왔지만,	나오/VV+았/EP+지만/EC+,/SP
실제	실제/NNG
시행까지	시행/NNG+까지/JX
8년이란	8/SN+년/NNB+이/VCP+란/ETM
시간과	시간/NNG+과/JC
수백만달러의	수백만/NR+달러/NNB+의/JKG
돈이	돈/NNG+이/JKS
필요했어요.	필요/NNG+하/XSA+았/EP+어요/EF+./SF


# id : NWRW1800000026.120.29.4
이런 문제를 뛰어넘는 방법은 해답을 기존에 존재하는 기술에서 가져오는 것입니다.

이런	이런/MMD
문제를	문제/NNG+를/JKO
뛰어넘는	뛰어넘/VV+는/ETM
방법은	방법/NNG+은/JX
해답을	해답/NNG+을/JKO
기존에	기존/NNG+에/JKB
존재하는	존재/NNG+하/XSV+는/ETM
기술에서	기술/NNG+에서/JKB
가져오는	가져오/VV+는/ETM
것입니다.	것/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.29.5
다른 산업에서 이미 쓰고 있는 기술을 가져와서 접목시키는 것이죠.

다른	다른/MMD
산업에서	산업/NNG+에서/JKB
이미	이미/MAG
쓰고	쓰/VV+고/EC
있는	있/VX+는/ETM
기술을	기술/NNG+을/JKO
가져와서	가져오/VV+아서/EC
접목시키는	접목/NNG+시키/XSV+는/ETM
것이죠.	것/NNB+이/VCP+죠/EF+./SF


# id : NWRW1800000026.120.29.6
이를 통해 솔루션 자체는 상당히 혁신적이어야 하지만, 실행에 있어서는 너무 혁신적이지 않아야 한다는 딜레마를 해결할 수 있었습니다.

이를	이/NP+를/JKO
통해	통하/VV+아/EC
솔루션	솔루션/NNG
자체는	자체/NNG+는/JX
상당히	상당히/MAG
혁신적이어야	혁신/NNG+적/XSN+이/VCP+어야/EC
하지만,	하지만/MAG+,/SP
실행에	실행/NNG+에/JKB
있어서는	있/VA+어서/EC+는/JX
너무	너무/MAG
혁신적이지	혁신/NNG+적/XSN+이/VCP+지/EC
않아야	않/VX+아야/EC
한다는	하/VX+ㄴ다는/ETM
딜레마를	딜레마/NNG+를/JKO
해결할	해결/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있었습니다.	있/VA+었/EP+습니다/EF+./SF


# id : NWRW1800000026.120.29.7
그렇게 해서 나온 것이 아까 말씀드린 기능 중심의 해결책 찾기였고, 글로벌 지식 네트워크의 탄생으로 이어졌죠."

그렇게	그렇/VA+게/EC
해서	하/VV+아서/EC
나온	나오/VV+ㄴ/ETM
것이	것/NNB+이/JKS
아까	아까/MAG
말씀드린	말씀/NNG+드리/VV+ㄴ/ETM
기능	기능/NNG
중심의	중심/NNG+의/JKG
해결책	해결책/NNG
찾기였고,	찾/VV+기/ETN+이/VCP+었/EP+고/EC+,/SP
글로벌	글로벌/NNG
지식	지식/NNG
네트워크의	네트워크/NNG+의/JKG
탄생으로	탄생/NNG+으로/JKB
이어졌죠."	이어지/VV+었/EP+죠/EF+./SF+"/SS


# id : NWRW1800000026.120.30.1
―기업이 오픈 이노베이션을 도입할 때 주의해야 할 점은 무엇인가요?

―기업이	―/SS+기업/NNG+이/JKS
오픈	오픈/NNG
이노베이션을	이노베이션/NNG+을/JKO
도입할	도입/NNG+하/XSV+ㄹ/ETM
때	때/NNG
주의해야	주의/NNG+하/XSV+아야/EC
할	하/VX+ㄹ/ETM
점은	점/NNG+은/JX
무엇인가요?	무엇/NP+이/VCP+ㄴ가/EF+요/JX+?/SF


# id : NWRW1800000026.120.31.1
"외부로부터 지식을 수용하기 위해선 용감해야 합니다.

"외부로부터	"/SS+외부/NNG+로부터/JKB
지식을	지식/NNG+을/JKO
수용하기	수용/NNG+하/XSV+기/ETN
위해선	위하/VV+아서/EC+ㄴ/JX
용감해야	용감하/VA+아야/EC
합니다.	하/VX+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.31.2
일반적인 오픈 이노베이션은 같은 분야에서 기술이나 지식을 가져옵니다.

일반적인	일반/NNG+적/XSN+이/VCP+ㄴ/ETM
오픈	오픈/NNG
이노베이션은	이노베이션/NNG+은/JX
같은	같/VA+은/ETM
분야에서	분야/NNG+에서/JKB
기술이나	기술/NNG+이나/JC
지식을	지식/NNG+을/JKO
가져옵니다.	가져오/VV+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.31.3
그런 경우에는 공유하기가 쉽습니다.

그런	그런/MMD
경우에는	경우/NNG+에/JKB+는/JX
공유하기가	공유/NNG+하/XSV+기/ETN+가/JKS
쉽습니다.	쉽/VA+습니다/EF+./SF


# id : NWRW1800000026.120.31.4
하지만 기계 전문가에게 초음파를 이용하는 해법을 제시한다면 그는 크게 당혹스러워하거나 겁을 먹게 될 것입니다.

하지만	하지만/MAJ
기계	기계/NNG
전문가에게	전문가/NNG+에게/JKB
초음파를	초/XPN+음파/NNG+를/JKO
이용하는	이용/NNG+하/XSV+는/ETM
해법을	해법/NNG+을/JKO
제시한다면	제시/NNG+하/XSV+ㄴ다면/EC
그는	그/NP+는/JX
크게	크/VA+게/EC
당혹스러워하거나	당혹/NNG+스럽/XSA+어/EC+하/VX+거나/EC
겁을	겁/NNG+을/JKO
먹게	먹/VV+게/EC
될	되/VV+ㄹ/ETM
것입니다.	것/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.31.5
그 분야에 대한 지식과 경험이 전혀 없기 때문이죠.

그	그/MMD
분야에	분야/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
지식과	지식/NNG+과/JC
경험이	경험/NNG+이/JKS
전혀	전혀/MAG
없기	없/VA+기/ETN
때문이죠.	때문/NNB+이/VCP+죠/EF+./SF


# id : NWRW1800000026.120.31.6
그러나 새로운 방법을 얻으려면 마음의 문을 열어야 합니다."

그러나	그러나/MAJ
새로운	새롭/VA+ㄴ/ETM
방법을	방법/NNG+을/JKO
얻으려면	얻/VV+으려면/EC
마음의	마음/NNG+의/JKG
문을	문/NNG+을/JKO
열어야	열/VV+어야/EC
합니다."	하/VX+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000026.120.32.1
―미래의 오픈 이노베이션은 어떤 모습일까요?

―미래의	―/SS+미래/NNG+의/JKG
오픈	오픈/NNG
이노베이션은	이노베이션/NNG+은/JX
어떤	어떤/MMD
모습일까요?	모습/NNG+이/VCP+ㄹ까/EF+요/JX+?/SF


# id : NWRW1800000026.120.33.1
"크게 두 가지의 특징을 가질 것입니다.

"크게	"/SS+크/VA+게/EC
두	두/MMN
가지의	가지/NNB+의/JKG
특징을	특징/NNG+을/JKO
가질	가지/VV+ㄹ/ETM
것입니다.	것/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.33.2
첫째는 양방향 오픈 이노베이션입니다.

첫째는	첫째/NR+는/JX
양방향	양방향/NNG
오픈	오픈/NNG
이노베이션입니다.	이노베이션/NNG+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.33.3
지금까지는 대개 내부의 문제를 풀기 위해 외부에서 해결책을 가져오는 경우가 많았지만, 앞으로는 내부 지식을 외부에 파는 것 역시 훨씬 더 활발해질 것입니다.

지금까지는	지금/NNG+까지/JX+는/JX
대개	대개/MAG
내부의	내부/NNG+의/JKG
문제를	문제/NNG+를/JKO
풀기	풀/VV+기/ETN
위해	위하/VV+아/EC
외부에서	외부/NNG+에서/JKB
해결책을	해결책/NNG+을/JKO
가져오는	가져오/VV+는/ETM
경우가	경우/NNG+가/JKS
많았지만,	많/VA+았/EP+지만/EC+,/SP
앞으로는	앞/NNG+으로/JKB+는/JX
내부	내부/NNG
지식을	지식/NNG+을/JKO
외부에	외부/NNG+에/JKB
파는	팔/VV+는/ETM
것	것/NNB
역시	역시/MAG
훨씬	훨씬/MAG
더	더/MAG
활발해질	활발하/VA+아/EC+지/VX+ㄹ/ETM
것입니다.	것/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.33.4
두 번째는 오픈 이노베이션이 소프트웨어화되는 것입니다."

두	두/MMN
번째는	번/NNB+째/XSN+는/JX
오픈	오픈/NNG
이노베이션이	이노베이션/NNG+이/JKS
소프트웨어화되는	소프트웨어/NNG+화/XSN+되/XSV+는/ETM
것입니다."	것/NNB+이/VCP+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000026.120.34.1
―소프트웨어화요?

―소프트웨어화요?	―/SS+소프트웨어/NNG+화/XSN+요/JX+?/SF


# id : NWRW1800000026.120.35.1
"예. 문제를 소프트웨어에 입력하면, 소프트웨어가 기능 중심의 일반적인 언어로 바꿔줄 것입니다.

"예.	"/SS+예/IC+./SF
문제를	문제/NNG+를/JKO
소프트웨어에	소프트웨어/NNG+에/JKB
입력하면,	입력/NNG+하/XSV+면/EC+,/SP
소프트웨어가	소프트웨어/NNG+가/JKS
기능	기능/NNG
중심의	중심/NNG+의/JKG
일반적인	일반/NNG+적/XSN+이/VCP+ㄴ/ETM
언어로	언어/NNG+로/JKB
바꿔줄	바꾸/VV+어/EC+주/VX+ㄹ/ETM
것입니다.	것/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.35.2
그리고 문제를 해결해줄 전문가 이름과 연락처를 알려주는 시스템입니다.

그리고	그리고/MAJ
문제를	문제/NNG+를/JKO
해결해줄	해결/NNG+하/XSV+아/EC+주/VX+ㄹ/ETM
전문가	전문가/NNG
이름과	이름/NNG+과/JC
연락처를	연락처/NNG+를/JKO
알려주는	알리/VV+어/EC+주/VX+는/ETM
시스템입니다.	시스템/NNG+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.35.3
이렇게 되면 현재 우리의 사업은 타격을 입을 수 있겠죠.

이렇게	이렇/VA+게/EC
되면	되/VV+면/EC
현재	현재/MAG
우리의	우리/NP+의/JKG
사업은	사업/NNG+은/JX
타격을	타격/NNG+을/JKO
입을	입/VV+을/ETM
수	수/NNB
있겠죠.	있/VA+겠/EP+죠/EF+./SF


# id : NWRW1800000026.120.35.4
(하하하) 하지만 저는 이것이 오픈 이노베이션이 앞으로 나갈 방향이라고 생각합니다."

(하하하)	(/SS+하하하/IC+)/SS
하지만	하지만/MAJ
저는	저/NP+는/JX
이것이	이것/NP+이/JKS
오픈	오픈/NNG
이노베이션이	이노베이션/NNG+이/JKS
앞으로	앞/NNG+으로/JKB
나갈	나가/VV+ㄹ/ETM
방향이라고	방향/NNG+이/VCP+라고/EC
생각합니다."	생각/NNG+하/XSV+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000026.120.36.1
■'고객의 소리'가 아니라 '제품의 소리'들어라

■'고객의	■/SW+'/SS+고객/NNG+의/JKG
소리'가	소리/NNG+'/SS+가/JKC
아니라	아니/VCN+라/EC
'제품의	'/SS+제품/NNG+의/JKG
소리'들어라	소리/NNG+'/SS+들/VV+어라/EF


# id : NWRW1800000026.120.37.1
―트리즈(TRIZ)의 핵심 가치는 무엇인가요?

―트리즈(TRIZ)의	―/SS+트리즈/NNG+(/SS+TRIZ/SL+)/SS+의/JKG
핵심	핵심/NNG
가치는	가치/NNG+는/JX
무엇인가요?	무엇/NP+이/VCP+ㄴ가/EF+요/JX+?/SF


# id : NWRW1800000026.120.38.1
"트리즈가 나오기 전에는 사람들은 창조성이 타고난 것이라고 생각했습니다.

"트리즈가	"/SS+트리즈/NNG+가/JKS
나오기	나오/VV+기/ETN
전에는	전/NNG+에/JKB+는/JX
사람들은	사람/NNG+들/XSN+은/JX
창조성이	창조/NNG+성/XSN+이/JKS
타고난	타고나/VV+ㄴ/ETM
것이라고	것/NNB+이/VCP+라고/EC
생각했습니다.	생각/NNG+하/XSV+았/EP+습니다/EF+./SF


# id : NWRW1800000026.120.38.2
하지만 모든 사람은 창의적이 될 수 있습니다.

하지만	하지만/MAJ
모든	모든/MMN
사람은	사람/NNG+은/JX
창의적이	창의/NNG+적/XSN+이/JKC
될	되/VV+ㄹ/ETM
수	수/NNB
있습니다.	있/VA+습니다/EF+./SF


# id : NWRW1800000026.120.38.3
몇 가지 규칙과 이론들을 알고 배우면 말이죠.

몇	몇/NR
가지	가지/NNB
규칙과	규칙/NNG+과/JC
이론들을	이론/NNG+들/XSN+을/JKO
알고	알/VV+고/EC
배우면	배우/VV+면/EC
말이죠.	말/NNG+이/VCP+죠/EF+./SF


# id : NWRW1800000026.120.38.4
트리즈는 기존 사고의 틀을 깰 수 있도록 상황에 따라 구체적으로 생각하는 방법을 알려줍니다.

트리즈는	트리즈/NNG+는/JX
기존	기존/NNG
사고의	사고/NNG+의/JKG
틀을	틀/NNG+을/JKO
깰	깨/VV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
상황에	상황/NNG+에/JKB
따라	따르/VV+아/EC
구체적으로	구체/NNG+적/XSN+으로/JKB
생각하는	생각/NNG+하/XSV+는/ETM
방법을	방법/NNG+을/JKO
알려줍니다.	알리/VV+어/EC+주/VX+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.38.5
만약 성벽이 있다면 뛰어넘을 수는 없지만 사다리를 이용해서 한 계단씩 오를 수 있잖아요."

만약	만약/MAG
성벽이	성벽/NNG+이/JKS
있다면	있/VA+다면/EC
뛰어넘을	뛰어넘/VV+을/ETM
수는	수/NNB+는/JX
없지만	없/VA+지만/EC
사다리를	사다리/NNG+를/JKO
이용해서	이용/NNG+하/XSV+아서/EC
한	한/MMN
계단씩	계단/NNG+씩/XSN
오를	오르/VV+ㄹ/ETM
수	수/NNB
있잖아요."	있/VA+잖아/EF+요/JX+./SF+"/SS


# id : NWRW1800000026.120.39.1
―제품으로 만들다가 실패한 경험도 있지 않나요?

―제품으로	―/SS+제품/NNG+으로/JKB
만들다가	만들/VV+다가/EC
실패한	실패/NNG+하/XSV+ㄴ/ETM
경험도	경험/NNG+도/JX
있지	있/VA+지/EC
않나요?	않/VX+나/EF+요/JX+?/SF


# id : NWRW1800000026.120.40.1
